player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Fred Jackson,3368,HB,16,BUF,267,237,1067,4.5,2,69.4,67.2,74.4,68.0,708,2.99,43,43,36,2,1,0
Knowshon Moreno,4935,HB,16,DEN,256,247,947,3.8,7,58.0,61.8,51.9,69.8,603,2.44,36,52,22,4,1,1
Marion Barber III,2326,HB,15,DAL,233,214,932,4.4,7,53.1,54.0,70.1,53.0,596,2.79,35,58,19,2,0,0
Matt Forte,4358,HB,16,CHI,281,258,929,3.6,4,46.5,44.6,35.4,58.7,545,2.11,61,39,22,6,1,0
Michael Turner,1873,HB,11,ATL,188,178,875,4.9,10,59.7,58.7,37.2,57.5,594,3.34,58,43,26,4,0,0
Jerome Harrison,3090,HB,14,CLV,226,194,869,4.5,5,47.8,48.2,67.7,67.9,496,2.56,71,38,15,2,0,0
Brandon Jacobs,2327,HB,15,NYG,230,224,832,3.7,5,42.8,43.4,71.0,57.9,577,2.58,31,43,17,2,1,1
Joseph Addai,2975,HB,15,IND,237,219,828,3.8,10,60.2,56.3,75.9,70.9,490,2.24,21,44,13,2,0,0
Beanie Wells,4954,HB,16,ARZ,185,176,821,4.7,7,66.7,64.8,28.9,60.2,544,3.09,34,42,23,7,1,0
Cadillac Williams,2222,HB,16,TB,225,209,816,3.9,4,59.7,60.6,81.8,60.6,503,2.41,35,43,15,1,2,2
Pierre Thomas,4080,HB,14,NO,166,147,793,5.4,6,77.5,77.3,62.3,56.5,445,3.03,34,37,17,2,1,0
Ahmad Bradshaw,3866,HB,15,NYG,169,163,777,4.8,7,56.6,56.7,46.7,60.0,480,2.94,38,47,23,4,2,0
Laurence Maroney,2966,HB,15,NE,224,194,757,3.9,9,44.2,45.2,39.6,57.9,456,2.35,45,44,22,4,0,0
Kevin Smith,4378,HB,13,DET,234,217,747,3.4,4,56.2,52.4,59.9,60.8,495,2.28,31,36,17,3,1,0
LaDainian Tomlinson,777,HB,14,SD,238,223,733,3.3,12,48.2,50.4,70.8,60.6,425,1.91,36,40,8,2,0,0
Felix Jones,4336,HB,14,DAL,136,116,685,5.9,3,66.0,62.8,57.9,57.7,387,3.34,56,24,14,2,1,0
Julius Jones,1764,HB,14,SEA,187,177,673,3.8,2,59.4,59.8,90.6,59.9,444,2.51,62,32,14,1,0,0
Mike Bell,3225,HB,13,NO,185,172,653,3.8,5,44.7,48.2,61.0,59.4,386,2.24,35,33,9,2,1,0
Ronnie Brown,2219,HB,9,MIA,191,147,648,4.4,8,60.7,56.2,75.6,72.2,444,3.02,45,32,26,2,0,0
Correll Buckhalter,869,HB,14,DEN,127,120,642,5.4,1,60.3,62.1,37.8,71.2,314,2.62,45,31,9,3,1,1
LeSean McCoy,4976,HB,16,PHI,196,155,637,4.1,4,53.3,51.9,63.4,63.7,348,2.25,66,29,12,3,1,0
Justin Forsett,4547,HB,16,SEA,125,114,623,5.5,4,69.3,66.9,73.2,59.4,364,3.19,35,29,23,2,0,0
Jason Snelling,3860,HB,14,ATL,197,142,613,4.3,4,61.7,59.5,59.7,59.9,458,3.23,31,38,22,2,1,1
Tim Hightower,4463,HB,16,ARZ,160,142,597,4.2,8,53.0,49.4,50.7,55.5,426,3.00,50,33,16,4,0,0
Michael Bush,3716,HB,15,OAK,134,123,591,4.8,3,57.3,56.3,53.9,59.3,423,3.44,60,22,13,2,0,0
Willis McGahee,1339,HB,16,BLT,134,109,544,5.0,12,65.2,64.4,68.9,49.1,285,2.61,77,29,11,1,1,0
Shonn Greene,4988,HB,13,NYJ,120,108,542,5.0,2,48.7,52.0,25.3,60.1,346,3.20,33,25,11,3,0,0
Clinton Portis,1058,HB,8,WAS,135,124,502,4.0,1,57.9,57.3,71.0,50.8,357,2.88,78,20,6,1,1,0
Jamal Lewis,583,HB,9,CLV,176,143,500,3.5,0,48.8,48.9,90.1,67.6,335,2.34,18,18,7,1,0,0
Justin Fargas,1410,HB,12,OAK,146,129,491,3.8,3,57.9,58.6,72.4,59.0,339,2.63,35,23,12,1,2,0
Marshawn Lynch,3628,HB,13,BUF,142,120,450,3.8,2,58.5,58.8,54.7,79.0,339,2.83,47,18,18,2,2,0
Steve Slaton,4403,HB,11,HST,143,131,450,3.4,3,60.6,54.8,22.9,58.1,278,2.12,32,26,18,7,0,0
Derrick Ward,1949,HB,14,TB,124,114,409,3.6,1,58.0,56.2,70.1,58.8,253,2.22,28,13,4,1,3,1
Reggie Bush,2947,HB,14,NO,87,70,396,5.7,5,66.7,54.8,44.7,59.4,146,2.09,55,18,5,2,0,0
Ryan Moats,2294,HB,8,HST,113,101,390,3.9,4,59.0,55.6,28.8,58.3,260,2.57,17,25,5,3,0,0
Willie Parker,2142,HB,14,PIT,105,98,389,4.0,0,55.4,54.0,65.3,59.2,242,2.47,34,21,7,1,0,0
Maurice Morris,1061,HB,14,DET,107,93,384,4.1,2,52.7,52.2,73.6,59.6,243,2.61,64,14,4,1,1,0
Joshua Cribbs,2544,WR,16,CLV,227,55,381,6.9,1,63.8,74.5,26.3,90.9,214,3.89,37,21,10,3,0,0
Larry Johnson,1343,HB,7,KC,147,132,380,2.9,0,47.8,47.7,64.2,59.8,294,2.23,19,17,5,2,0,0
Darren McFadden,4318,HB,12,OAK,125,104,364,3.5,1,52.8,41.6,24.2,61.5,250,2.40,28,14,8,5,0,0
Tashard Choice,4436,HB,16,DAL,72,64,349,5.5,3,63.9,64.6,85.7,58.9,124,1.94,66,20,3,0,0,0
Darren Sproles,2347,HB,16,SD,103,93,343,3.7,3,60.2,50.2,89.0,59.5,193,2.08,21,15,5,0,2,2
Kevin Faulk,470,HB,15,NE,73,62,335,5.4,2,63.1,64.5,86.4,76.4,183,2.95,29,18,4,0,1,0
Chester Taylor,1182,HB,16,MIN,106,93,332,3.6,1,48.7,36.3,55.8,76.8,203,2.18,25,12,2,2,0,0
Leon Washington,3062,HB,7,NYJ,75,71,330,4.6,0,61.2,63.3,59.5,60.0,210,2.96,33,9,5,1,1,0
Bernard Scott,5133,HB,10,CIN,81,74,325,4.4,0,68.5,65.5,58.4,59.4,251,3.39,61,16,10,1,0,0
Leonard Weaver,2835,FB,16,PHI,208,70,323,4.6,2,64.6,61.1,85.7,71.3,194,2.77,41,17,8,0,2,0
David Garrard,1109,QB,16,JAX,409,41,323,4.3,3,68.5,44.8,46.5,60.2,201,2.64,30,31,11,12,3,0
Sammy Morris,678,HB,12,NE,134,73,319,4.4,2,61.8,55.9,36.0,68.7,224,3.07,55,19,9,2,0,0
Aaron Rodgers,2241,QB,16,GB,368,23,285,5.2,5,88.1,58.5,55.5,60.0,48,0.87,35,24,4,9,4,0
Donald Brown,4950,HB,11,IND,86,78,281,3.6,3,53.9,49.0,62.2,67.4,189,2.42,45,14,12,1,1,0
Vince Young,2948,QB,12,TEN,308,21,280,5.6,2,72.9,64.1,57.6,60.0,84,1.68,44,22,6,6,1,0
Brian Westbrook,1094,HB,8,PHI,73,61,274,4.5,1,60.6,60.4,85.4,73.1,126,2.07,25,13,4,0,0,0
Fred Taylor,333,HB,6,NE,72,63,274,4.3,4,49.7,52.0,52.0,59.3,161,2.56,19,13,7,1,0,0
Chris Brown,1407,HB,14,HST,87,79,267,3.4,3,53.4,54.5,62.3,58.9,207,2.62,13,15,5,1,0,0
Arian Foster,5398,HB,4,HST,59,54,257,4.8,3,64.8,68.0,49.5,58.3,136,2.52,24,15,2,1,0,0
Jerious Norwood,3024,HB,10,ATL,100,76,254,3.3,0,55.1,53.3,62.5,56.0,158,2.08,21,11,4,1,0,0
Jason Campbell,2242,QB,16,WAS,350,16,236,5.5,1,62.8,49.8,44.1,60.0,125,2.91,21,17,2,13,6,1
Rock Cartwright,1211,HB,11,WAS,67,64,228,3.6,0,61.8,54.0,85.8,59.8,152,2.38,34,12,3,0,0,0
Glen Coffee,4997,HB,12,SF,94,83,226,2.7,1,41.6,43.4,86.7,58.6,184,2.22,17,8,4,0,0,0
LenDale White,2990,HB,13,TEN,71,64,222,3.5,2,39.4,41.6,52.8,59.5,133,2.08,11,11,6,1,0,0
Kahlil Bell,5243,HB,7,CHI,41,40,220,5.5,0,49.6,54.0,81.5,60.0,84,2.10,72,9,1,0,0,0
Chris Jennings,5480,HB,9,CLV,72,63,220,3.5,1,56.2,55.7,84.9,59.6,167,2.65,16,10,8,0,0,0
Ladell Betts,1063,HB,10,WAS,61,56,210,3.8,2,64.0,59.5,84.5,60.0,133,2.38,18,7,1,0,0,0
Larry Johnson,1343,HB,7,CIN,50,46,204,4.4,0,47.8,47.7,64.2,59.8,142,3.09,27,11,4,0,0,0
Rashad Jennings,5174,HB,15,JAX,51,39,202,5.2,1,59.8,54.3,82.4,58.1,109,2.79,28,8,4,0,0,0
Quinton Ganther,3191,HB,8,WAS,64,62,199,3.2,3,66.9,67.3,84.7,59.2,160,2.58,13,12,9,0,0,0
Brad Smith,3048,WR,13,NYJ,107,17,195,11.5,1,63.8,75.9,77.4,59.6,146,8.59,57,9,9,0,2,0
Matt Cassel,2447,QB,15,KC,380,13,182,4.2,0,59.7,30.0,66.5,60.3,87,2.02,13,6,3,9,8,0
Le'Ron McClain,3753,FB,16,BLT,347,46,180,3.9,2,64.5,51.4,83.7,75.6,85,1.85,20,22,1,0,0,0
Jay Cutler,2956,QB,16,CHI,349,19,170,4.4,1,63.5,39.9,75.9,60.3,32,0.82,30,14,3,8,4,0
Josh Freeman,4940,QB,10,TB,223,7,162,5.8,0,51.9,54.3,42.3,60.0,110,3.93,20,11,2,11,3,0
Ahman Green,374,HB,8,GB,50,41,160,3.9,1,58.6,60.5,81.7,58.5,119,2.90,26,8,4,0,0,0
Mike Tolbert,4740,FB,15,SD,165,25,148,5.9,1,59.8,57.0,35.2,67.8,117,4.68,32,10,5,1,0,0
Josh Johnson,4474,QB,6,TB,85,3,146,7.0,0,50.3,60.6,45.6,60.6,54,2.57,29,7,2,6,1,0
Aaron Brown,5116,HB,14,DET,38,26,143,5.5,0,63.6,63.7,80.0,59.9,78,3.00,19,7,2,0,0,0
Ryan Fitzpatrick,2467,QB,10,BUF,233,12,141,4.7,1,61.4,56.1,79.7,61.4,48,1.60,31,11,3,2,1,0
Donovan McNabb,438,QB,14,PHI,265,19,141,4.1,2,74.7,53.7,65.2,61.4,26,0.76,27,12,2,8,2,0
DeSean Jackson,4363,WR,15,PHI,231,11,137,12.5,1,71.6,71.5,27.9,68.4,28,2.55,67,5,1,3,3,0
Percy Harvin,4945,WR,15,MIN,141,15,135,9.0,0,86.5,73.8,82.6,71.4,65,4.33,35,8,3,0,4,0
Marcus Mason,4256,HB,9,WAS,38,32,127,4.0,0,55.0,53.7,80.6,60.4,97,3.03,20,4,1,0,0,0
Lynell Hamilton,4770,HB,7,NO,41,35,125,3.6,2,59.0,57.7,81.1,60.2,100,2.86,19,12,2,0,0,0
Edgerrin James,439,HB,7,SEA,49,46,125,2.7,0,30.1,30.1,55.2,59.2,95,2.07,10,6,3,1,0,0
Lousaka Polite,2152,FB,16,MIA,372,37,123,3.3,0,77.7,60.6,42.8,85.4,75,2.03,13,20,0,1,1,0
Mewelde Moore,1840,HB,16,PIT,43,35,118,3.4,0,58.6,50.5,82.5,43.6,86,2.46,15,7,0,0,1,0
Garrett Wolfe,3709,HB,6,CHI,24,21,116,5.5,1,43.9,46.0,77.9,59.2,54,2.57,36,6,2,0,0,0
Matt Hasselbeck,408,QB,14,SEA,299,4,114,5.4,0,60.7,41.0,51.5,60.6,65,3.10,23,4,2,10,1,0
BenJarvus Green-Ellis,4599,HB,9,NE,53,26,114,4.4,0,37.0,42.3,79.1,76.7,53,2.04,29,6,0,0,0,0
Brandon Jackson,3679,HB,12,GB,45,37,112,3.0,2,55.3,39.3,57.6,58.1,70,1.89,9,5,0,1,0,0
Bruce Gradkowski,3139,QB,7,OAK,100,6,108,6.4,0,68.7,55.9,33.9,60.0,40,2.35,21,8,1,5,2,0
Matthew Stafford,4924,QB,10,DET,233,5,106,5.3,2,45.3,51.1,72.7,60.0,31,1.55,21,6,0,4,2,0
Trent Edwards,3708,QB,8,BUF,140,3,106,7.6,0,65.1,65.8,75.0,60.5,39,2.79,20,6,1,1,1,0
Mark Sanchez,4928,QB,15,NYJ,499,17,106,3.1,3,49.1,51.4,50.2,61.7,24,0.71,14,15,1,9,8,0
Tony Romo,1693,QB,16,DAL,423,21,105,3.1,1,70.0,39.7,70.3,62.4,48,1.41,17,6,3,6,4,0
Chad Simpson,4692,HB,9,IND,22,15,102,6.8,2,74.4,76.8,76.4,57.1,56,3.73,31,5,4,0,0,0
Kenneth Darby,3862,HB,16,STR,28,26,101,3.9,0,56.6,56.8,80.7,60.0,58,2.23,13,4,1,0,1,0
Michael Vick,773,QB,11,PHI,43,22,95,4.0,2,56.4,55.3,79.8,61.1,39,1.63,34,7,3,0,0,0
Brady Quinn,3638,QB,10,CLV,239,15,95,4.8,1,54.4,47.4,80.8,63.5,20,1.00,24,10,1,4,2,0
Carson Palmer,1317,QB,16,CIN,459,19,93,2.6,3,68.0,41.5,90.7,60.1,17,0.47,15,12,0,3,10,0
Daunte Culpepper,446,QB,8,DET,101,5,91,5.7,0,45.6,58.1,77.2,60.0,40,2.50,32,5,3,4,2,0
Lex Hilliard,4518,HB,8,MIA,44,23,89,3.9,1,69.8,71.1,80.5,64.8,67,2.91,18,5,5,0,0,0
Lamont Jordan,819,HB,6,DEN,30,25,86,3.4,0,31.1,35.1,78.4,59.5,50,2.00,13,4,1,0,0,0
Mike Thomas,5030,WR,14,JAX,116,11,85,7.7,0,70.2,64.4,81.1,56.7,48,4.36,22,5,1,0,3,0
Robert Meachem,3643,WR,16,NO,235,6,82,13.7,0,80.2,74.7,24.8,78.2,9,1.50,41,4,0,2,1,0
Pat White,4967,QB,12,MIA,42,19,81,3.9,0,31.0,39.7,34.0,60.3,46,2.19,33,4,1,1,0,0
Ben Roethlisberger,1732,QB,15,PIT,378,29,79,2.0,2,85.3,40.4,80.3,60.0,60,1.50,15,16,2,6,1,0
Brian Leonard,3668,HB,14,CIN,39,26,79,3.0,0,63.0,53.8,44.4,57.0,63,2.42,11,5,3,1,0,0
Kyle Boller,1335,QB,7,STR,141,5,76,5.8,0,51.6,66.8,73.5,60.2,55,4.23,16,5,1,1,0,0
Jacob Hester,4383,FB,15,SD,164,21,74,3.5,0,43.1,33.4,28.5,57.8,46,2.19,15,6,0,1,2,0
Danny Ware,4095,HB,5,NYG,14,13,73,5.6,1,47.6,39.6,23.7,60.0,34,2.62,14,5,1,1,0,0
Calvin Johnson,3618,WR,14,DET,295,7,73,10.4,0,73.8,76.6,23.8,70.0,27,3.86,19,5,1,3,4,1
Kyle Orton,2323,QB,16,DEN,405,13,71,3.0,0,64.2,31.2,81.9,61.0,22,0.92,13,5,0,4,2,0
Shaun Hill,1255,QB,6,SF,129,2,70,8.8,0,66.9,76.5,70.9,60.5,16,2.00,22,4,1,3,4,0
Mike Hart,4516,HB,5,IND,33,26,70,2.7,1,54.3,52.8,79.2,55.8,60,2.31,15,4,3,0,0,0
Tyrell Sutton,5395,HB,7,CAR,32,12,68,5.7,0,70.5,66.5,75.7,75.6,44,3.67,20,3,2,0,0,0
Earnest Graham,1613,FB,13,TB,120,14,66,4.7,0,70.8,70.1,77.7,75.1,60,4.29,17,5,3,0,0,0
Eli Manning,1722,QB,16,NYG,391,8,65,4.3,0,77.5,33.3,61.5,60.0,47,3.13,14,5,0,12,4,0
Michael Bennett,797,HB,3,SD,26,23,65,2.8,0,56.7,51.0,78.7,59.8,49,2.13,14,2,0,0,0,0
Danny Woodhead,4914,HB,8,NYJ,25,15,64,4.3,0,53.3,42.9,77.3,57.9,44,2.93,16,2,1,0,0,0
Joe Flacco,4332,QB,16,BLT,433,18,62,1.9,0,81.6,39.1,70.8,60.3,11,0.34,10,8,2,8,5,1
Josh Morgan,4488,WR,16,SF,296,5,61,12.2,0,59.4,56.1,80.5,83.0,10,2.00,20,3,0,0,6,0
Matt Schaub,1811,QB,16,HST,398,29,61,1.3,0,84.3,26.9,83.9,60.0,54,1.17,19,8,1,4,0,0
Tim Castille,3906,FB,7,KC,39,14,55,3.9,0,41.1,41.6,25.0,65.0,38,2.71,16,3,1,1,0,0
Terrell Owens,188,WR,16,BUF,364,6,54,9.0,1,66.1,76.0,81.2,74.0,26,4.33,29,2,1,0,3,0
Peyton Hillis,4541,FB,12,DEN,57,13,54,4.2,1,48.3,54.7,75.6,57.7,42,3.23,13,4,1,0,1,0
Eric Weems,4097,WR,15,ATL,37,8,53,6.6,0,59.8,61.6,74.1,94.0,12,1.50,31,2,0,0,1,0
Albert Young,4665,HB,5,MIN,23,12,53,4.4,0,38.7,42.4,74.3,56.5,30,2.50,10,3,0,0,0,0
Brad Hoover,740,FB,11,CAR,231,20,52,2.6,1,64.4,41.2,77.5,84.9,36,1.80,18,6,0,1,0,0
Adrian Peterson,1177,HB,5,CHI,8,7,51,7.3,0,51.0,56.8,72.3,60.0,18,2.57,15,3,0,0,0,0
Alex Smith,2218,QB,11,SF,225,13,51,2.1,0,71.0,46.5,76.7,60.6,27,1.13,11,6,1,3,6,0
Chris Ogbonnaya,5135,HB,2,STR,11,11,50,4.5,0,59.2,56.2,74.1,,30,2.73,18,2,2,0,0,0
Philip Rivers,1725,QB,16,SD,376,15,50,1.9,1,91.1,39.1,85.3,61.3,26,1.00,15,5,0,6,6,0
Mike Goodson,5034,HB,5,CAR,27,22,49,2.2,0,37.4,34.6,27.0,58.5,56,2.55,11,1,3,1,0,0
Jake Delhomme,303,QB,11,CAR,319,9,49,3.3,0,56.0,61.8,79.7,61.0,14,0.93,11,5,0,5,2,0
Matt Ryan,4317,QB,14,ATL,365,18,49,1.6,1,66.4,32.4,81.6,60.5,8,0.27,7,9,0,4,1,0
Ted Ginn Jr.,3625,WR,16,MIA,176,7,48,6.9,0,61.2,60.4,79.3,66.2,18,2.57,22,2,0,0,2,0
Javon Ringer,5097,HB,2,TEN,11,8,48,6.0,0,47.4,49.9,72.1,59.7,39,4.88,32,2,2,0,0,0
Mike Wallace,5007,WR,16,PIT,149,5,48,9.6,0,68.7,56.5,33.3,78.7,16,3.20,21,2,2,1,2,0
Tony Richardson,110,FB,16,NYJ,356,7,48,6.9,0,59.6,62.0,72.7,61.6,21,3.00,19,3,2,0,2,0
Jerome Felton,4460,FB,13,DET,150,15,46,3.1,0,73.3,60.0,77.9,75.6,35,2.33,10,7,1,0,1,0
JaMarcus Russell,3617,QB,12,OAK,230,11,45,2.4,0,42.9,45.0,33.5,60.0,21,1.11,15,9,0,9,0,0
Dantrell Savage,4822,HB,5,KC,11,10,45,4.5,0,45.7,47.2,75.2,60.0,22,2.20,11,1,1,0,0,0
Steve Breaston,3758,WR,15,ARZ,140,2,44,22.0,0,69.8,68.1,80.4,83.0,8,4.00,25,2,0,0,2,0
Tom Brady,698,QB,16,NE,429,23,44,1.5,1,77.8,29.1,91.1,60.1,20,0.69,9,8,0,4,7,1
Eldra Buckley,3900,HB,10,PHI,22,15,44,2.9,1,46.4,49.0,75.8,56.9,36,2.40,9,4,0,0,0,0
Gartrell Johnson,5058,HB,3,NYG,18,13,43,3.3,0,31.2,40.5,75.5,58.1,35,2.69,11,2,0,1,0,0
Quinten Lawrence,5099,WR,4,KC,5,2,42,21.0,0,66.8,78.4,66.7,60.2,3,1.50,26,2,1,0,0,0
Moran Norris,865,FB,16,SF,211,14,41,2.9,1,55.5,51.6,76.8,60.2,20,1.43,15,6,0,0,0,0
Charlie Frye,2284,QB,3,OAK,57,1,41,10.3,0,63.0,62.5,85.3,60.0,5,1.25,26,2,0,0,2,0
Patrick Crayton,1932,WR,16,DAL,138,4,41,10.3,0,66.6,58.4,32.3,83.5,7,1.75,20,2,0,1,0,0
Brandon Marshall,3064,WR,15,DEN,332,7,39,5.6,0,80.9,49.1,84.4,75.7,9,1.29,14,1,1,0,4,0
Patrick Cobbs,3272,HB,5,MIA,37,6,36,6.0,0,58.5,52.6,72.0,90.2,23,3.83,19,3,1,0,0,0
Louis Rankin,4590,HB,5,SEA,10,8,36,4.5,0,38.0,31.9,22.3,60.0,17,2.13,12,3,1,1,0,0
Wes Welker,2204,WR,14,NE,227,5,36,7.2,0,90.6,58.5,85.3,64.5,4,0.80,11,3,0,0,0,0
Delanie Walker,3120,TE,16,SF,223,3,35,11.7,0,62.9,71.7,26.6,71.0,25,8.33,16,2,2,1,2,0
Corey McIntyre,1278,FB,9,BUF,83,5,34,6.8,0,62.6,45.8,73.5,66.2,28,5.60,25,1,1,0,1,0
Drew Brees,802,QB,15,NO,414,17,33,1.5,2,89.1,47.6,69.6,60.0,10,0.45,10,8,0,8,3,0
Kolby Smith,3764,HB,4,KC,19,15,33,2.2,0,58.6,55.4,76.2,66.2,29,1.93,12,1,0,0,0,0
Drew Stanton,3659,QB,3,DET,41,3,33,3.7,1,37.9,50.3,82.4,60.0,5,0.56,11,2,0,1,0,0
Chad Johnson,806,WR,16,CIN,375,3,32,10.7,0,84.5,76.8,24.1,76.5,8,2.67,26,1,2,2,9,0
Chad Henne,4371,QB,14,MIA,341,7,32,2.3,1,70.2,36.3,85.9,63.5,7,0.50,12,3,2,4,2,0
Louis Murphy Jr.,5048,WR,16,OAK,227,6,31,5.2,0,62.8,58.3,78.9,79.3,14,2.33,13,2,0,0,6,0
Troy Smith,3790,QB,4,BLT,21,7,31,3.9,1,50.9,46.8,75.1,60.0,10,1.25,15,2,1,0,0,0
Donnie Avery,4347,WR,16,STR,304,4,30,7.5,0,61.2,44.1,39.7,79.3,11,2.75,15,1,0,1,3,0
Brian Hartline,5031,WR,16,MIA,139,4,29,7.3,1,74.0,62.2,77.8,68.1,9,2.25,16,2,1,0,3,0
Mark Clayton,2239,WR,14,BLT,324,4,28,7.0,0,63.7,51.2,29.9,77.6,7,1.75,12,1,0,1,3,0
David Carr,1009,QB,6,NYG,40,4,27,3.4,1,54.2,54.0,80.1,60.0,20,2.50,12,2,0,0,1,0
Dennis Dixon,4470,QB,1,PIT,38,3,27,9.0,1,40.2,58.2,78.1,60.0,0,0.00,24,3,0,0,0,0
Kevin Walter,1549,WR,14,HST,258,4,26,6.5,0,68.3,59.3,80.3,74.7,5,1.25,13,2,0,0,3,0
Sam Gado,2599,HB,12,STR,15,14,26,1.9,0,44.6,39.3,76.0,60.0,25,1.79,11,4,0,0,0,0
Brian Hoyer,5277,QB,5,NE,28,7,25,2.5,1,56.3,50.6,79.8,60.0,27,2.70,20,3,1,0,0,0
Greg Jones II,1776,FB,13,JAX,209,4,23,5.8,0,56.7,59.3,71.6,57.6,10,2.50,11,1,0,0,1,0
Andre Caldwell,4411,WR,16,CIN,164,3,22,7.3,0,68.1,54.5,39.2,70.8,19,6.33,15,2,2,1,1,0
Jacoby Jones,3689,WR,14,HST,86,3,22,7.3,0,76.3,67.3,76.8,69.8,11,3.67,17,1,1,0,1,0
Xavier Omon,4493,HB,3,BUF,5,5,22,4.4,0,69.4,68.9,69.7,,17,3.40,7,1,0,0,0,0
Steve Smith,837,WR,15,CAR,427,5,22,4.4,0,78.3,58.4,49.7,72.8,16,3.20,17,2,2,1,4,0
Johnnie Lee Higgins,3715,WR,15,OAK,126,2,21,10.5,0,57.4,63.4,75.1,64.9,0,0.00,19,1,0,0,0,0
Jackie Battle,3885,HB,5,KC,10,7,21,3.0,0,63.4,62.3,72.3,60.1,23,3.29,12,3,0,0,0,0
Mark Bradley,2256,WR,13,KC,106,2,20,10.0,0,52.8,59.8,76.0,64.8,6,3.00,22,1,0,0,2,0
Deshawn Wynn,3844,HB,4,GB,10,6,19,3.2,0,46.9,61.4,71.6,58.0,16,2.67,6,0,1,0,0,0
Darrius Heyward-Bey,4930,WR,11,OAK,222,2,19,9.5,0,47.6,61.2,72.0,72.9,3,1.50,20,1,0,0,0,0
John Kuhn,2686,FB,12,GB,135,8,18,2.3,1,60.0,51.3,74.4,59.1,14,1.75,5,2,0,0,1,0
Jason Wright,2212,HB,13,ARZ,34,3,17,5.7,0,71.0,63.0,72.5,81.2,9,3.00,8,1,0,0,0,0
Jalen Parmele,4490,HB,3,BLT,13,5,17,3.4,0,37.3,41.3,69.7,58.3,13,2.60,7,0,0,0,0,0
Heath Evans,843,FB,6,NO,149,5,16,3.2,1,65.3,64.4,74.3,67.5,9,1.80,6,1,0,0,1,0
Marc Bulger,684,QB,9,STR,173,2,16,2.3,0,58.3,25.2,41.7,60.2,3,0.43,7,0,0,5,3,0
Kevin Boss,3769,TE,15,NYG,379,1,16,16.0,0,82.5,59.4,78.7,88.5,2,2.00,16,1,0,0,2,0
Carey Davis,2029,FB,2,PIT,19,2,15,7.5,0,64.5,65.0,65.2,62.8,11,5.50,14,1,0,0,0,0
Kerry Collins,115,QB,7,TEN,159,8,15,1.4,1,60.6,28.3,64.8,60.0,4,0.36,10,2,0,3,2,0
Aaron Stecker,572,HB,5,ATL,10,5,15,3.0,0,56.7,49.7,72.2,57.8,6,1.20,6,0,0,0,0,0
LaRod Stephens-Howling,5164,HB,16,ARZ,11,6,15,2.5,0,55.2,57.9,27.2,58.8,16,2.67,5,0,1,1,0,0
James Davis,5119,HB,2,CLV,11,9,15,1.7,0,56.2,57.6,74.0,60.0,13,1.44,5,0,0,0,1,0
Nate Washington,2832,WR,16,TEN,378,2,15,7.5,0,70.7,54.6,79.3,84.7,2,1.00,14,1,0,1,1,0
Devery Henderson,1771,WR,16,NO,271,4,13,3.3,0,64.2,54.4,80.2,62.2,13,3.25,13,1,0,0,3,0
