player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Blaine Gabbert,6162,QB,10,JAX,171,9,56,3.1,0,58.3,41.6,74.2,60.0,23,1.28,10,6,0,5,1,0
Isaiah Pead,7053,HB,14,STR,11,10,54,5.4,0,55.0,70.0,22.5,60.0,33,3.30,19,2,4,1,0,0
Brandon Jackson,3679,HB,2,CLV,8,8,54,6.8,0,81.8,89.4,72.9,,33,4.13,25,2,4,0,0,0
Keshawn Martin,7121,WR,15,HST,94,4,53,13.3,0,51.5,67.2,73.4,76.1,2,0.50,21,3,1,0,1,0
Terrelle Pryor Sr.,6944,QB,3,OAK,26,4,51,5.1,1,56.5,41.2,30.6,60.0,15,1.50,9,4,2,0,1,0
Danny Ware,4095,HB,16,TB,12,11,51,4.6,0,63.0,65.1,76.8,60.0,20,1.82,17,5,0,0,0,0
Baron Batch,6384,HB,8,PIT,27,25,49,2.0,1,57.4,54.8,78.9,60.0,45,1.80,10,4,1,0,0,0
Tony Romo,1693,QB,16,DAL,346,21,49,1.6,1,73.9,51.9,82.5,60.0,11,0.37,15,5,0,5,7,0
Nate Burleson,1386,WR,6,DET,102,8,48,6.0,0,63.4,70.2,78.2,57.5,22,2.75,16,2,3,0,1,0
Marvin Jones Jr.,7158,WR,10,CIN,122,3,47,15.7,0,62.5,76.5,75.3,74.4,10,3.33,37,2,0,0,2,0
Julian Edelman,5156,WR,9,NE,103,4,45,11.3,0,63.9,47.4,26.6,78.4,19,4.75,47,2,1,1,2,0
Cyrus Gray,7655,HB,4,KC,8,7,44,6.3,0,59.9,74.5,73.4,60.0,13,1.86,15,3,0,0,0,0
Kregg Lumpkin,4714,HB,4,NYG,9,9,42,4.7,0,46.2,52.6,20.9,,30,3.33,22,3,1,1,0,0
Le'Ron McClain,3753,FB,16,SD,234,14,42,3.0,0,56.1,53.2,76.7,54.6,27,1.93,17,2,0,0,0,0
Joshua Cribbs,2544,WR,15,CLV,20,6,42,7.0,0,69.3,71.8,72.9,91.4,16,2.67,16,2,3,1,1,0
Nick Foles,7089,QB,7,PHI,137,4,42,3.8,1,56.5,48.9,29.8,60.3,10,0.91,14,5,0,7,3,0
Matt Hasselbeck,408,QB,8,TEN,141,7,38,2.9,0,64.8,44.2,47.0,60.0,15,1.15,16,2,1,3,4,0
A.J. Green,6156,WR,16,CIN,336,4,38,9.5,0,89.2,65.7,33.0,82.0,5,1.25,20,2,0,2,4,0
Philip Rivers,1725,QB,16,SD,398,16,37,1.4,0,64.1,43.9,72.0,60.2,4,0.15,11,2,0,14,11,0
Brandon Banks,6053,WR,8,WAS,30,7,36,5.1,0,60.9,71.1,22.9,56.1,9,1.29,21,2,3,1,0,0
Carson Palmer,1317,QB,15,OAK,316,14,36,2.0,1,65.7,40.8,70.3,60.0,26,1.44,9,7,0,7,4,0
Bernard Scott,5133,HB,2,CIN,9,8,35,4.4,0,77.8,77.7,72.1,60.0,36,4.50,29,2,4,0,0,0
Brandon LaFell,5602,WR,14,CAR,280,3,35,11.7,0,70.0,64.4,79.2,83.3,18,6.00,25,1,2,0,2,0
Johnny White,6285,HB,3,BUF,9,8,34,4.3,0,60.9,61.4,72.1,60.0,14,1.75,9,1,1,0,0,0
Darius Reynaud,4661,HB,14,TEN,21,16,33,2.1,0,59.1,56.3,77.1,58.8,28,1.75,11,1,3,0,0,0
Tom Brady,698,QB,16,NE,501,19,32,1.4,4,90.3,59.6,91.1,60.0,9,0.39,7,11,0,1,3,0
Vonta Leach,2100,FB,16,BLT,273,9,32,3.6,1,83.9,66.8,77.7,87.2,15,1.67,6,3,0,0,1,0
Byron Leftwich,1323,QB,2,PIT,42,0,31,31.0,1,56.7,69.5,81.5,60.0,20,20.00,31,1,1,1,0,0
Lex Hilliard,4518,FB,12,NYJ,183,8,31,3.9,0,41.4,53.9,74.0,52.4,15,1.88,9,4,1,0,0,0
Andrew Hawkins,6125,WR,14,CIN,112,6,30,5.0,0,68.0,75.0,53.6,65.5,6,1.00,11,2,1,1,1,0
Jamie Harper,6282,HB,10,TEN,21,19,30,1.6,3,64.5,67.7,77.0,59.7,21,1.11,13,4,2,0,0,0
Eli Manning,1722,QB,16,NYG,389,11,30,1.5,0,78.7,38.1,85.0,60.1,15,0.75,13,2,0,5,5,0
Chris Ogbonnaya,5135,HB,12,CLV,10,8,30,3.8,0,61.3,62.1,28.1,57.4,16,2.00,9,1,0,1,1,0
Greg McElroy,6360,QB,2,NYJ,37,2,30,3.8,0,46.0,51.0,80.7,60.3,11,1.38,15,2,0,1,0,0
Julio Jones,6158,WR,16,ATL,228,6,30,5.0,0,82.5,64.4,82.7,64.1,34,5.67,18,3,3,0,4,0
T.Y. Hilton,7092,WR,15,IND,155,5,29,5.8,0,66.4,58.4,80.3,62.9,15,3.00,19,2,1,0,0,0
Andre Roberts,5612,WR,15,ARZ,207,4,29,7.3,0,61.6,70.7,48.5,61.9,20,5.00,15,2,3,1,3,0
Jason Campbell,2242,QB,6,CHI,59,3,28,4.0,0,45.1,55.1,21.6,60.0,19,2.71,13,1,0,2,1,0
Mark Sanchez,4928,QB,15,NYJ,404,13,28,1.3,0,46.0,26.8,26.4,61.7,14,0.64,8,3,0,13,2,1
Steve Smith,837,WR,16,CAR,346,3,27,9.0,0,80.9,34.3,51.8,70.9,24,8.00,15,2,0,1,5,0
Josh Morgan,4488,WR,16,WAS,302,3,25,8.3,0,70.0,80.7,38.5,76.2,26,8.67,9,1,1,1,3,0
Antonio Brown,5718,WR,13,PIT,190,7,24,3.4,0,80.0,57.4,27.6,64.1,16,2.29,13,2,0,2,2,0
Justin Blackmon,7011,WR,16,JAX,265,2,23,11.5,0,65.7,68.8,27.0,69.7,2,1.00,12,2,0,1,2,0
Eddie Royal,4356,WR,10,SD,67,3,22,7.3,0,65.7,62.9,76.3,59.2,24,8.00,11,2,1,0,0,0
Kirk Cousins,7102,QB,3,WAS,38,1,22,7.3,0,82.7,75.8,37.3,60.0,0,0.00,17,1,0,1,1,0
Stanley Havili,6392,FB,15,PHI,88,6,22,3.7,1,60.1,65.4,73.5,69.6,14,2.33,8,1,1,0,0,0
Joe Flacco,4332,QB,16,BLT,382,27,22,0.7,3,68.1,28.4,65.0,60.2,17,0.53,16,11,0,8,2,0
Taiwan Jones,6277,HB,4,OAK,8,6,21,3.5,0,58.8,63.2,71.1,60.0,10,1.67,7,2,0,0,0,0
Kyle Williams,5729,WR,11,SF,88,4,21,5.3,0,60.3,51.7,23.8,68.4,8,2.00,9,0,1,1,1,0
Wes Welker,2204,WR,16,NE,415,2,20,10.0,0,82.9,68.5,39.1,72.8,4,2.00,11,2,0,2,0,0
Michael Robinson,3045,FB,16,SEA,228,11,20,1.8,0,69.9,76.3,76.7,57.3,12,1.09,6,9,0,0,0,0
Henry Hynoski,6666,FB,16,NYG,242,5,20,4.0,0,75.8,54.4,74.1,76.9,11,2.20,5,0,0,0,0,0
Golden Tate,5585,WR,15,SEA,310,3,20,6.7,0,81.2,63.9,79.6,69.6,6,2.00,13,1,0,1,3,0
Mewelde Moore,1840,HB,9,IND,15,13,20,1.5,0,53.4,43.8,24.7,76.7,11,0.85,6,1,0,1,2,1
Collin Mooney,7256,FB,1,TEN,6,5,19,3.8,0,71.3,69.3,70.6,60.0,15,3.00,8,2,0,0,0,0
Nate Eachus,7722,FB,10,KC,96,5,18,3.6,0,59.7,63.5,70.3,67.7,11,2.20,7,0,1,0,0,0
Bruce Miller,6363,FB,16,SF,264,5,18,3.6,0,78.5,65.9,74.8,85.5,8,1.60,9,2,0,0,0,0
Stefan Logan,4909,HB,8,DET,7,3,17,5.7,0,67.4,62.1,71.3,59.8,10,3.33,13,1,1,0,0,0
Chase Daniel,5214,QB,2,NO,10,3,17,5.7,0,65.0,66.0,69.8,60.0,3,1.00,19,1,0,0,0,0
Kealoha Pilares,6284,WR,7,CAR,12,1,17,17.0,0,77.5,68.4,67.8,91.4,1,1.00,12,2,0,0,0,0
Titus Young,6196,WR,10,DET,172,2,16,8.0,0,58.6,59.8,77.5,62.3,3,1.50,11,1,0,0,4,1
Darrius Heyward-Bey,4930,WR,15,OAK,261,2,16,8.0,0,68.9,68.4,78.7,82.0,16,8.00,20,1,3,0,1,0
Arrelious Benn,5564,WR,8,TB,23,3,16,5.3,0,57.8,58.5,70.9,53.0,6,2.00,9,1,0,0,0,0
Mohamed Sanu,7084,WR,9,CIN,84,5,15,3.0,0,71.7,61.3,25.5,59.1,10,2.00,7,2,0,0,0,0
Colt McCoy,5609,QB,3,CLV,13,3,15,3.8,0,39.5,57.4,77.5,60.0,19,4.75,15,2,0,0,1,0
Greg Little,6211,WR,16,CLV,320,2,15,7.5,0,65.3,57.5,80.0,77.0,7,3.50,17,1,0,0,4,1
Andre Caldwell,4411,WR,4,DEN,40,1,14,14.0,0,56.9,62.8,64.6,60.8,0,0.00,14,1,0,0,0,0
Santana Moss,786,WR,16,WAS,121,3,14,4.7,0,68.3,58.0,23.5,60.9,12,4.00,12,1,2,2,1,0
