player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Chester Taylor,1182,HB,16,MIN,113,101,399,4.0,4,67.9,65.8,52.8,58.9,291,2.88,21,19,14,3,0,0
Correll Buckhalter,869,HB,14,PHI,104,76,369,4.9,2,71.9,66.8,86.9,74.6,275,3.62,33,18,12,0,0,0
Tyler Thigpen,3833,QB,14,KC,247,22,363,6.5,3,65.4,64.5,84.3,61.3,105,1.88,32,21,2,3,2,0
Lamont Jordan,819,HB,8,NE,87,80,363,4.5,4,38.6,41.4,66.8,58.7,188,2.35,49,21,2,1,0,0
Jamaal Charles,4387,HB,16,KC,82,67,357,5.3,0,62.6,64.9,36.4,70.7,208,3.10,30,17,10,3,0,0
Ahmad Bradshaw,3866,HB,12,NYG,74,67,355,5.3,1,47.9,47.8,55.1,56.8,287,4.28,77,13,11,2,1,0
Peyton Hillis,4541,FB,10,DEN,154,68,343,5.0,5,70.5,70.8,85.6,69.9,208,3.06,19,24,9,1,1,0
Darren Sproles,2347,HB,16,SD,71,61,330,5.4,1,74.8,73.2,60.2,56.9,196,3.21,37,16,12,1,0,0
David Garrard,1109,QB,16,JAX,380,34,322,4.4,2,76.3,54.6,62.7,60.0,190,2.60,24,31,9,7,3,0
Michael Pittman,382,HB,8,DEN,84,76,320,4.2,4,57.6,58.2,86.1,60.7,162,2.13,20,26,3,0,1,0
Selvin Young,4109,HB,8,DEN,65,61,303,5.0,1,63.2,66.1,52.2,60.2,168,2.75,49,9,9,1,0,0
Ryan Fitzpatrick,2467,QB,13,CIN,274,22,297,5.0,2,53.9,43.3,29.7,60.3,88,1.47,22,25,4,9,1,0
Antonio Pittman,3723,HB,10,STR,87,79,296,3.7,0,49.0,55.0,86.7,59.2,160,2.03,24,16,10,0,0,0
Ahman Green,374,HB,8,HST,76,74,294,4.0,3,63.8,70.5,86.0,60.0,195,2.64,14,23,8,0,0,0
BenJarvus Green-Ellis,4599,HB,8,NE,93,74,275,3.7,5,42.5,47.2,85.7,58.3,162,2.19,15,23,5,0,0,0
Matt Cassel,2447,QB,16,NE,454,32,270,3.8,2,62.5,48.5,64.4,60.1,78,1.08,19,23,1,5,1,0
Chris Perry,1747,HB,13,CIN,111,104,269,2.6,2,36.4,29.7,35.3,69.8,180,1.73,25,12,3,3,0,0
Felix Jones,4336,HB,6,DAL,32,30,266,8.9,3,61.5,64.1,80.1,60.0,118,3.93,60,12,1,0,0,0
Tatum Bell,1762,HB,7,DEN,61,44,249,5.7,2,56.5,55.7,83.0,76.5,137,3.11,37,11,4,0,1,0
Brandon Jackson,3679,HB,13,GB,56,45,248,5.5,1,62.1,65.0,55.5,59.5,159,3.53,32,15,9,1,0,0
Jerome Harrison,3090,HB,15,CLV,40,34,246,7.2,1,70.4,67.2,81.9,60.2,130,3.82,72,10,3,0,0,0
Jason Campbell,2242,QB,16,WAS,450,19,242,5.3,1,73.2,67.4,61.2,60.0,102,2.22,23,14,6,8,2,0
Rudi Johnson,857,HB,14,DET,90,76,237,3.1,1,59.2,58.8,68.3,70.6,220,2.89,27,11,15,1,1,0
DeShaun Foster,1041,HB,14,SF,79,76,234,3.1,1,47.4,42.5,36.7,72.2,164,2.16,18,12,3,2,0,0
Cadillac Williams,2222,HB,6,TB,69,63,233,3.7,4,55.0,56.0,33.3,60.2,131,2.08,28,17,2,2,0,0
Ladell Betts,1063,HB,13,WAS,66,61,206,3.4,1,55.8,53.1,57.7,60.4,153,2.51,14,15,5,1,0,0
Aaron Rodgers,2241,QB,16,GB,400,22,203,4.0,4,79.2,49.0,73.4,60.0,66,1.29,21,21,0,10,6,0
Jay Cutler,2956,QB,16,DEN,362,30,194,3.6,2,79.3,49.6,83.8,60.0,105,1.94,18,14,3,4,4,0
J.J. Arrington,2261,HB,11,ARZ,37,31,187,6.0,1,64.3,67.1,82.3,59.5,108,3.48,30,9,3,0,0,0
Joe Flacco,4332,QB,16,BLT,566,33,180,3.8,2,66.6,43.0,67.6,61.7,43,0.91,38,16,2,9,4,1
T.J. Duckett,1025,HB,16,SEA,65,62,172,2.8,8,56.2,56.9,84.3,60.0,135,2.18,29,26,2,0,0,0
Joshua Cribbs,2544,WR,15,CLV,78,28,167,5.8,1,62.8,68.9,80.2,91.6,93,3.21,27,12,3,0,1,0
Jeff Garcia,550,QB,12,TB,292,7,148,4.5,1,78.6,62.6,66.6,60.3,44,1.33,20,14,3,6,3,0
J.T. O'Sullivan,1169,QB,9,SF,157,8,145,5.0,0,58.3,58.6,40.7,60.7,80,2.76,18,6,2,9,1,0
Tarvaris Jackson,3009,QB,8,MIN,176,10,145,5.8,0,74.0,75.1,71.3,60.0,95,3.80,29,10,3,4,1,0
Andre Hall,3333,HB,8,DEN,38,35,144,4.1,0,43.7,44.7,23.7,60.0,77,2.20,16,7,1,2,2,0
Kenneth Darby,3862,HB,9,STR,44,32,140,4.4,0,58.9,49.0,44.3,94.7,80,2.50,14,10,3,0,1,0
Donovan McNabb,438,QB,16,PHI,357,14,136,3.6,2,71.6,56.3,71.1,60.5,81,2.13,17,11,2,5,5,0
P.J. Pope,3467,HB,3,DEN,19,17,130,7.6,0,63.2,59.1,76.7,60.0,56,3.29,24,6,1,0,0,0
Leonard Weaver,2835,FB,14,SEA,202,30,130,4.3,0,56.4,56.5,42.5,68.5,78,2.60,15,9,2,1,3,0
JaMarcus Russell,3617,QB,15,OAK,397,6,122,7.6,1,53.5,63.6,28.8,61.1,18,1.13,24,10,1,12,4,0
Shaun Hill,1255,QB,9,SF,205,8,113,5.1,2,69.7,58.5,38.9,63.0,17,0.77,24,11,3,8,1,0
Brad Smith,3048,WR,15,NYJ,111,12,113,9.4,0,58.9,80.9,77.2,69.6,71,5.92,36,7,5,0,1,1
Deshawn Wynn,3844,HB,4,GB,12,8,110,13.8,1,51.1,57.2,21.3,57.4,16,2.00,73,3,0,1,0,0
Kevin Jones,1751,HB,8,CHI,37,34,109,3.2,0,54.8,55.1,80.5,60.0,87,2.56,16,7,5,1,0,0
Eddie Royal,4356,WR,15,DEN,251,11,109,9.9,0,73.7,70.9,60.4,73.6,61,5.55,71,3,2,1,5,1
Trent Edwards,3708,QB,14,BUF,340,16,106,3.1,3,77.3,51.4,47.1,61.1,43,1.26,15,10,0,9,2,0
Matt Ryan,4317,QB,16,ATL,532,32,104,2.0,2,80.6,27.7,72.4,60.5,20,0.38,17,12,0,6,1,0
Ben Roethlisberger,1732,QB,16,PIT,391,15,101,3.2,2,64.0,29.2,27.4,60.0,47,1.47,17,9,2,14,6,0
Kolby Smith,3764,HB,7,KC,36,35,100,2.9,1,56.8,55.2,81.5,60.0,74,2.11,19,5,3,0,0,0
Adrian Peterson,1177,HB,8,CHI,25,20,100,5.0,0,61.0,62.0,78.0,59.3,74,3.70,16,4,2,0,0,0
DeSean Jackson,4363,WR,16,PHI,217,17,96,5.6,1,67.8,68.3,83.0,69.6,27,1.59,21,5,1,0,0,0
Ryan Moats,2294,HB,5,HST,32,26,94,3.6,1,54.7,53.1,79.4,59.3,51,1.96,12,6,1,0,0,0
Laurence Maroney,2966,HB,3,NE,34,28,93,3.3,0,56.8,56.5,79.1,58.0,42,1.50,17,4,1,0,0,0
Patrick Cobbs,3272,HB,16,MIA,76,12,88,7.3,1,73.7,54.8,77.9,79.4,23,1.92,44,4,0,0,0,0
Lousaka Polite,2152,FB,11,MIA,169,23,85,3.7,0,64.6,58.2,78.7,74.8,53,2.30,14,15,3,0,0,0
Jason Wright,2212,HB,15,CLV,38,23,85,3.7,0,57.5,61.6,80.7,69.4,54,2.35,11,7,2,0,0,0
Lance Ball,4808,HB,1,IND,17,13,83,6.4,1,52.3,53.1,22.9,59.2,53,4.08,23,5,3,1,0,0
Mark Clayton,2239,WR,16,BLT,455,6,81,13.5,1,69.6,69.2,79.4,70.7,37,6.17,42,3,2,0,2,1
Philip Rivers,1725,QB,16,SD,407,19,79,2.5,0,81.4,40.3,43.5,60.0,9,0.29,11,12,0,8,8,0
Kyle Eckel,2574,FB,4,PHI,31,24,79,3.3,0,27.4,31.8,78.2,58.3,55,2.29,14,6,0,0,0,0
Seneca Wallace,1422,QB,10,SEA,205,7,77,4.8,0,71.9,59.3,55.1,60.2,32,2.00,23,5,3,3,1,0
Gary Russell,4059,HB,11,PIT,34,28,77,2.8,3,59.5,59.0,79.2,57.3,52,1.86,15,11,0,0,0,0
Ted Ginn Jr.,3625,WR,16,MIA,196,5,73,14.6,2,67.9,82.8,22.0,63.1,37,7.40,40,2,1,3,4,1
Harry Douglas,4398,WR,16,ATL,151,12,69,5.8,1,61.1,66.5,78.5,89.8,43,3.58,33,3,0,0,0,0
Ryan Torain,4453,HB,2,DEN,15,15,69,4.6,1,62.5,63.3,75.5,,27,1.80,19,4,2,0,0,0
Donnie Avery,4347,WR,15,STR,226,10,69,6.9,1,72.4,55.3,81.3,68.1,15,1.50,37,4,0,0,2,0
Vincent Jackson,2278,WR,16,SD,374,4,69,17.3,0,83.9,74.4,46.3,89.4,21,5.25,31,3,1,1,1,0
Matt Hasselbeck,408,QB,7,SEA,169,0,69,6.3,0,64.7,74.3,76.5,60.0,19,1.73,15,5,0,1,2,0
Matt Schaub,1811,QB,11,HST,274,15,68,2.4,2,71.1,42.0,50.8,60.0,25,0.89,10,9,0,10,5,0
Anquan Boldin,1369,WR,12,ARZ,219,9,67,7.4,0,75.7,35.2,23.9,89.0,23,2.56,30,3,0,4,4,0
Tony Richardson,110,FB,16,NYJ,279,10,65,6.5,0,74.2,67.6,73.6,85.7,39,3.90,16,6,0,0,0,0
J.P. Losman,1743,QB,5,BUF,73,6,63,5.3,2,42.2,71.4,19.0,60.3,12,1.00,17,6,0,7,2,0
Jason Snelling,3860,FB,15,ATL,39,15,62,4.1,0,50.5,44.1,77.3,56.4,38,2.53,13,5,0,0,0,0
Quinton Ganther,3191,HB,5,TEN,25,9,61,6.8,0,46.5,42.6,74.5,53.2,21,2.33,22,3,1,0,0,0
Devin Hester,3002,WR,15,CHI,217,6,61,10.2,0,65.0,78.7,42.4,62.2,27,4.50,20,4,0,1,4,1
Chad Pennington,596,QB,16,MIA,424,19,59,2.0,1,76.4,33.2,70.0,66.6,13,0.43,16,6,0,3,1,0
Jacob Hester,4383,FB,11,SD,120,17,58,3.4,1,64.2,32.5,28.3,84.1,39,2.29,17,4,0,1,1,0
Rashard Mendenhall,4337,HB,3,PIT,22,19,58,3.1,0,54.2,62.0,77.1,59.8,40,2.11,12,2,1,0,0,0
Kenny Watson,1001,HB,9,CIN,13,13,55,4.2,0,40.7,45.5,75.4,,30,2.31,7,2,0,0,0,0
Andre Caldwell,4411,WR,6,CIN,88,5,53,10.6,0,67.2,87.2,74.1,71.0,7,1.40,26,3,0,0,0,0
Devin Thomas,4348,WR,16,WAS,106,3,53,17.7,1,54.0,72.2,75.1,70.9,14,4.67,29,2,2,0,4,1
Dantrell Savage,4822,HB,4,KC,16,15,53,3.5,0,53.9,54.9,75.9,60.0,25,1.67,11,4,2,0,0,0
Lorenzo Booker,3687,HB,10,PHI,31,20,53,2.7,0,43.8,47.1,78.0,59.0,31,1.55,8,2,1,0,0,0
Michael Robinson,3045,FB,12,SF,55,19,50,2.6,0,55.0,40.5,29.5,48.7,36,1.89,10,6,2,1,1,0
Derek Anderson,2430,QB,10,CLV,231,13,46,2.0,0,55.7,29.9,85.9,60.9,19,0.83,15,5,1,8,4,0
Chad Simpson,4692,HB,4,IND,17,15,45,3.0,1,54.1,53.6,28.6,59.0,36,2.40,10,6,0,1,0,0
Kerry Collins,115,QB,16,TEN,449,18,45,1.9,0,66.5,37.5,90.2,60.0,7,0.29,17,4,0,5,4,0
Aaron Stecker,572,HB,6,NO,10,8,43,5.4,0,59.8,59.6,74.9,80.7,21,2.63,12,2,0,0,0,0
Brett Favre,14,QB,16,NYJ,398,11,43,2.4,1,62.2,29.0,60.1,60.9,1,0.06,27,4,1,9,5,0
Mike Bell,3225,HB,3,NO,16,13,42,3.2,1,52.3,53.3,74.9,59.2,24,1.85,15,4,1,0,0,0
Marc Bulger,684,QB,15,STR,351,7,41,2.9,0,56.2,39.7,68.4,60.8,20,1.43,16,3,1,6,1,0
Clifton Smith,4854,HB,8,TB,9,8,40,5.0,0,39.8,42.3,14.7,60.0,24,3.00,10,3,2,2,0,0
Steve Smith,837,WR,14,CAR,383,5,40,8.0,0,91.9,65.5,54.0,77.1,26,5.20,23,3,1,1,3,0
Carson Palmer,1317,QB,4,CIN,95,2,38,6.3,0,49.0,53.0,72.6,60.0,3,0.50,15,2,0,2,3,0
Mike Tolbert,4740,FB,12,SD,150,13,37,2.8,0,54.8,51.2,77.4,54.3,24,1.85,11,4,0,0,0,0
Sage Rosenfels,863,QB,6,HST,138,4,37,3.7,0,60.7,40.5,54.1,60.3,2,0.20,15,2,0,4,0,0
Chris Taylor,3529,HB,2,HST,15,14,37,2.6,0,35.1,36.1,74.7,60.0,30,2.14,17,1,0,1,0,0
Kyle Orton,2323,QB,15,CHI,374,15,36,1.5,3,60.1,28.3,67.0,60.6,32,1.33,12,8,0,5,3,1
Carey Davis,2029,FB,14,PIT,80,12,35,2.9,0,58.3,52.5,24.0,84.8,23,1.92,11,2,0,1,0,0
Brandon Jones,2313,WR,16,TEN,272,2,35,17.5,0,67.8,72.5,78.7,75.2,21,10.50,28,1,1,0,4,1
Johnnie Lee Higgins,3715,WR,16,OAK,146,3,34,11.3,0,59.1,72.2,75.9,66.9,9,3.00,18,1,0,1,1,0
Jon Kitna,217,QB,4,DET,55,2,34,5.7,0,46.3,33.2,50.2,60.0,8,1.33,10,3,1,3,0,0
Terrell Owens,188,WR,16,DAL,369,7,33,4.7,0,70.6,69.9,51.8,77.8,24,3.43,8,2,1,1,2,0
Devery Henderson,1771,WR,16,NO,254,4,33,8.3,0,60.3,62.0,40.8,74.6,16,4.00,30,1,1,1,2,0
Lawrence Vickers,3125,FB,12,CLV,172,10,31,3.1,0,73.4,61.9,76.0,82.3,15,1.50,10,6,0,0,1,0
Garrett Wolfe,3709,HB,4,CHI,15,14,31,2.2,0,30.5,31.5,75.3,60.0,29,2.07,10,2,0,0,0,0
Charlie Frye,2284,QB,2,SEA,22,0,30,15.0,0,57.4,72.3,77.4,60.0,12,6.00,27,1,1,0,1,0
James Johnson,4634,HB,4,CIN,14,9,29,3.2,0,60.1,53.6,74.5,58.0,16,1.78,12,2,0,0,0,0
Dan Orlovsky,2362,QB,10,DET,157,3,29,4.8,0,57.4,51.9,83.5,60.0,3,0.50,10,2,0,2,1,0
Quinn Gray,1247,QB,1,KC,1,0,27,27.0,0,68.7,56.8,70.9,60.0,0,0.00,27,1,0,0,0,0
Santana Moss,786,WR,16,WAS,397,1,27,27.0,0,73.2,69.5,61.1,84.0,22,22.00,27,1,1,1,4,1
Vince Young,2948,QB,3,TEN,42,2,27,3.4,0,36.5,56.7,25.0,60.0,20,2.50,8,0,2,2,1,0
Jalen Parmele,4490,HB,1,BLT,2,2,27,13.5,0,59.0,59.4,65.2,,26,13.00,31,1,0,0,0,0
Jason McKie,1279,FB,11,CHI,186,11,26,2.4,2,71.2,60.7,29.3,72.5,20,1.82,6,5,1,1,3,0
Domenik Hixon,3075,WR,16,NYG,164,2,26,13.0,0,76.9,59.8,78.9,73.1,12,6.00,15,2,1,0,2,0
Najeh Davenport,1131,HB,1,IND,8,8,26,3.3,0,59.0,53.1,74.4,56.9,19,2.38,8,1,1,0,0,0
Bernard Berrian,1799,WR,16,MIN,349,4,26,6.5,0,71.6,59.8,79.9,69.0,17,4.25,14,2,0,0,1,1
Wes Welker,2204,WR,16,NE,268,3,26,8.7,0,74.9,53.9,61.8,68.0,7,2.33,19,1,0,1,2,0
Tony Romo,1693,QB,13,DAL,318,17,25,0.9,0,65.6,28.2,30.0,60.0,15,0.56,15,5,0,10,7,0
Lorenzo Neal,47,FB,16,BLT,265,12,25,2.1,0,70.7,49.1,75.9,82.6,17,1.42,5,6,0,0,2,0
Travis Minor,846,HB,6,STR,18,12,25,2.1,0,49.5,51.2,75.5,44.1,34,2.83,13,2,1,0,0,0
Troy Smith,3790,QB,6,BLT,27,9,24,2.7,0,77.5,45.7,74.5,61.3,15,1.67,8,1,0,0,0,0
Shaun Alexander,597,HB,4,WAS,11,11,24,2.2,0,58.3,56.0,74.5,,22,2.00,8,0,1,0,0,0
Daunte Culpepper,446,QB,5,DET,102,6,24,2.0,1,46.8,50.6,44.5,60.0,12,1.00,9,3,0,3,2,0
Michael Sellers,432,FB,16,WAS,256,6,24,4.0,0,76.9,54.0,24.6,83.2,20,3.33,10,1,2,1,2,0
Heath Evans,843,FB,16,NE,171,11,23,2.1,0,61.2,49.8,74.6,68.5,16,1.45,4,4,0,0,0,0
Kevin Walter,1549,WR,16,HST,317,3,23,7.7,0,74.4,71.4,80.9,86.4,7,2.33,13,3,0,0,6,2
Lee Evans,1734,WR,16,BUF,379,1,22,22.0,0,74.0,63.2,28.6,81.4,0,0.00,22,1,0,2,2,0
Antonio Bryant,1070,WR,16,TB,284,2,22,11.0,0,82.9,68.1,54.0,78.9,10,5.00,13,2,1,1,5,2
Owen Schmitt,4477,FB,11,SEA,55,5,21,4.2,0,44.2,51.8,72.6,46.4,10,2.00,14,1,0,0,0,0
Ahmard Hall,3336,FB,16,TEN,257,8,21,2.6,0,56.9,43.5,25.7,63.2,16,2.00,6,3,0,1,1,0
Brady Quinn,3638,QB,3,CLV,68,2,21,4.2,0,59.2,53.8,84.8,60.3,0,0.00,12,2,0,0,0,0
Peyton Manning,327,QB,16,IND,340,16,21,1.1,1,90.7,31.9,90.5,60.0,0,0.00,12,4,0,1,4,0
Jake Delhomme,303,QB,16,CAR,482,15,21,1.1,2,83.1,36.8,72.3,61.3,4,0.20,12,2,0,4,2,0
Robert Meachem,3643,WR,14,NO,114,1,20,20.0,1,63.4,63.2,72.5,71.7,5,5.00,20,1,0,0,1,0
Drew Stanton,3659,QB,3,DET,21,0,20,6.7,0,62.9,57.9,77.2,60.0,8,2.67,15,1,0,0,0,0
Kregg Lumpkin,4714,HB,2,GB,4,1,19,19.0,0,69.4,62.4,67.4,58.4,3,3.00,19,1,0,0,0,0
Andrew Walter,2286,QB,2,OAK,38,1,19,6.3,0,54.5,52.9,81.3,60.0,1,0.33,13,1,0,1,0,0
Brad Hoover,740,FB,16,CAR,347,9,18,2.0,0,80.4,66.4,74.5,84.2,15,1.67,5,5,0,0,1,0
Arnaz Battle,1499,WR,8,SF,50,1,18,18.0,0,69.3,56.7,75.8,74.1,2,2.00,18,1,0,0,2,0
Nate Washington,2832,WR,16,PIT,218,5,18,3.6,0,68.6,70.1,79.3,86.0,19,3.80,8,1,2,0,2,0
Ovie Mughelli,1445,FB,16,ATL,301,5,16,3.2,0,77.4,54.2,73.6,76.4,12,2.40,9,4,1,0,2,0
Luke McCown,1827,QB,2,TB,3,1,15,5.0,0,44.4,50.3,67.4,60.0,4,1.33,12,0,0,0,0,0
Danny Ware,4095,HB,1,NYG,2,2,15,7.5,0,71.2,68.1,65.2,,7,3.50,9,1,0,0,0,0
B.J. Askew,1400,FB,10,TB,175,7,14,2.0,2,63.8,65.0,75.6,69.6,10,1.43,3,6,0,0,1,0
Rashied Davis,2554,WR,16,CHI,277,3,14,4.7,0,60.7,55.3,78.1,73.6,4,1.33,17,1,0,0,3,0
Rock Cartwright,1211,HB,6,WAS,6,5,14,2.8,0,43.5,52.0,70.3,60.0,10,2.00,7,0,0,0,0,0
Greg Jones II,1776,FB,12,JAX,163,2,13,6.5,0,88.1,62.6,73.3,89.9,3,1.50,13,1,0,0,1,0
Davone Bess,4694,WR,16,MIA,91,1,13,13.0,0,81.7,62.8,79.8,94.8,8,8.00,13,1,0,0,0,0
Roy Williams,1728,WR,10,DAL,137,1,13,13.0,0,55.0,63.1,78.1,66.5,0,0.00,13,1,0,0,4,0
Michael Bennett,797,HB,4,TB,8,7,12,1.7,0,39.7,41.8,72.5,60.0,11,1.57,4,0,0,0,0,0
Vernon Davis,2951,TE,16,SF,316,1,11,11.0,0,65.3,63.1,24.8,85.7,3,3.00,11,1,0,2,7,0
Patrick Crayton,1932,WR,16,DAL,183,1,11,11.0,0,60.3,63.2,44.1,89.5,16,16.00,11,1,1,1,1,0
Mike Karney,1875,FB,12,NO,193,8,10,1.3,2,64.1,57.9,74.9,70.6,4,0.50,3,5,0,0,1,0
Eli Manning,1722,QB,16,NYG,465,16,10,0.5,1,66.3,39.8,74.4,60.0,15,0.75,13,4,0,5,7,0
