player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Willis McGahee,1339,HB,14,BUF,279,260,995,3.8,6,51.8,50.0,52.4,45.1,606,2.33,57,49,36,4,0,0
Maurice Jones-Drew,3005,HB,16,JAX,189,166,941,5.7,13,75.8,73.5,78.9,48.4,584,3.52,74,46,32,1,0,0
Shaun Alexander,597,HB,10,SEA,259,252,903,3.6,7,50.9,55.8,37.9,58.1,489,1.94,33,52,26,5,1,0
DeShaun Foster,1041,HB,14,CAR,250,226,901,4.0,3,49.3,52.2,51.3,56.4,559,2.47,43,48,31,4,1,0
Corey Dillon,249,HB,16,NE,219,200,812,4.1,13,50.2,49.1,66.6,55.9,485,2.43,50,48,19,2,1,0
Cadillac Williams,2222,HB,14,TB,240,225,799,3.6,1,57.6,61.5,71.4,56.1,577,2.56,38,32,35,2,2,0
Reuben Droughns,640,HB,14,CLV,238,219,761,3.5,4,50.2,49.1,33.6,63.0,471,2.15,22,38,18,5,0,0
Laurence Maroney,2966,HB,14,NE,212,175,749,4.3,6,55.3,53.8,78.2,52.9,461,2.63,41,40,28,1,0,0
Kevin Jones,1751,HB,12,DET,192,181,687,3.8,6,46.2,37.6,44.5,57.2,441,2.44,52,30,25,4,5,0
Mike Bell,3225,HB,15,DEN,176,156,675,4.3,8,59.2,58.4,76.3,54.3,401,2.57,48,40,11,1,1,0
Justin Fargas,1410,HB,16,OAK,188,178,659,3.7,1,55.9,55.4,82.6,58.6,466,2.62,48,27,27,1,1,0
Marion Barber III,2326,HB,16,DAL,147,135,654,4.8,14,62.1,64.9,90.1,67.1,354,2.62,25,45,20,0,1,0
Leon Washington,3062,HB,15,NYJ,169,151,650,4.3,4,58.0,53.9,59.9,53.3,347,2.30,23,34,21,2,0,0
Dominic Rhodes,979,HB,16,IND,198,187,641,3.4,5,50.3,45.9,53.5,56.2,398,2.13,17,38,21,3,0,0
Cedric Benson,2221,HB,15,CHI,170,156,640,4.1,6,47.9,48.7,90.3,55.0,439,2.81,30,33,16,0,0,0
Jerious Norwood,3024,HB,14,ATL,116,99,633,6.4,2,78.4,73.1,88.1,57.3,268,2.71,78,27,8,0,0,0
Ron Dayne,589,HB,11,HST,162,149,603,4.0,5,59.5,56.9,74.7,56.5,374,2.51,19,40,15,1,0,0
Maurice Morris,1061,HB,16,SEA,173,162,601,3.7,0,35.9,39.2,76.0,66.0,369,2.28,29,33,15,1,0,0
Reggie Bush,2947,HB,16,NO,211,155,565,3.6,6,64.5,53.9,68.6,64.9,286,1.85,18,27,18,3,1,0
Vince Young,2948,QB,15,TEN,365,37,552,6.7,7,50.0,59.2,28.7,60.0,240,2.89,39,30,13,10,2,0
Clinton Portis,1058,HB,8,WAS,146,127,523,4.1,7,54.9,53.5,89.9,78.6,280,2.20,38,29,10,0,1,0
DeAngelo Williams,2972,HB,13,CAR,149,121,501,4.1,1,61.1,50.4,60.4,54.0,332,2.74,31,30,16,2,0,0
Michael Turner,1873,HB,13,SD,96,79,477,6.0,2,78.2,74.9,86.1,55.0,380,4.81,73,23,18,0,1,0
Wali Lundy,3115,HB,12,HST,133,124,474,3.8,4,50.5,46.0,73.5,57.9,270,2.18,35,29,11,1,0,0
Lamont Jordan,819,HB,9,OAK,128,114,434,3.8,2,62.1,62.6,69.0,57.8,330,2.89,59,17,11,1,0,0
Brandon Jacobs,2327,HB,15,NYG,112,96,424,4.4,9,70.9,72.2,43.0,56.4,303,3.16,16,35,18,2,2,0
Vernand Morency,2290,HB,12,GB,96,88,418,4.8,2,53.1,51.0,65.9,57.7,283,3.22,39,23,12,1,0,0
Sammy Morris,678,HB,12,MIA,105,92,403,4.4,1,52.6,52.7,28.6,55.7,247,2.68,55,17,7,4,0,0
Anthony Thomas,808,HB,15,BUF,116,106,376,3.5,2,58.9,49.7,69.0,63.6,284,2.68,19,14,8,1,0,0
Cedric Houston,2399,HB,8,NYJ,120,113,374,3.3,5,57.4,57.4,88.7,55.8,219,1.94,31,20,8,0,1,0
Kevan Barlow,841,HB,12,NYJ,136,131,368,2.8,6,37.2,43.2,90.0,58.0,251,1.92,12,18,12,0,0,0
Correll Buckhalter,869,HB,16,PHI,106,83,345,4.2,2,60.2,56.9,42.0,61.1,219,2.64,20,16,15,2,1,0
David Garrard,1109,QB,11,JAX,296,20,250,5.3,0,64.9,58.2,68.2,60.0,138,2.94,20,20,6,4,1,0
Michael Pittman,382,HB,16,TB,81,50,245,4.9,1,57.5,57.8,85.5,50.0,124,2.48,32,12,5,1,4,1
LenDale White,2990,HB,13,TEN,73,61,244,4.0,0,51.3,48.4,85.1,59.4,165,2.70,26,13,4,0,1,0
Najeh Davenport,1131,HB,13,PIT,67,60,221,3.7,1,60.5,49.5,54.7,54.8,204,3.40,48,9,11,1,1,0
Sam Gado,2599,HB,8,HST,62,54,217,4.0,1,51.5,50.9,54.5,56.6,121,2.24,34,9,5,1,0,0
Charlie Frye,2284,QB,13,CLV,272,12,216,4.6,3,49.3,66.1,53.1,60.1,133,2.83,17,17,6,8,4,0
Donovan McNabb,438,QB,10,PHI,205,12,211,6.6,3,70.4,64.3,84.1,60.0,68,2.13,37,14,3,3,2,0
Michael Bennett,797,HB,11,KC,38,36,200,5.6,0,67.7,65.6,81.6,60.0,113,3.14,41,8,2,0,0,0
Jason Wright,2212,HB,9,CLV,70,62,195,3.1,0,48.5,51.1,53.8,58.8,146,2.35,18,8,4,1,0,0
David Carr,1009,QB,16,HST,378,27,193,3.6,2,56.4,29.0,27.6,60.0,65,1.23,16,16,2,15,5,1
Artose Pinner,1412,HB,10,MIN,44,43,190,4.4,3,64.2,65.1,39.2,60.0,140,3.26,21,11,7,1,0,0
Mike Anderson,693,HB,14,BLT,54,39,183,4.7,1,55.9,57.8,41.9,56.1,115,2.95,34,10,3,1,0,0
Stephen Davis,192,HB,15,STR,43,40,177,4.4,0,58.5,55.8,43.0,60.0,87,2.18,16,10,3,1,0,0
Mike Alstott,170,FB,16,TB,267,60,171,2.9,3,55.0,42.1,57.0,72.5,144,2.40,17,17,6,1,0,0
Zack Crockett,136,FB,16,OAK,235,39,163,4.2,0,56.6,52.5,25.3,61.4,92,2.36,17,14,1,2,2,0
Bruce Gradkowski,3139,QB,13,TB,238,9,163,4.0,0,47.9,47.6,37.6,60.0,79,1.93,14,11,2,11,2,0
Arlen Harris,1621,HB,9,DET,55,49,158,3.2,1,55.7,51.4,83.9,56.9,116,2.37,20,8,6,0,0,0
Chris Brown,1407,HB,5,TEN,45,41,156,3.8,0,52.0,49.9,82.0,59.3,71,1.73,21,8,5,0,0,0
Jon Kitna,217,QB,16,DET,286,16,153,4.5,2,64.3,43.9,62.0,60.0,93,2.74,18,9,3,11,3,0
Noah Herron,2461,HB,15,GB,45,37,150,4.1,1,65.0,60.5,49.5,58.5,77,2.08,19,7,1,1,0,0
Mack Strong,66,FB,16,SEA,314,33,149,4.5,1,54.4,57.2,48.3,69.6,72,2.18,17,12,6,2,2,0
Musa Smith,1392,HB,12,BLT,55,36,149,4.1,0,61.3,53.4,46.9,63.8,68,1.89,30,7,3,1,0,0
Alex Smith,2218,QB,16,SF,413,21,147,3.3,2,49.5,37.2,56.6,60.0,68,1.55,22,13,0,9,5,0
Lorenzo Neal,47,FB,16,SD,378,29,140,4.8,1,65.8,45.6,24.6,84.1,65,2.24,43,21,0,2,1,0
Mewelde Moore,1840,HB,16,MIN,30,25,139,5.6,0,70.4,64.3,82.6,57.1,84,3.36,15,4,9,0,0,0
Kenny Watson,1001,HB,16,CIN,33,25,138,5.5,1,71.0,67.7,81.0,60.0,96,3.84,18,6,7,0,1,0
J.P. Losman,1743,QB,16,BUF,400,20,136,3.6,1,40.5,28.9,28.1,60.1,125,3.29,15,14,1,13,4,0
T.J. Duckett,1025,HB,10,WAS,47,38,133,3.5,2,40.8,41.9,37.5,58.5,86,2.26,19,9,1,1,0,0
Kevin Faulk,470,HB,15,NE,38,25,123,4.9,1,63.8,44.8,82.6,53.4,59,2.36,11,6,1,0,0,0
Chris Taylor,3529,HB,3,HST,32,28,123,4.4,1,49.4,50.3,79.4,57.0,68,2.43,17,7,3,0,0,0
Javon Walker,1027,WR,16,DEN,369,9,123,13.7,1,84.1,71.9,82.3,71.0,125,13.89,72,4,5,0,2,0
Seneca Wallace,1422,QB,7,SEA,108,3,122,10.2,0,50.1,46.7,26.1,60.0,13,1.08,37,4,0,4,0,0
Antwaan Randle El,1069,WR,16,WAS,233,18,118,6.2,0,66.9,63.0,43.8,59.9,91,4.79,20,4,6,1,3,1
Heath Evans,843,FB,16,NE,199,27,117,4.3,0,71.2,44.1,29.7,80.2,60,2.22,35,8,3,1,1,0
Jake Plummer,248,QB,12,DEN,325,26,112,3.1,1,52.3,36.5,32.4,60.0,60,1.67,19,9,2,6,1,0
Matt Hasselbeck,408,QB,12,SEA,355,5,110,6.5,0,72.0,57.9,86.8,60.0,57,3.35,19,7,1,3,4,0
Aaron Brooks,509,QB,8,OAK,143,7,108,4.9,0,57.5,33.1,28.9,60.0,78,3.55,23,5,3,5,2,0
Chad Pennington,596,QB,16,NYJ,459,17,108,3.2,0,60.6,41.1,77.6,60.9,41,1.21,15,12,1,7,1,0
Jason Campbell,2242,QB,7,WAS,215,10,107,4.5,0,46.4,62.3,90.3,60.0,73,3.04,15,8,1,0,0,0
Justin Griffith,1433,FB,16,ATL,202,19,106,5.6,1,62.8,38.3,19.5,71.1,36,1.89,21,2,0,3,0,0
Brad Smith,3048,WR,16,NYJ,79,18,103,5.7,0,64.3,60.1,77.9,62.1,63,3.50,32,11,3,0,0,0
Tom Brady,698,QB,16,NE,449,35,102,2.1,0,77.2,41.7,90.5,60.0,18,0.38,22,13,1,12,4,1
Steve McNair,114,QB,16,BLT,391,32,102,2.3,1,60.9,49.5,64.9,60.0,40,0.89,19,16,4,5,8,1
Ciatrick Fason,2329,HB,4,MIN,22,18,99,5.5,1,75.6,77.0,77.0,58.6,78,4.33,15,6,2,0,0,0
Ben Roethlisberger,1732,QB,15,PIT,378,18,98,3.1,2,54.5,41.0,77.1,60.0,47,1.47,20,11,4,5,1,0
Chris Chambers,821,WR,16,MIA,361,8,95,11.9,0,66.9,71.9,81.5,69.1,41,5.13,39,3,2,0,0,0
Bryan Gilmore,727,WR,16,SF,177,7,94,13.4,0,50.8,57.9,22.9,67.6,29,4.14,22,5,1,1,0,0
Aveion Cason,945,HB,6,DET,28,24,94,3.9,0,52.5,56.6,79.0,59.3,59,2.46,16,4,4,0,1,1
Tony Romo,1693,QB,13,DAL,281,17,90,2.6,0,79.1,49.8,25.6,60.0,38,1.12,16,9,0,9,0,0
Alvin Pearman,2344,HB,6,JAX,23,19,89,4.7,1,59.4,57.2,77.1,57.8,33,1.74,12,4,1,0,0,0
Jeff Garcia,550,QB,8,PHI,158,12,87,3.5,0,53.7,43.3,31.2,60.0,26,1.04,12,8,1,5,1,0
Michael Robinson,3045,HB,14,SF,46,37,83,2.2,2,52.1,47.6,81.5,65.2,61,1.65,13,4,6,0,3,1
Maurice Hicks,1253,HB,13,SF,35,29,82,2.8,0,64.1,50.9,80.6,58.0,49,1.69,9,4,3,0,0,0
Santana Moss,786,WR,14,WAS,251,7,82,11.7,0,77.1,67.1,25.6,61.6,36,5.14,35,3,1,2,7,0
Cecil Sapp,1695,FB,11,DEN,90,10,80,8.0,0,55.7,68.9,75.4,50.7,37,3.70,28,4,2,0,1,0
Tarvaris Jackson,3009,QB,4,MIN,33,1,77,5.1,1,46.0,63.7,56.4,60.0,21,1.40,13,4,1,3,0,0
Verron Haynes,1156,HB,7,PIT,32,16,76,4.8,0,62.1,56.5,28.9,56.2,44,2.75,13,4,3,1,0,0
Travis Minor,846,HB,6,MIA,20,19,74,3.9,0,58.8,56.6,77.3,60.0,42,2.21,9,3,1,0,0,0
Brad Johnson,31,QB,15,MIN,368,12,72,2.5,1,58.9,43.3,74.6,60.0,32,1.10,10,7,0,8,3,0
Reshard Lee,1647,FB,14,OAK,60,21,72,3.4,2,63.5,45.0,35.1,61.6,48,2.29,13,6,2,1,2,0
Brad Hoover,740,FB,16,CAR,292,22,72,3.3,1,72.1,56.1,33.5,84.3,48,2.18,17,10,4,1,1,0
Ryan Moats,2294,HB,5,PHI,23,22,69,3.1,0,55.7,59.9,77.7,60.0,48,2.18,13,5,2,0,0,0
Damian Nash,2359,HB,3,DEN,22,18,66,3.7,0,60.3,58.3,77.6,64.4,44,2.44,26,2,2,1,0,0
Steve Smith,837,WR,14,CAR,339,8,61,7.6,1,85.5,50.8,57.2,76.2,17,2.13,24,2,0,1,1,0
Jerome Harrison,3090,HB,10,CLV,21,20,60,3.0,0,55.6,48.5,28.7,60.0,52,2.60,15,3,3,1,0,0
Earnest Graham,1613,HB,10,TB,15,11,59,5.4,0,65.0,66.3,74.1,55.3,35,3.18,17,3,2,0,0,0
Trent Green,58,QB,8,KC,244,9,59,3.1,0,44.4,44.6,60.3,60.0,50,2.63,10,5,1,5,0,0
Chris Perry,1747,HB,6,CIN,14,10,57,5.7,0,82.6,77.8,75.8,60.0,44,4.40,18,3,5,0,0,0
Jeremi Johnson,1430,FB,16,CIN,260,15,56,3.7,1,78.3,63.4,76.8,87.6,31,2.07,15,3,0,0,1,0
Nick Goings,956,HB,9,CAR,14,11,52,4.7,0,63.9,50.6,76.1,58.5,31,2.82,28,2,0,0,0,0
Michael Sellers,432,FB,16,WAS,278,12,51,4.3,0,78.0,73.0,36.9,78.0,25,2.08,13,7,0,1,2,0
Marc Bulger,684,QB,16,STR,411,13,50,2.9,0,70.2,28.2,49.8,60.0,3,0.18,29,5,0,7,2,0
Ovie Mughelli,1445,FB,16,BLT,286,12,50,4.2,0,82.5,68.3,29.2,76.4,36,3.00,12,4,2,1,2,0
Derek Anderson,2430,QB,5,CLV,61,1,47,11.8,0,40.9,52.2,36.8,60.3,24,6.00,33,2,1,2,1,0
Matt Leinart,2955,QB,12,ARZ,263,11,46,2.2,2,58.4,53.7,56.1,60.0,24,1.14,14,6,0,7,3,0
Marcel Shipp,987,HB,12,ARZ,29,17,41,2.4,4,48.2,48.2,77.2,57.6,18,1.06,9,8,1,0,0,0
Adrian Peterson,1177,HB,9,CHI,12,10,41,4.1,2,71.0,62.6,74.7,59.2,22,2.20,11,5,2,0,0,0
Byron Leftwich,1323,QB,6,JAX,172,17,41,1.6,2,53.1,34.3,63.4,60.0,15,0.60,7,5,1,2,3,0
Michael Clayton,1736,WR,12,TB,177,5,41,8.2,0,62.6,38.5,22.5,75.0,13,2.60,27,2,0,2,2,0
Derrick Blaylock,889,HB,2,NYJ,31,23,39,1.7,0,53.5,50.7,79.2,57.1,42,1.83,6,0,4,0,0,0
Philip Rivers,1725,QB,16,SD,487,36,38,0.8,0,70.5,28.1,65.4,60.1,21,0.44,15,8,0,8,4,0
Carson Palmer,1317,QB,16,CIN,412,20,37,1.4,0,75.2,29.4,76.3,60.1,8,0.31,11,6,0,11,7,0
Obafemi Ayanbadejo,297,FB,13,ARZ,95,9,37,4.1,0,55.4,57.7,26.3,56.1,23,2.56,11,5,0,1,0,0
Peyton Manning,327,QB,16,IND,434,17,36,1.6,4,94.0,53.3,92.0,60.0,1,0.04,12,7,2,2,0,0
Kyle Boller,1335,QB,4,BLT,62,14,34,1.5,0,39.7,29.4,23.4,60.3,10,0.45,10,3,0,3,1,0
Reggie Williams,1730,WR,16,JAX,319,7,33,4.7,0,65.7,52.2,43.7,77.6,13,1.86,10,3,0,1,6,1
Mike Karney,1875,FB,15,NO,275,11,33,3.0,1,62.9,59.4,76.8,66.1,10,0.91,8,7,0,0,2,0
Dennis Northcutt,605,WR,13,CLV,87,3,32,10.7,0,52.9,33.8,26.3,67.7,5,1.67,16,1,0,1,1,0
Mark Brunell,51,QB,10,WAS,253,8,31,2.4,0,55.8,40.0,71.4,60.0,3,0.23,12,4,0,5,3,0
Kyle Johnson,1138,FB,14,DEN,200,5,30,6.0,0,62.4,66.5,72.9,58.8,11,2.20,15,1,0,0,0,0
Hines Ward,380,WR,14,PIT,307,2,30,15.0,0,84.2,56.6,27.6,90.4,5,2.50,21,1,1,2,1,0
Tyson Thompson,2810,HB,3,DAL,16,13,30,2.3,1,53.6,54.2,74.7,59.0,19,1.46,7,1,2,0,0,0
Deion Branch,1072,WR,14,SEA,355,4,30,7.5,0,66.1,58.9,80.5,59.5,8,2.00,19,1,0,0,4,0
Jamaal Branch,3246,HB,1,NO,10,10,29,2.9,0,57.3,55.4,74.7,,20,2.00,9,2,0,0,0,0
Drew Brees,802,QB,16,NO,446,30,29,0.7,0,85.1,30.0,85.7,60.0,30,0.73,16,3,2,7,4,0
Marques Tuiasosopo,826,QB,2,OAK,16,1,29,7.3,0,47.0,68.3,74.3,60.0,0,0.00,11,2,0,0,0,0
Maurice Stovall,3035,WR,8,TB,63,2,29,14.5,0,64.5,78.2,71.5,79.3,13,6.50,18,2,1,0,2,1
Tim Dwight,390,WR,9,NYJ,47,2,28,14.0,0,62.8,61.9,74.2,83.5,5,2.50,28,1,0,0,1,0
Drew Bledsoe,36,QB,6,DAL,167,3,28,3.5,2,59.0,55.8,78.0,60.0,17,2.13,11,5,0,3,3,0
Anquan Boldin,1369,WR,16,ARZ,369,3,27,6.8,0,82.6,48.7,82.7,68.0,22,5.50,18,2,1,1,5,0
Quinn Gray,1247,QB,2,JAX,7,0,26,13.0,2,65.8,54.2,25.6,60.0,24,12.00,17,2,1,0,1,0
Lee Suggs,1427,HB,3,MIA,7,6,26,4.3,0,54.4,56.2,71.4,60.0,10,1.67,7,0,0,0,0,0
Arnaz Battle,1499,WR,16,SF,299,5,25,5.0,0,75.4,62.2,45.8,78.6,9,1.80,18,2,2,1,2,0
Andrew Pinnock,1527,FB,3,SD,7,4,25,6.3,0,66.8,65.0,68.6,59.2,10,2.50,15,1,0,0,0,0
Chad Johnson,806,WR,16,CIN,382,6,24,4.0,0,87.5,43.9,83.3,59.5,8,1.33,8,0,0,0,5,1
Dee Brown,905,HB,6,KC,13,10,24,2.4,0,37.1,36.3,22.3,59.2,16,1.60,7,0,0,1,1,0
Reggie Brown,2252,WR,16,PHI,325,3,24,8.0,1,63.7,63.1,79.5,75.3,9,3.00,15,1,1,0,3,0
Eric Shelton,2271,HB,4,CAR,11,8,23,2.9,0,56.6,51.9,72.5,60.0,21,2.63,9,1,1,0,0,0
Chad Jackson,2981,WR,12,NE,123,4,22,5.5,0,61.2,68.6,74.5,55.8,9,2.25,14,2,2,0,1,0
Jerricho Cotchery,1829,WR,16,NYJ,398,6,22,3.7,0,79.5,58.1,82.7,75.8,11,1.83,10,1,1,0,1,0
LaBrandon Toefield,1443,HB,3,JAX,12,10,22,2.2,0,53.5,57.6,73.3,59.4,19,1.90,12,1,3,0,0,0
Chad Morton,683,HB,2,NYG,2,1,22,22.0,0,90.5,70.0,61.9,60.0,3,3.00,22,1,1,0,0,0
Brett Favre,14,QB,16,GB,406,19,21,0.9,1,55.3,31.3,74.6,60.0,2,0.09,14,4,0,9,2,1
Matt Schaub,1811,QB,5,ATL,25,4,21,3.5,0,70.5,56.4,78.6,60.0,3,0.50,19,2,0,0,0,0
Patrick Pass,709,HB,2,NE,6,6,21,3.5,0,40.5,29.8,19.1,,7,1.17,6,1,0,1,0,0
Joey Harrington,1011,QB,11,MIA,268,14,21,1.1,0,56.6,43.1,77.2,60.0,9,0.47,7,6,0,3,2,0
Eli Manning,1722,QB,16,NYG,450,20,21,0.8,0,62.4,29.8,76.2,60.1,10,0.40,9,5,0,7,5,0
Ahmard Hall,3336,FB,14,TEN,177,7,21,3.0,0,71.6,64.0,25.4,75.8,16,2.29,11,3,2,1,2,0
Rock Cartwright,1211,HB,2,WAS,5,5,20,4.0,0,40.5,43.4,16.7,,7,1.40,9,0,1,1,0,0
Daunte Culpepper,446,QB,4,MIA,82,4,20,2.0,1,45.8,48.6,29.4,60.0,11,1.10,7,2,0,3,2,0
Brian Calhoun,3019,HB,5,DET,9,6,20,3.3,0,44.1,42.1,20.6,60.0,16,2.67,7,0,0,1,0,0
J.J. Arrington,2261,HB,12,ARZ,15,14,19,1.4,0,49.9,45.6,76.7,60.0,22,1.57,9,0,0,0,0,0
Ronnie Cruz,2024,FB,5,KC,67,5,19,3.8,0,71.6,76.6,70.9,60.2,15,3.00,7,0,1,0,0,0
Marty Booker,487,WR,14,MIA,242,3,19,6.3,0,73.1,55.1,80.7,82.3,9,3.00,18,1,0,0,2,0
Eric Parker,1292,WR,15,SD,171,2,19,9.5,0,86.3,59.1,79.4,69.2,25,12.50,18,1,0,0,0,0
Jameel Cook,904,FB,11,HST,150,3,18,6.0,0,55.8,60.0,18.2,66.6,18,6.00,14,2,0,2,1,0
Lousaka Polite,2152,FB,10,DAL,86,7,18,2.6,0,61.6,45.9,72.3,73.6,13,1.86,4,1,0,0,0,0
Roscoe Parrish,2272,WR,16,BUF,44,2,18,9.0,0,63.2,78.6,25.7,60.0,7,3.50,11,1,2,1,0,0
Reno Mahe,1654,HB,5,PHI,13,4,18,4.5,0,45.3,46.9,18.9,55.8,8,2.00,11,0,0,1,0,0
Troy Brown,56,WR,16,NE,239,2,18,9.0,0,61.6,63.1,78.9,66.7,21,10.50,16,1,0,0,4,1
John Kuhn,2686,FB,3,PIT,22,2,18,9.0,0,71.0,62.6,66.7,62.9,8,4.00,16,1,0,0,0,0
Jason McKie,1279,FB,15,CHI,328,8,18,2.3,0,73.8,57.4,77.8,71.5,14,1.75,7,0,1,0,0,0
Drew Carter,1881,WR,14,CAR,71,2,18,9.0,0,71.0,69.3,76.9,78.3,5,2.50,11,1,0,0,1,0
Peerless Price,473,WR,16,BUF,294,5,18,3.6,0,63.1,57.6,80.0,63.0,10,2.00,9,1,0,1,4,1
Donald Driver,533,WR,16,GB,316,7,16,2.3,0,80.2,51.7,58.8,62.3,20,2.86,16,2,0,1,2,0
Chris Weinke,861,QB,3,CAR,66,2,16,4.0,0,41.6,37.1,30.6,60.5,21,5.25,13,1,0,2,1,0
Jay Cutler,2956,QB,5,DEN,149,9,16,1.3,0,51.2,29.8,34.1,60.0,14,1.17,9,0,0,7,0,0
Vincent Jackson,2278,WR,16,SD,360,3,16,5.3,0,69.2,58.3,77.0,71.3,3,1.00,8,0,0,0,2,0
Eddie Kennison,161,WR,16,KC,406,4,16,4.0,0,74.7,54.1,80.4,60.3,10,2.50,9,0,1,0,0,0
Andrew Walter,2286,QB,12,OAK,212,10,15,1.1,0,48.2,24.7,23.9,60.0,6,0.43,12,2,0,13,3,0
Charlie Batch,367,QB,8,PIT,72,11,15,1.2,0,66.3,38.7,58.0,60.0,17,1.31,12,1,0,1,0,0
Jim Finn,541,FB,16,NYG,269,2,14,7.0,0,76.2,53.3,71.5,87.1,8,4.00,12,1,0,0,2,1
Laveranues Coles,638,WR,16,NYJ,394,2,14,7.0,0,83.5,63.1,56.8,73.0,15,7.50,15,1,1,1,2,0
Cedrick Wilson,901,WR,15,PIT,203,2,14,7.0,0,64.2,45.2,22.7,58.7,10,5.00,14,1,0,2,1,0
Terrelle Smith,651,FB,16,CLV,206,8,14,1.8,0,57.3,51.1,74.6,64.5,10,1.25,3,1,0,0,0,0
Devery Henderson,1771,WR,13,NO,158,2,14,7.0,1,71.7,68.2,77.5,71.0,0,0.00,11,2,0,0,2,0
Andre Johnson,1319,WR,16,HST,335,3,14,4.7,0,79.7,63.9,83.7,65.9,14,4.67,18,1,1,0,4,0
Bo Scaife,2396,TE,14,TEN,290,1,13,13.0,1,64.6,,27.2,57.6,0,0.00,13,1,0,1,4,1
Santonio Holmes,2970,WR,16,PIT,196,1,13,13.0,0,79.4,62.0,79.2,76.2,5,5.00,13,1,1,0,0,0
Charlie Whitehurst,3026,QB,2,SD,4,2,13,6.5,1,65.5,63.6,65.2,60.0,0,0.00,14,1,1,0,0,0
Dane Looker,755,WR,9,STR,9,1,13,13.0,0,55.5,63.1,61.9,60.4,0,0.00,13,1,0,0,0,0
Josh Reed,1043,WR,13,BUF,116,4,13,3.3,0,72.7,52.2,77.7,67.3,16,4.00,15,2,1,0,3,0
Vernand Morency,2290,HB,1,HST,5,5,13,2.6,0,53.1,51.0,65.9,57.7,10,2.00,12,2,0,0,0,0
Michael Jennings,1261,WR,5,NYG,10,2,12,6.0,0,66.5,59.5,70.0,60.6,3,1.50,21,1,1,0,0,0
