player,player_id,position,player_game_count,team_name,run_plays,attempts,yards,ypa,touchdowns,grades_offense,grades_run,grades_hands_fumble,grades_run_block,yards_after_contact,yco_attempt,longest,first_downs,avoided_tackles,fumbles,penalties,declined_penalties
Brandon Marshall,3064,WR,15,DEN,94,2,12,6.0,0,74.1,59.3,25.7,70.2,2,1.00,6,1,0,1,0,0
Fred McAfee,18,HB,1,NO,3,3,12,4.0,1,47.4,60.7,67.2,,3,1.00,6,1,0,0,0,0
Jake Delhomme,303,QB,13,CAR,338,15,12,0.7,0,60.2,45.9,90.3,60.0,3,0.17,12,2,0,6,2,0
Tony Richardson,110,FB,9,MIN,140,5,12,2.4,0,75.4,43.5,74.9,75.5,12,2.40,3,2,0,0,0,0
B.J. Askew,1400,FB,13,NYJ,193,6,11,1.8,0,62.4,51.7,74.0,62.4,5,0.83,5,1,0,0,0,0
Dante' Hall,677,WR,15,KC,149,3,11,3.7,0,63.9,69.9,76.6,70.1,9,3.00,9,0,1,0,0,0
Aaron Rodgers,2241,QB,2,GB,15,0,11,5.5,0,30.3,63.0,27.1,60.0,0,0.00,6,1,0,1,0,0
Aaron Stecker,572,HB,12,NO,22,4,11,2.8,0,62.8,60.8,75.6,43.3,16,4.00,4,1,1,0,0,0
Joshua Cribbs,2544,WR,15,CLV,24,2,11,5.5,0,47.0,59.5,21.5,76.4,4,2.00,9,0,0,1,1,1
Terry Glenn,156,WR,15,DAL,283,3,11,3.7,0,78.8,58.0,81.7,73.5,9,3.00,22,1,0,0,5,2
Kellen Clemens,2994,QB,2,NYJ,4,0,10,5.0,0,28.1,54.2,21.1,60.0,0,0.00,8,0,0,1,0,0
Keylon Kincade,2096,HB,1,DAL,4,4,9,2.3,0,47.1,50.1,68.6,,12,3.00,7,0,0,0,0,0
Kay-Jay Harris,2630,HB,2,STR,6,3,9,3.0,0,60.1,59.9,68.2,59.0,5,1.67,9,0,0,0,0,0
Joey Galloway,117,WR,16,TB,262,2,9,4.5,0,71.4,50.5,80.9,53.7,11,5.50,7,0,1,0,2,0
Thomas Tapeh,1880,FB,16,PHI,199,5,9,1.8,0,61.5,50.5,75.3,72.1,2,0.40,4,2,0,0,0,0
Cedric Cobbs,1849,HB,1,DEN,4,3,9,3.0,0,58.3,55.8,67.2,60.0,6,2.00,5,0,0,0,0,0
Keenan McCardell,19,WR,14,SD,173,1,8,8.0,0,71.2,63.1,41.9,64.9,1,1.00,8,0,0,1,1,0
Reggie McNeal,3138,WR,7,CIN,16,1,8,8.0,0,52.9,63.7,61.9,57.4,2,2.00,8,1,0,0,1,0
Bethel Johnson,1361,WR,11,MIN,57,4,8,2.0,0,62.1,53.5,73.4,59.6,13,3.25,5,0,1,0,0,0
Adam Jones,2223,CB,6,TEN,5,2,8,4.0,0,87.2,62.6,16.5,60.3,5,2.50,7,1,0,1,5,0
Moran Norris,865,FB,14,SF,244,2,8,4.0,0,81.0,48.1,70.9,80.6,3,1.50,4,1,0,0,0,0
Marquis Weeks,2837,HB,2,SEA,5,3,8,2.7,0,38.0,44.7,67.2,59.2,3,1.00,3,0,0,0,0,0
Nate Washington,2832,WR,16,PIT,118,3,8,2.7,0,64.8,60.5,78.4,68.1,6,2.00,8,1,0,0,2,0
Derrick Ross,3491,HB,1,KC,3,3,8,2.7,0,50.3,51.3,67.2,,5,1.67,4,0,0,0,0,0
Kelvin Kight,2095,WR,3,NE,43,1,8,8.0,0,47.0,56.6,64.6,87.5,6,6.00,8,0,0,0,2,0
Terrance Copper,2016,WR,12,NO,183,1,8,8.0,0,61.6,60.0,18.9,80.4,9,9.00,8,1,1,2,1,0
Tony Fisher,1241,HB,8,STR,6,5,8,1.6,0,62.3,42.1,75.5,,7,1.40,4,0,0,0,0,0
Samie Parker,1826,WR,16,KC,326,3,7,2.3,0,67.0,52.3,78.8,76.7,2,0.67,5,0,0,0,3,0
Braylon Edwards,2220,WR,16,CLV,315,3,7,2.3,0,67.4,57.1,81.0,74.0,10,3.33,8,1,1,0,0,0
Chris Simms,1411,QB,3,TB,50,1,7,1.8,1,32.9,45.2,86.1,60.0,1,0.25,3,1,0,0,0,0
Cleo Lemon,1271,QB,4,MIA,40,3,6,1.5,0,53.8,61.8,83.3,60.0,11,2.75,6,0,0,0,0,0
Eric Moulds,165,WR,16,HST,278,1,6,6.0,0,65.5,56.6,40.2,71.0,1,1.00,6,0,0,1,1,0
T.J. Houshmandzadeh,921,WR,14,CIN,322,3,6,2.0,0,88.4,54.8,83.1,66.9,9,3.00,13,1,0,0,1,0
A.J. Schable,3498,FB,5,ARZ,14,1,5,5.0,0,63.5,,,62.3,4,4.00,5,1,0,0,0,0
Travis Taylor,588,WR,16,MIN,346,1,5,5.0,0,61.4,62.8,80.4,66.4,2,2.00,5,0,0,0,7,0
Rich Alexis,1975,HB,1,JAX,6,3,5,1.7,0,42.0,52.3,67.2,49.9,4,1.33,3,0,0,0,0,0
Dan Kreider,749,FB,16,PIT,264,1,5,5.0,0,72.2,56.4,70.8,80.4,4,4.00,5,0,0,0,0,0
Bernard Berrian,1799,WR,15,CHI,270,2,5,2.5,0,72.4,50.5,40.9,64.4,2,1.00,5,0,0,1,2,0
Sage Rosenfels,863,QB,3,HST,22,3,5,1.3,0,70.1,48.2,80.1,60.0,8,2.00,7,0,1,0,1,0
Vernon Davis,2951,TE,10,SF,206,2,5,2.5,0,69.6,59.5,25.5,66.9,5,2.50,9,0,0,1,5,0
Reche Caldwell,1055,WR,16,NE,278,1,5,5.0,0,67.5,63.1,26.5,63.3,0,0.00,5,0,0,2,5,0
Edell Shepherd,1304,WR,7,HST,21,2,5,2.5,0,59.8,62.2,68.7,80.6,13,6.50,6,0,2,0,0,0
Ran Carthon,2006,HB,1,IND,4,3,4,1.3,1,60.5,61.3,67.2,60.0,2,0.67,3,1,0,0,0,0
Matt Cassel,2447,QB,5,NE,28,2,4,2.0,0,52.5,53.8,72.7,60.0,2,1.00,5,1,0,1,0,0
Bobby Engram,177,WR,7,SEA,87,1,4,4.0,0,76.8,56.2,75.8,62.6,2,2.00,4,0,0,0,1,0
Ronald Curry,1199,WR,16,OAK,125,1,4,4.0,0,81.3,63.4,80.9,82.3,6,6.00,4,0,1,0,2,1
Tab Perry,2407,WR,2,CIN,6,2,4,2.0,0,67.4,50.5,70.0,60.0,2,1.00,2,0,0,0,0,0
Alvis Whitted,411,WR,14,OAK,234,1,4,4.0,0,56.7,59.2,27.0,67.3,1,1.00,4,0,0,1,2,0
Keyshawn Johnson,153,WR,16,CAR,375,1,4,4.0,1,76.0,62.8,48.1,88.4,5,5.00,4,1,1,1,7,0
Kevin Curtis,1389,WR,16,STR,129,4,4,1.0,0,65.0,57.4,78.9,57.8,9,2.25,7,1,2,0,1,0
Kevin Walter,1549,WR,16,HST,134,1,3,3.0,0,59.5,63.1,24.0,73.9,3,3.00,3,1,0,1,2,0
Derrick Wimbush,2848,FB,12,JAX,149,1,3,3.0,0,55.3,56.9,68.3,56.2,2,2.00,3,0,0,0,1,0
Brandon Jones,2313,WR,16,TEN,228,1,3,3.0,0,63.8,63.1,76.2,60.6,11,11.00,3,0,1,0,3,0
David Givens,1210,WR,5,TEN,82,1,3,3.0,0,60.1,56.6,70.8,54.9,0,0.00,3,0,0,0,0,0
Courtney Roby,2285,WR,10,TEN,73,1,3,3.0,0,56.0,56.6,66.2,62.0,0,0.00,3,0,0,0,1,1
Devale Ellis,3303,WR,8,DET,20,2,3,1.5,0,55.6,69.5,69.4,56.0,5,2.50,12,1,1,0,0,0
A.J. Feeley,893,QB,2,PHI,16,0,3,3.0,0,64.3,55.7,79.5,60.0,0,0.00,3,0,0,1,2,0
Tony Scheffler,3006,TE,12,DEN,161,1,3,3.0,0,75.6,56.2,74.3,75.7,1,1.00,3,0,0,0,0,0
Eddie Drummond,1237,WR,6,DET,11,1,2,2.0,0,45.1,56.6,66.2,57.8,1,1.00,2,0,0,0,0,0
Roy Williams,1728,WR,16,DET,247,2,2,1.0,0,88.4,53.6,28.7,67.7,2,1.00,2,0,0,2,1,0
Madison Hedgecock,2468,FB,15,STR,160,1,2,2.0,0,69.1,56.9,70.3,73.8,1,1.00,2,1,0,0,0,0
Marlion Jackson,742,HB,1,ATL,1,1,2,2.0,0,57.7,59.7,61.9,,2,2.00,2,0,0,0,0,0
Lamar Gordon,1088,HB,1,DET,1,1,2,2.0,0,53.7,56.7,61.9,,2,2.00,2,0,0,0,0,0
Quincy Wilson,1935,HB,1,CIN,2,2,2,1.0,0,63.4,62.1,65.2,,6,3.00,5,0,0,0,0,0
Rex Grossman,1338,QB,16,CHI,452,23,2,0.1,0,47.0,27.3,64.9,60.0,3,0.13,22,4,0,8,3,1
Lawrence Vickers,3125,FB,10,CLV,20,3,2,0.7,0,55.7,51.0,71.8,56.3,5,1.67,2,0,0,0,1,0
Shaud Williams,2207,HB,2,BUF,2,2,2,1.0,0,51.1,53.6,65.2,,1,0.50,2,0,0,0,0,0
Brett Basanez,3219,QB,1,CAR,1,0,2,2.0,0,50.5,56.8,72.4,60.0,5,5.00,2,0,0,0,0,0
Tim Rattay,701,QB,4,TB,79,3,2,0.5,0,72.8,59.2,85.6,60.0,0,0.00,4,1,0,2,0,0
Michael Jenkins,1750,WR,16,ATL,451,1,2,2.0,0,54.4,56.6,78.2,52.7,2,2.00,2,0,0,0,2,2
Jared Lorenzen,2107,QB,1,NYG,1,1,2,2.0,0,53.3,56.8,61.9,,1,1.00,2,1,0,0,0,0
Shawn Bryson,491,FB,6,DET,7,2,1,0.5,0,71.9,53.0,72.0,58.5,1,0.50,1,0,0,0,0,0
Az-Zahir Hakim,383,WR,6,DET,27,1,1,1.0,0,61.2,,73.6,56.4,0,0.00,1,0,0,0,0,0
Brandon Manumaleuna,876,TE,16,SD,323,1,1,1.0,0,75.7,60.0,73.6,76.4,1,1.00,1,0,0,0,0,0
Kurt Warner,112,QB,6,ARZ,138,10,1,0.1,0,42.4,28.3,18.6,60.0,21,1.75,9,3,0,9,3,0
Damon Huard,215,QB,10,KC,246,7,1,0.1,0,70.3,35.3,34.4,60.0,4,0.44,8,0,0,8,3,0
