player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
David Pittman,3032,CB,4,BLT,107,0,34,73,47.5,70.4,63.9,,44.1,0,0,0,0,0,8,2,1,1,0,18,11,187,17.0,54,57,4,2,0,96.3,0,0
James Anderson,3033,LB,8,CAR,141,16,54,71,38.4,58.7,48.3,57.9,30.0,4,0,1,3,0,9,2,4,4,0,12,8,78,9.8,81,18,0,0,0,84.7,0,0
Frostee Rucker,3036,ED,5,CIN,77,41,36,0,70.1,74.7,73.4,48.9,60.9,1,0,1,0,0,8,0,1,5,1,0,0,0,,0,,0,0,0,0.0,0,0
Jason Hatcher,3037,DI,16,DAL,367,220,140,7,75.0,89.8,69.8,55.1,60.3,16,2,5,9,0,21,3,1,18,1,0,0,0,,0,,0,0,0,0.0,1,0
Freddie Keiaho,3039,LB,11,IND,576,12,268,296,60.2,42.4,56.6,64.4,78.6,3,0,1,2,0,59,18,13,31,0,33,23,136,5.9,85,21,2,1,0,84.9,1,0
Gerris Wilkinson,3041,LB,5,NYG,73,2,30,41,64.7,72.4,65.0,58.9,57.2,0,0,0,0,0,7,0,1,2,0,4,3,20,6.7,15,9,0,0,1,85.4,1,0
Eric Smith,3042,S,14,NYJ,320,15,106,199,69.4,72.3,70.6,87.8,62.2,4,0,1,3,0,25,3,1,8,0,15,10,111,11.1,62,20,0,0,4,88.5,0,0
Calvin Lowry,3047,S,14,TEN,747,4,241,502,50.6,64.9,57.9,82.1,43.8,0,0,0,0,1,39,13,10,10,0,30,20,355,17.8,101,69,4,2,5,118.8,0,0
Ko Simpson,3050,S,1,BUF,7,0,5,2,63.9,60.0,75.2,,62.3,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Gabe Watson,3052,DI,16,ARZ,480,224,249,7,63.9,71.8,69.6,50.0,50.1,1,0,0,1,2,22,8,2,18,0,1,1,7,7.0,7,7,0,0,0,95.8,1,0
Leon Williams,3055,LB,16,CLV,689,72,230,387,50.5,44.3,80.7,57.0,56.6,11,5,1,5,0,56,9,4,27,0,47,36,395,11.0,141,35,3,0,3,122.2,2,0
Victor Adeyanju,3058,ED,15,STR,467,212,251,4,70.8,83.9,78.9,48.6,52.8,15,0,4,11,1,27,7,1,21,0,2,2,16,8.0,10,13,0,0,0,100.0,0,0
Will Blackmon,3060,CB,6,GB,75,1,24,50,58.4,53.8,75.8,60.0,59.4,0,0,0,0,0,2,1,0,0,0,8,1,5,5.0,0,5,0,0,1,39.6,0,0
Stephen Tulloch,3061,LB,13,TEN,153,1,76,76,70.8,69.9,66.8,59.6,65.4,0,0,0,0,0,26,2,3,15,0,5,4,43,10.8,15,18,0,0,0,102.5,0,0
Jamar Williams,3065,LB,5,CHI,115,5,63,47,57.4,54.0,86.0,79.1,56.3,2,1,0,1,1,13,1,0,8,0,4,3,21,7.0,20,14,0,0,0,86.5,0,0
Domata Peko Sr.,3068,DI,16,CIN,639,334,300,5,76.0,78.7,74.6,57.3,64.5,17,2,6,9,1,38,14,1,31,0,0,0,0,,0,,0,0,0,0.0,0,0
Barry Cofield,3069,DI,16,NYG,527,253,272,2,68.5,65.1,75.7,61.8,67.0,14,1,1,12,1,21,5,5,15,0,0,0,0,,0,,0,0,0,0.0,1,0
Elvis Dumervil,3071,ED,16,DEN,728,423,299,6,73.8,51.5,54.0,88.1,67.4,55,14,6,35,4,20,4,4,26,4,1,1,6,6.0,1,6,0,1,0,52.1,9,1
Ray Edwards,3072,ED,12,MIN,606,393,208,5,79.9,87.4,65.8,64.8,67.8,42,6,5,31,2,23,5,5,24,3,2,1,7,7.0,1,7,0,0,0,58.3,3,0
Kyle Williams,3079,DI,16,BUF,763,407,325,31,60.8,69.7,61.3,51.9,55.8,16,3,2,11,0,31,8,4,24,0,1,1,-4,-4.0,0,-4,0,0,0,79.2,1,0
Rob Ninkovich,3080,ED,1,MIA,2,2,0,0,56.9,,,56.9,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Pat Watkins,3083,S,14,DAL,285,0,35,250,47.6,67.0,69.9,,46.3,0,0,0,0,0,12,3,2,3,0,13,7,69,9.9,21,16,1,1,1,62.7,1,0
Parys Haralson,3085,ED,16,SF,561,184,285,92,63.3,68.8,71.2,58.6,51.6,21,4,1,16,0,23,4,3,17,0,8,6,86,14.3,44,24,1,0,0,149.0,2,0
Dawan Landry,3091,S,16,BLT,1005,59,447,499,60.5,83.7,76.9,48.6,52.0,4,1,1,2,0,65,13,6,22,0,42,29,301,10.4,79,39,3,0,5,113.3,2,0
Greg Blue,3094,S,4,DET,54,1,7,46,73.1,61.8,63.5,57.9,70.6,0,0,0,0,0,7,1,1,3,0,4,2,12,6.0,3,9,0,0,0,56.3,0,0
Tim Dobbins,3096,LB,13,SD,83,7,42,34,30.0,54.8,41.7,52.0,29.1,0,0,0,0,0,9,3,3,3,0,8,8,97,12.1,37,18,0,0,0,117.2,0,0
Anthony Montgomery,3098,DI,16,WAS,669,357,305,7,67.2,67.7,61.1,61.2,55.5,18,1,2,15,4,25,5,2,22,0,0,0,0,,0,,0,0,0,0.0,0,0
Charlie Peprah,3103,S,4,GB,58,0,7,51,52.7,56.0,80.1,,55.5,0,0,0,0,0,2,0,0,0,0,2,1,16,16.0,0,16,0,0,0,77.1,0,0
Mark Anderson,3104,ED,14,CHI,620,335,274,11,56.0,50.4,66.5,63.0,63.6,30,7,3,20,1,20,3,4,18,1,1,0,0,,0,,0,0,0,39.6,3,1
Brent Hawkins,3105,ED,14,JAX,249,177,58,14,51.8,52.4,73.1,56.6,57.2,18,4,2,12,0,2,0,0,4,0,1,1,11,11.0,4,11,0,0,0,112.5,1,1
Omar Gaither,3113,LB,16,PHI,974,141,388,445,69.6,69.2,76.3,54.1,75.1,16,0,4,12,1,81,11,10,44,1,55,38,361,9.5,248,32,1,1,6,85.5,4,1
Jesse Mahelona,3114,DI,1,ATL,2,2,0,0,59.6,,,59.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Reed Doughty,3118,S,11,WAS,382,32,122,228,69.0,88.4,82.4,63.3,59.0,3,1,1,1,0,29,8,3,12,0,25,14,132,9.4,60,23,2,0,2,97.4,2,0
Keith Ellison,3123,LB,12,BUF,423,18,223,182,64.8,55.6,81.4,60.9,73.4,2,1,0,1,0,30,6,2,12,0,26,14,157,11.2,130,43,1,1,2,68.9,0,0
Babatunde Oshinowo,3126,DI,1,CHI,8,2,6,0,63.5,62.6,66.8,59.2,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Montavious Stanley,3127,DI,14,ATL,420,192,228,0,72.3,74.2,76.4,56.3,66.3,6,0,0,6,0,23,4,2,17,0,0,0,0,,0,,0,0,0,0.0,1,0
Johnny Jolly,3128,DI,10,GB,277,149,128,0,79.0,86.8,61.6,55.9,64.2,5,1,1,3,5,13,3,3,10,0,0,0,0,,0,,0,0,0,0.0,1,0
Drew Coleman,3134,CB,8,NYJ,87,18,8,61,77.0,54.8,80.4,73.2,73.9,3,0,0,3,0,3,1,0,0,0,8,4,43,10.8,20,18,0,1,1,26.6,0,0
Jeremy Mincey,3136,ED,6,JAX,117,68,48,1,73.8,76.7,73.5,65.8,56.9,10,2,2,6,1,6,0,0,7,0,1,1,11,11.0,7,11,0,0,0,112.5,0,0
Marcus Hudson,3137,CB,9,SF,135,18,20,97,69.6,49.5,77.9,49.1,77.0,1,0,0,1,0,16,2,1,6,0,19,15,93,6.2,34,12,0,0,1,87.1,2,1
Kedric Golston,3141,DI,15,WAS,263,142,119,2,64.0,67.5,58.8,55.0,62.5,6,1,0,5,1,11,1,3,10,0,0,0,0,,0,,0,0,0,0.0,1,0
LaJuan Ramsey,3149,DI,9,PHI,135,58,77,0,58.0,61.9,71.9,55.5,60.0,2,0,2,0,0,4,0,1,3,0,0,0,0,,0,,0,0,0,0.0,1,0
LeKevin Smith,3151,DI,8,NE,62,42,20,0,66.4,74.3,69.1,54.3,,1,0,0,1,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Antoine Bethea,3152,S,13,IND,731,2,313,416,72.8,74.0,75.9,54.7,71.5,0,0,0,0,0,45,13,6,11,0,16,8,155,19.4,18,55,1,5,2,65.4,3,1
Derrick Martin,3153,CB,11,BLT,360,4,166,190,49.3,55.9,35.7,44.1,49.9,1,0,0,1,0,22,0,7,5,0,32,19,340,17.9,86,59,5,2,1,109.4,1,1
Fred Evans,3157,DI,11,MIN,118,78,38,2,52.3,60.8,35.7,56.7,55.9,5,1,0,4,0,2,0,1,3,0,0,0,0,,0,,0,0,0,0.0,1,0
Cortland Finnegan,3160,CB,16,TEN,1000,11,362,627,73.6,78.2,61.2,93.0,70.6,4,1,1,2,0,77,5,9,25,1,97,59,630,10.7,175,48,2,1,9,82.4,5,0
Tim McGarigle,3166,LB,1,STR,1,0,0,1,24.2,,74.9,,46.4,0,0,0,0,0,1,0,0,0,0,1,1,26,26.0,27,26,0,0,0,118.8,0,0
Chase Page,3170,ED,6,MIA,86,34,52,0,78.6,76.0,73.0,65.3,60.0,2,0,0,2,0,3,5,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Rodrique Wright,3171,DI,13,MIA,631,288,342,1,54.9,56.6,78.4,53.2,39.1,13,2,1,10,1,32,5,2,26,0,0,0,0,,0,,0,0,0,0.0,0,0
Jarrad Page,3173,S,16,KC,876,9,419,448,63.4,69.6,58.5,38.2,59.7,0,0,0,0,0,42,14,10,15,1,33,19,312,16.4,127,42,3,3,2,81.9,0,0
Stanley McClover,3182,ED,11,CAR,247,135,106,6,48.1,54.0,57.5,51.4,55.4,12,2,1,9,0,5,3,1,4,1,1,1,22,22.0,4,22,0,0,0,118.8,1,1
T.J. Rushing,3183,CB,7,IND,172,0,53,119,58.2,65.6,80.0,,56.7,0,0,0,0,0,20,1,1,5,0,25,20,185,9.3,34,19,1,0,1,110.8,0,0
Anthony Cannon,3192,LB,3,DET,13,1,11,1,55.1,56.5,,59.9,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Dave Tollefson,3198,ED,3,NYG,19,5,13,1,72.4,64.1,69.5,73.5,60.0,2,0,1,1,0,2,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Colin Allred,3207,LB,2,TEN,5,0,3,2,66.7,61.4,,,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Remi Ayodele,3212,DI,7,DAL,54,28,26,0,65.4,79.4,73.6,50.9,,0,0,0,0,0,5,0,1,3,1,0,0,0,,0,,0,0,0,0.0,1,0
Stephen Bowen,3242,DI,16,DAL,312,219,93,0,66.2,72.1,76.0,54.2,64.9,15,0,5,10,0,14,3,1,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Ricky Brown,3253,LB,11,OAK,49,1,33,15,53.1,60.2,41.5,59.1,45.8,0,0,0,0,0,3,1,1,3,0,1,1,2,2.0,0,2,1,0,0,118.8,0,0
Copeland Bryan,3258,ED,2,BUF,8,5,3,0,28.4,53.1,,52.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Antwon Burton,3260,DI,6,DEN,136,55,80,1,57.8,53.8,71.0,55.3,62.4,2,0,1,1,0,4,1,0,3,0,0,0,0,,0,,0,0,1,0.0,0,0
Jarrett Bush,3261,CB,14,GB,500,0,129,371,46.6,62.7,28.5,,45.6,0,0,0,0,0,18,1,8,6,0,51,28,332,11.9,87,30,5,0,5,107.6,4,1
John Busing,3262,S,7,CIN,46,1,8,37,61.2,47.4,81.5,59.2,66.3,0,0,0,0,0,3,1,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Jeff Charleston,3269,ED,13,IND,255,143,112,0,63.0,65.4,76.8,59.2,60.0,7,1,1,5,2,16,1,0,12,1,0,0,0,,0,,0,0,0,0.0,1,0
Sean Conover,3276,ED,5,TEN,33,15,18,0,48.6,48.0,27.4,58.3,,1,0,0,1,0,1,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0
John DiGiorgio,3295,LB,16,BUF,920,98,399,423,54.2,49.0,73.1,61.4,60.2,16,3,4,9,1,85,19,13,43,0,52,40,407,10.2,232,35,1,1,3,97.2,1,0
Kevin Dockery,3298,CB,12,NYG,502,8,159,335,70.3,65.7,74.0,59.3,69.6,1,0,1,0,0,31,6,2,9,0,44,27,331,12.3,77,44,3,0,5,107.3,0,0
Abram Elam,3301,S,10,NYJ,418,13,249,156,69.0,78.3,76.8,57.5,62.1,2,0,1,1,0,41,10,6,14,0,14,10,98,9.8,50,19,0,0,2,90.8,1,0
John Eubanks,3305,CB,2,WAS,26,0,6,20,42.2,60.0,61.6,,40.8,0,0,0,0,0,5,0,1,1,0,8,6,92,15.3,32,30,0,0,0,112.5,0,0
Steve Fifita,3312,DI,13,MIA,236,82,154,0,65.1,68.3,35.1,61.0,60.0,6,0,3,3,0,7,6,4,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Jamaal Fudge,3315,S,8,JAX,120,3,39,78,75.7,80.8,52.9,53.5,68.6,0,0,0,0,0,5,2,2,1,1,6,2,30,15.0,9,23,0,1,1,11.1,0,0
Cletis Gordon,3323,CB,7,SD,55,0,12,43,66.3,61.9,66.4,,65.9,0,0,0,0,0,5,2,1,1,0,11,6,38,6.3,11,10,0,0,2,61.9,2,0
Charles Gordon,3324,CB,15,MIN,378,12,72,294,73.5,28.8,39.8,43.4,82.5,1,0,1,0,0,27,1,8,11,0,43,30,302,10.1,189,24,0,1,3,79.8,2,1
Steve Gregory,3326,S,6,SD,40,0,7,33,78.0,60.0,76.0,,73.5,0,0,0,0,0,2,0,0,2,0,3,2,13,6.5,2,7,0,0,0,75.7,0,0
LaMarcus Hicks,3350,S,3,DET,24,1,7,16,63.5,66.0,80.1,59.5,60.3,0,0,0,0,0,3,1,0,1,0,2,2,22,11.0,10,15,0,0,0,112.5,1,0
Kevin Hobbs,3352,CB,4,SEA,27,3,0,24,64.0,,31.5,50.0,66.3,0,0,0,0,0,1,0,1,0,0,5,3,45,15.0,37,23,0,0,1,89.6,0,0
Jason Hunter,3360,ED,7,GB,84,61,19,4,48.7,60.5,68.1,45.5,60.8,2,0,1,1,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brian Iwuh,3366,LB,12,JAX,128,12,51,65,58.6,66.6,72.7,51.3,54.4,1,0,1,0,0,8,3,1,2,1,8,5,64,12.8,57,23,1,0,0,127.1,0,0
Rashad Jeanty,3375,LB,9,CIN,257,24,156,77,74.5,69.4,60.5,54.8,77.4,0,0,0,0,0,22,3,4,13,1,9,8,57,7.1,39,13,0,0,1,93.1,0,0
William Kershaw,3382,LB,1,KC,1,0,1,0,60.0,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lance Laury,3389,LB,1,SEA,8,0,8,0,64.2,62.7,73.3,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Madison,3407,CB,1,PIT,4,0,1,3,63.2,60.0,,,62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Grant Mason,3412,CB,1,PIT,8,0,2,6,28.3,60.0,23.1,,29.6,0,0,0,0,0,0,0,1,0,0,1,1,18,18.0,16,18,0,0,0,118.8,0,0
Corey Mays,3416,LB,5,CIN,84,1,45,38,54.9,47.2,80.0,59.2,65.9,0,0,0,0,0,2,3,0,1,0,1,1,7,7.0,9,7,0,0,0,95.8,0,0
Tony McDaniel,3423,DI,4,JAX,61,33,27,1,61.1,61.7,70.3,56.8,60.1,2,0,0,2,0,4,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon McKinney,3427,DI,14,SD,247,127,120,0,65.0,68.9,78.7,50.1,74.9,2,0,0,2,1,16,5,0,14,0,0,0,0,,0,,0,0,0,0.0,0,0
Jayme Mitchell,3435,ED,10,MIN,177,113,62,2,59.7,59.8,33.2,58.3,59.3,12,1,2,9,0,5,1,1,5,0,1,1,2,2.0,0,2,0,0,0,79.2,0,0
Ryan Neill,3441,ED,7,BUF,33,18,14,1,56.6,49.4,68.1,55.9,61.2,1,0,1,0,0,1,0,0,1,0,1,1,2,2.0,2,2,0,0,0,79.2,0,0
Ronnie Prude,3473,CB,10,BLT,151,5,47,99,67.7,54.4,45.5,49.2,70.0,0,0,0,0,0,9,0,2,3,0,16,9,95,10.6,37,32,1,0,2,94.5,0,0
Chris Reis,3478,S,1,NO,39,0,4,35,67.5,60.0,50.4,,65.3,0,0,0,0,0,4,0,1,1,0,3,3,56,18.7,1,39,0,0,0,118.8,0,0
Khreem Smith,3514,ED,2,KC,18,8,10,0,60.2,62.3,,55.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Tramon Williams,3558,CB,6,GB,168,0,41,127,68.8,54.0,82.1,,70.0,0,0,0,0,0,10,0,0,2,0,18,9,143,15.9,28,37,1,1,3,72.2,1,0
Pierre Woods,3562,ED,7,NE,41,19,20,2,52.6,56.2,71.6,49.6,63.1,0,0,0,0,0,2,0,0,1,0,1,1,2,2.0,7,2,0,0,0,79.2,0,0
Brent Grimes,3589,CB,2,ATL,66,0,20,46,54.7,86.3,63.3,,48.5,0,0,0,0,0,10,0,1,2,0,11,8,89,11.1,15,25,0,0,0,96.4,0,0
Gaines Adams,3620,ED,16,TB,598,358,232,8,70.9,66.5,73.5,66.0,67.1,39,7,9,23,1,29,2,2,23,2,0,0,0,,0,,0,0,1,0.0,2,0
LaRon Landry,3622,S,16,WAS,1042,49,355,638,67.9,73.6,76.7,78.5,65.2,11,2,2,7,0,58,13,8,13,0,25,12,133,11.1,25,22,1,0,4,77.6,4,0
Jamaal Anderson,3624,ED,16,ATL,851,456,384,11,55.6,67.7,60.6,47.5,58.1,29,0,6,23,1,33,5,1,28,1,2,0,0,,0,,0,0,0,39.6,2,0
Amobi Okoye,3626,DI,16,HST,800,487,310,3,50.1,49.2,55.1,57.0,58.6,26,6,4,16,1,19,3,3,21,1,0,0,0,,0,,0,0,0,0.0,4,0
Patrick Willis,3627,LB,16,SF,1110,82,494,534,86.8,84.0,83.1,62.3,83.6,15,5,3,7,0,138,23,14,79,2,69,51,425,8.3,301,31,2,0,3,99.0,2,0
Adam Carriker,3629,DI,16,STR,688,353,335,0,65.9,65.5,77.1,56.7,76.2,16,2,4,10,3,21,6,0,20,0,0,0,0,,0,,0,0,0,0.0,3,1
Darrelle Revis,3630,CB,16,NYJ,1018,11,489,518,73.3,71.2,82.9,68.3,73.0,3,0,2,1,0,72,9,6,19,1,95,59,748,12.7,252,85,4,3,11,87.5,6,1
Lawrence Timmons,3631,LB,4,PIT,22,6,6,10,47.8,69.7,26.2,60.8,50.4,1,0,0,1,0,1,0,1,1,0,1,1,16,16.0,12,16,0,0,0,118.8,1,0
Justin Harrell,3632,DI,7,GB,163,68,95,0,55.2,59.5,55.1,53.1,60.0,1,0,0,1,0,8,3,1,8,0,0,0,0,,0,,0,0,0,0.0,2,0
Jarvis Moss,3633,ED,6,DEN,134,51,80,3,74.1,73.1,73.5,65.2,58.7,6,1,0,5,0,7,0,1,7,1,0,0,0,,0,,0,0,0,0.0,0,0
Leon Hall,3634,CB,16,CIN,850,31,333,486,66.3,69.2,73.4,69.8,63.2,3,0,1,2,0,54,5,5,13,1,87,65,708,10.9,154,42,9,5,5,108.8,1,0
Michael Griffin,3635,S,11,TEN,648,7,265,376,65.7,64.6,54.8,50.4,66.3,0,0,0,0,0,32,5,7,10,1,29,16,97,6.1,25,18,4,3,4,62.0,1,0
Aaron Ross,3636,CB,15,NYG,682,44,237,401,58.5,65.4,54.2,67.3,55.8,9,2,2,5,0,39,4,8,14,0,59,45,543,12.1,144,60,7,3,4,122.4,2,1
Reggie Nelson,3637,S,16,JAX,902,18,312,572,61.8,81.0,69.7,88.0,53.5,3,1,1,1,0,48,5,8,6,1,39,22,379,17.2,147,57,2,5,5,67.1,2,0
Brandon Meriweather,3640,S,15,NE,166,1,42,123,59.1,56.5,50.0,60.0,59.7,0,0,0,0,0,9,3,3,4,0,13,8,73,9.1,25,15,1,0,1,102.4,0,0
Jon Beason,3641,LB,16,CAR,960,60,438,462,66.7,75.2,90.2,56.0,58.6,6,0,3,3,0,113,28,8,61,0,67,45,373,8.3,216,26,2,1,5,85.0,2,0
Anthony Spencer,3642,ED,16,DAL,407,153,171,83,63.2,70.6,62.3,62.4,48.7,18,3,5,10,0,15,4,3,14,1,8,7,67,9.6,60,20,0,0,0,101.6,1,0
Alan Branch,3649,DI,11,ARZ,144,72,67,5,61.6,66.6,53.1,53.3,54.8,4,0,2,2,0,7,2,1,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Paul Posluszny,3650,LB,3,BUF,157,10,72,75,67.2,77.7,79.5,57.8,53.8,1,0,0,1,0,19,4,1,8,0,8,7,80,11.4,59,27,1,0,0,147.9,0,0
Eric Weddle,3653,S,15,SD,460,39,112,309,73.5,74.5,82.6,68.2,72.2,5,1,3,1,1,38,5,3,13,0,43,30,279,9.3,93,25,1,1,2,85.3,2,0
Chris Houston,3657,CB,16,ATL,655,0,269,386,52.5,63.1,47.1,,52.1,0,0,0,0,0,53,1,8,14,1,86,58,793,13.7,240,45,7,0,8,123.8,5,2
Lamarr Woodley,3662,ED,10,PIT,128,52,38,38,70.1,67.6,49.0,75.6,53.8,10,4,3,3,0,8,0,2,9,1,3,3,37,12.3,22,22,0,0,0,118.1,0,0
David Harris,3663,LB,16,NYJ,737,102,348,287,64.5,53.2,78.1,68.5,71.7,14,5,5,4,0,78,29,10,45,2,35,26,182,7.0,128,27,1,0,2,95.2,2,1
Justin Durant,3664,LB,12,JAX,391,41,151,199,57.2,64.8,66.0,75.0,44.7,10,1,3,6,0,37,11,5,20,0,34,22,210,9.5,154,25,2,1,1,89.1,0,0
Eric Wright,3669,CB,13,CLV,791,3,321,467,60.1,86.3,74.0,77.3,53.9,2,1,0,1,0,67,4,6,23,0,98,59,655,11.1,244,41,5,1,7,92.9,3,0
Turk McBride,3670,DI,16,KC,266,166,99,1,52.7,62.3,46.5,52.9,56.4,8,1,2,5,1,11,1,3,10,0,1,1,5,5.0,11,5,0,0,0,87.5,3,0
Josh Wilson,3671,CB,8,SEA,73,10,8,55,73.1,66.1,77.5,80.4,68.2,2,0,0,2,0,3,1,0,1,0,5,2,30,15.0,17,18,0,0,0,60.4,0,0
Tim Crowder,3672,ED,13,DEN,395,230,158,7,36.1,37.6,55.0,52.6,52.3,15,4,1,10,0,8,4,0,10,1,1,1,29,29.0,35,29,0,0,0,118.8,1,0
Victor Abiamiri,3673,ED,6,PHI,61,34,26,1,61.0,70.7,71.0,56.1,60.0,4,0,1,3,0,3,1,0,3,0,0,0,0,,0,,0,0,0,0.0,1,0
Ikaika Alama-Francis,3674,ED,6,DET,111,57,52,2,61.6,66.0,53.6,53.1,60.2,2,0,1,1,0,6,3,1,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Gerald Alexander,3677,S,16,DET,1057,14,418,625,63.1,52.8,54.7,78.8,65.4,3,2,0,1,0,55,17,17,12,0,19,15,165,11.0,44,24,3,2,2,102.9,0,0
Quentin Moses,3681,ED,7,MIA,117,76,35,6,51.7,60.4,76.5,53.0,50.1,5,2,1,2,0,6,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Usama Young,3682,CB,6,NO,122,4,29,89,55.4,65.7,47.1,50.3,57.6,1,0,0,1,0,9,1,2,2,0,12,10,116,11.6,29,31,1,0,2,134.7,1,0
Quincy Black,3684,LB,4,TB,61,5,39,17,50.9,67.7,64.9,55.7,30.5,0,0,0,0,0,7,0,1,0,0,4,4,50,12.5,44,23,1,0,0,158.3,0,0
Marcus McCauley,3688,CB,15,MIN,694,0,197,497,50.4,66.9,50.8,,47.8,1,0,1,0,0,55,5,10,13,0,86,55,671,12.2,235,33,4,0,7,103.4,2,0
Jay Alford,3697,DI,14,NYG,116,67,49,0,64.1,67.2,69.0,61.5,,5,1,1,3,0,0,1,1,1,0,0,0,0,,0,,0,0,0,0.0,1,0
Tank Tyler,3698,DI,15,KC,306,136,170,0,45.8,52.5,30.0,50.3,60.0,4,0,0,4,0,3,2,1,3,0,0,0,0,,0,,0,0,0,0.0,2,0
Charles Johnson,3699,ED,3,CAR,133,78,50,5,52.0,68.3,29.0,49.0,48.9,4,0,0,4,0,4,1,4,3,0,2,1,7,7.0,10,7,0,0,0,58.3,0,0
Jonathan Wade,3700,CB,10,STR,227,0,64,163,52.8,30.4,43.3,,56.0,0,0,0,0,0,15,3,4,3,0,23,18,246,13.7,75,33,2,1,0,122.1,1,1
Brandon Mebane,3701,DI,16,SEA,473,254,214,5,68.0,77.6,75.5,49.9,57.1,7,2,0,5,0,21,2,3,19,0,0,0,0,,0,,0,0,0,0.0,0,0
Stewart Bradley,3703,LB,5,PHI,97,12,25,60,76.4,57.6,61.8,64.4,83.2,1,1,0,0,0,9,0,2,7,0,7,5,28,5.6,23,12,0,1,0,38.7,1,0
Aaron Rouse,3705,S,9,GB,326,1,117,208,82.0,65.9,67.8,60.0,81.6,0,0,0,0,0,23,2,3,8,0,6,3,27,9.0,2,17,0,2,2,22.9,0,0
Dante Hughes,3711,CB,6,IND,134,0,25,109,66.1,58.1,79.6,,66.2,0,0,0,0,0,6,0,0,3,0,10,5,87,17.4,46,48,1,0,1,113.3,0,0
Ray McDonald,3713,DI,9,SF,114,66,48,0,55.4,63.7,71.8,54.5,61.0,4,1,1,2,0,3,0,0,2,0,0,0,0,,0,,0,0,0,0.0,2,0
Quinn Pitcock,3714,DI,9,IND,167,82,85,0,59.5,60.5,73.8,59.7,60.0,4,2,1,1,0,10,2,0,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Brian Robison,3718,ED,16,MIN,468,324,137,7,58.3,50.9,51.5,59.6,64.7,35,5,3,27,0,12,7,4,12,1,0,0,0,,0,,0,0,0,0.0,0,0
Tanard Jackson,3722,S,16,TB,907,6,380,521,57.1,61.4,40.8,45.8,54.9,0,0,0,0,0,49,4,14,8,1,39,20,304,15.2,92,58,2,2,7,73.0,0,0
Paul Soliai,3724,DI,8,MIA,115,35,79,1,30.3,30.1,71.5,51.3,59.5,0,0,0,0,0,4,1,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Stephen Nicholas,3725,LB,10,ATL,216,10,122,84,68.3,67.0,80.3,64.1,64.8,1,1,0,0,0,23,5,1,9,0,10,9,72,8.0,52,18,0,0,0,96.7,1,0
Marvin White,3730,S,10,CIN,228,5,81,142,54.5,64.6,61.0,64.3,54.2,0,0,0,0,1,11,4,4,3,0,11,7,134,19.1,42,47,0,0,2,105.9,1,1
Baraka Atkins,3736,ED,12,SEA,146,59,81,6,50.2,51.5,73.7,50.6,60.9,2,0,1,1,2,7,2,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Marcus Thomas,3737,DI,16,DEN,476,261,212,3,52.5,57.0,30.1,47.1,63.9,9,0,3,6,0,15,4,3,10,1,0,0,0,,0,,0,1,0,0.0,1,1
Fred Bennett,3739,CB,12,HST,637,1,242,394,78.2,63.5,67.1,60.0,80.1,0,0,0,0,0,49,7,8,16,2,80,48,430,9.0,172,31,4,3,11,75.5,3,1
