player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Fabian Washington,2240,CB,15,OAK,513,0,201,312,50.1,36.2,29.1,,54.3,0,0,0,0,0,32,5,13,6,1,53,38,542,14.3,224,37,4,1,4,121.7,1,0
Luis Castillo,2245,DI,10,SD,408,257,150,1,80.5,84.1,78.6,63.1,63.7,18,4,3,11,1,18,9,1,18,0,0,0,0,,0,,0,0,0,0.0,0,0
Marlin Jackson,2246,CB,16,IND,872,14,386,472,74.5,74.4,63.6,64.2,73.7,3,1,1,1,0,65,10,9,25,1,71,52,454,8.7,261,22,0,1,0,83.9,3,1
Mike Patterson,2248,DI,16,PHI,768,414,354,0,81.5,79.8,80.3,69.6,65.0,33,5,4,24,0,47,3,3,41,1,0,0,0,,0,,0,0,0,0.0,2,0
Brodney Pool,2251,S,16,CLV,1024,21,428,575,76.4,84.4,91.1,71.0,72.4,6,1,2,3,0,50,8,2,15,0,25,14,209,14.9,71,40,1,2,2,63.6,3,0
Barrett Ruud,2253,LB,15,TB,892,38,385,469,85.6,87.5,78.0,63.4,76.0,7,0,1,6,0,85,18,9,46,3,38,26,300,11.5,116,49,0,2,0,70.1,0,0
Shaun Cody,2254,DI,15,DET,350,194,156,0,55.5,54.5,73.8,58.2,64.0,12,0,1,11,0,12,1,1,9,0,0,0,0,,0,,0,1,0,0.0,2,0
Stanford Routt,2255,CB,16,OAK,730,2,324,404,56.0,65.0,83.0,55.8,53.2,0,0,0,0,0,40,4,2,7,0,58,38,569,15.0,145,80,3,3,1,93.2,0,0
Josh Bullocks,2257,S,14,NO,820,23,329,468,56.4,72.6,81.7,83.8,46.6,7,1,2,4,0,63,17,9,17,2,31,19,380,20.0,105,73,3,3,4,96.9,1,1
Kevin Burnett,2259,LB,16,DAL,407,51,69,287,77.6,66.4,70.9,76.7,75.7,11,0,5,6,0,36,5,4,15,0,35,29,240,8.3,175,24,1,0,1,104.8,1,0
Corey Webster,2260,CB,11,NYG,294,2,102,190,62.0,36.4,48.6,76.9,64.7,1,0,0,1,0,12,1,3,3,0,18,11,229,20.8,96,46,0,1,2,81.9,3,0
Lofa Tatupu,2262,LB,16,SEA,1031,139,396,496,84.6,70.8,71.6,52.5,90.7,12,1,6,5,3,90,22,13,53,3,59,40,386,9.7,230,55,1,4,2,63.2,2,0
Matt Roth,2263,ED,13,MIA,554,260,292,2,69.1,67.7,57.9,63.0,58.1,24,3,4,17,1,28,9,3,25,1,0,0,0,,0,,0,0,0,0.0,0,0
Ronald Bartell,2267,CB,16,STR,821,50,321,450,55.0,69.0,71.3,52.6,52.2,6,1,1,4,0,64,4,6,18,2,72,53,645,12.2,266,83,2,2,6,98.4,2,0
Nick Collins,2268,S,13,GB,724,5,308,411,64.2,79.5,60.0,90.9,55.4,2,0,1,1,0,46,4,9,12,0,28,10,200,20.0,114,34,1,0,7,73.5,1,0
Justin Miller,2274,CB,1,NYJ,6,0,0,6,27.5,,72.5,,28.0,0,0,0,0,0,1,0,0,0,0,3,3,60,20.0,23,33,0,0,0,118.8,0,0
Jonathan Babineaux,2276,DI,14,ATL,759,423,336,0,66.3,66.0,78.6,60.0,68.8,20,3,2,15,3,33,8,3,29,2,0,0,0,,0,,0,0,0,0.0,2,0
Kelvin Hayden,2277,CB,16,IND,893,0,387,506,78.4,71.6,59.8,,77.4,0,0,0,0,0,71,5,12,16,2,82,56,529,9.4,170,48,1,2,6,79.8,1,0
Bryant McFadden,2279,CB,13,PIT,379,5,69,305,70.1,76.3,69.3,48.8,68.9,0,0,0,0,0,19,1,2,3,0,42,18,185,10.3,47,20,0,1,1,46.2,2,0
Matt McCoy,2280,LB,1,PHI,13,3,0,10,66.0,,75.1,57.5,67.1,0,0,0,0,0,1,1,0,1,0,2,2,19,9.5,6,10,0,0,0,106.3,0,0
O.J. Atogwe,2283,S,16,STR,1008,30,428,550,90.4,81.4,90.6,35.1,91.3,1,0,1,0,0,67,9,3,17,1,37,21,358,17.0,130,52,3,8,4,77.1,4,0
Channing Crowder,2287,LB,11,MIA,570,37,328,205,49.4,59.1,72.6,76.7,37.5,6,0,2,4,0,63,15,7,31,0,24,21,202,9.6,149,19,3,0,1,141.3,2,0
Stanley Wilson,2289,CB,9,DET,391,0,134,257,37.8,29.0,44.0,,42.1,0,0,0,0,0,30,6,8,3,1,47,37,493,13.3,172,68,3,0,2,131.6,1,0
Justin Tuck,2291,ED,16,NYG,684,413,251,20,81.6,85.7,68.5,66.4,61.1,45,10,11,24,0,41,9,3,43,1,4,2,24,12.0,11,13,0,0,0,68.8,1,0
Eric Green,2292,CB,11,ARZ,675,3,250,422,72.8,57.5,63.7,52.3,76.1,0,0,0,0,0,52,4,7,15,0,72,52,535,10.3,172,43,5,0,6,116.4,3,0
Karl Paymah,2293,CB,13,DEN,347,1,91,255,60.4,71.4,59.4,60.0,59.3,0,0,0,0,0,14,3,3,0,0,33,16,215,13.4,107,49,3,2,2,74.7,4,1
Kirk Morrison,2295,LB,16,OAK,981,20,476,485,80.0,66.1,71.7,72.2,85.2,3,1,1,1,0,95,18,13,59,0,53,31,325,10.5,266,53,0,4,2,44.9,0,0
Ellis Hobbs,2301,CB,16,NE,919,3,336,580,57.6,53.8,69.5,93.6,56.5,1,1,0,0,0,55,4,7,7,1,92,51,725,14.2,146,52,4,1,9,91.1,4,1
Scott Starks,2304,CB,9,JAX,151,2,43,106,71.1,52.1,70.4,55.0,73.8,0,0,0,0,0,8,0,1,1,0,14,7,90,12.9,38,20,1,1,2,64.6,0,0
Sione Pouha,2305,DI,16,NYJ,266,107,159,0,88.3,89.9,81.5,59.3,,6,0,0,6,1,39,2,1,33,0,0,0,0,,0,,0,0,0,0.0,0,0
Darryl Blackstock,2312,ED,12,ARZ,233,156,60,17,49.9,64.1,48.5,46.5,58.6,7,1,0,6,0,5,2,1,4,0,1,0,0,,0,,0,0,0,39.6,1,0
Domonique Foxworth,2314,S,14,DEN,586,6,224,356,51.1,55.9,48.5,51.6,50.5,1,0,0,1,0,36,8,10,9,1,33,22,264,12.0,80,30,3,0,4,121.3,0,0
Leroy Hill,2315,LB,14,SEA,838,72,333,433,78.0,79.6,90.1,80.4,71.6,13,3,4,6,0,64,17,2,46,4,48,32,287,9.0,233,35,1,0,3,89.5,2,0
Sean Considine,2319,S,8,PHI,462,19,181,262,67.3,76.1,57.3,62.1,61.0,2,0,2,0,0,27,8,7,12,0,13,6,109,18.2,39,44,2,1,1,83.0,0,0
Travis Daniels,2321,CB,16,MIA,496,6,189,301,54.5,82.9,68.7,65.0,47.5,1,0,1,0,0,27,3,3,9,0,36,22,387,17.6,97,70,5,1,1,125.8,4,0
Vincent Fuller,2325,CB,16,TEN,368,29,61,278,65.8,47.3,49.5,59.8,67.4,4,1,1,2,0,25,5,6,12,0,36,25,217,8.7,134,29,1,2,1,71.2,1,0
Jerome Carter,2334,S,2,STR,28,1,21,6,67.4,65.3,79.1,60.0,64.5,0,0,0,0,0,1,1,0,1,0,1,0,0,,0,,0,0,0,39.6,0,0
Kerry Rhodes,2340,S,16,NYJ,1025,43,501,481,91.4,93.1,91.2,92.3,83.7,12,3,5,4,1,50,8,3,13,2,29,14,195,13.9,32,46,3,5,4,65.2,2,2
Brady Poppinga,2342,LB,16,GB,554,53,303,198,58.5,60.2,65.9,61.8,56.6,10,0,3,7,0,44,10,8,28,0,23,19,199,10.5,134,28,0,1,0,84.6,2,0
Chauncey Davis,2345,ED,16,ATL,539,268,261,10,58.3,62.3,70.6,54.4,60.8,14,2,4,8,1,26,3,2,16,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Canty,2349,DI,16,DAL,682,410,272,0,79.8,88.4,68.4,60.3,,35,4,4,27,2,28,8,5,24,0,0,0,0,,0,,0,0,0,0.0,2,0
James Sanders,2350,S,15,NE,799,15,311,473,76.6,71.4,87.0,40.1,78.1,1,0,0,1,0,47,13,4,10,1,23,15,145,9.7,79,21,1,2,4,61.0,0,0
Matt Giordano,2352,S,8,IND,270,1,110,159,67.3,54.1,42.4,60.0,69.1,0,0,0,0,0,13,1,5,2,0,10,7,75,10.7,43,29,1,2,0,85.4,0,0
Ronald Fields,2354,DI,16,SF,337,155,181,1,65.6,62.3,76.0,61.5,62.9,6,1,0,5,0,10,9,0,7,1,0,0,0,,0,,0,0,0,0.0,0,0
David McMillan,2356,ED,6,CLV,17,12,5,0,46.2,54.2,,50.3,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Trent Cole,2363,ED,16,PHI,893,491,358,44,75.1,64.6,66.9,78.1,64.2,51,15,8,28,0,41,13,4,45,5,6,4,39,9.8,29,18,0,0,1,84.7,5,0
Adam Seward,2366,LB,7,CAR,33,3,17,13,63.3,75.8,47.4,56.3,47.7,0,0,0,0,0,2,1,1,2,0,1,1,5,5.0,5,5,0,0,0,87.5,0,0
Eric King,2373,CB,3,TEN,37,4,7,26,67.3,71.3,28.4,90.3,57.0,1,0,0,1,0,5,0,3,3,0,6,5,30,6.0,22,22,0,0,0,87.5,0,0
Gerald Sensabaugh,2374,S,2,JAX,76,0,50,26,37.2,34.2,24.9,,50.9,0,0,0,0,0,3,1,5,0,0,1,1,21,21.0,2,21,0,0,0,118.8,0,0
Michael Boley,2377,LB,16,ATL,1010,125,451,434,85.7,78.4,90.8,71.8,90.3,27,3,9,15,1,99,16,2,55,2,61,44,404,9.2,268,60,4,2,3,98.0,2,1
Tyjuan Hagler,2390,LB,11,IND,322,12,168,142,67.3,66.0,81.9,65.0,64.8,4,1,1,2,0,34,11,4,18,1,16,13,107,8.2,66,21,0,0,0,94.5,1,0
Anthony Bryant,2395,DI,1,MIA,15,8,7,0,70.7,71.9,68.1,55.2,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Montgomery,2397,ED,9,GB,189,101,88,0,58.9,76.0,74.4,43.5,60.0,1,0,1,0,0,7,5,0,5,0,0,0,0,,0,,0,0,0,0.0,1,0
Chris Harris,2398,S,15,CAR,962,15,418,529,68.3,88.9,64.2,52.4,59.3,3,0,1,2,0,81,7,12,29,8,27,24,289,12.0,109,54,2,1,2,120.5,3,0
Eric Moore,2403,ED,7,STR,154,107,45,2,64.4,71.2,74.8,59.4,60.1,12,3,4,5,1,5,0,0,5,0,0,0,0,,0,,0,0,0,0.0,1,1
C.C. Brown,2405,S,16,HST,1009,14,401,594,55.9,53.5,63.4,63.8,55.8,2,0,0,2,0,65,18,14,20,2,35,21,287,13.7,104,31,3,1,3,102.9,0,0
Jovan Haye,2406,DI,16,TB,777,392,378,7,74.3,73.9,80.5,63.8,59.2,26,6,7,13,2,48,12,2,43,1,2,1,7,7.0,10,7,0,0,1,58.3,0,0
C.J. Mosley,2408,DI,14,NYJ,213,131,81,1,65.3,59.3,75.9,65.1,60.0,14,4,1,9,0,7,4,0,6,1,0,0,0,,0,,0,0,0,0.0,0,0
Jason Jefferson,2410,DI,11,BUF,174,86,87,1,47.2,51.9,26.6,50.0,57.1,2,0,0,2,0,9,0,4,6,0,1,1,20,20.0,4,20,0,0,0,118.8,0,0
Pat Thomas,2411,LB,2,JAX,43,2,32,9,42.4,69.3,65.2,60.0,27.7,0,0,0,0,0,5,0,1,3,0,2,2,47,23.5,26,40,0,0,0,118.8,0,0
Pat Thomas,2411,LB,2,KC,26,0,18,8,42.4,69.3,65.2,60.0,27.7,0,0,0,0,0,5,0,1,3,0,2,2,47,23.5,26,40,0,0,0,118.8,0,0
Daven Holly,2432,CB,12,CLV,544,3,166,375,61.6,67.3,73.8,52.7,60.2,0,0,0,0,0,42,2,4,9,0,65,41,433,10.6,100,42,1,0,4,87.5,2,0
Kevin Vickerson,2433,DI,4,TEN,47,30,16,1,57.7,67.5,69.6,63.0,60.0,2,0,1,1,0,1,2,0,0,0,1,1,41,41.0,38,41,0,0,0,118.8,0,0
Reynaldo Hill,2435,CB,6,TEN,139,2,54,83,57.4,43.2,31.7,56.5,60.5,1,0,0,1,0,11,1,4,2,0,19,14,123,8.8,46,29,1,1,1,86.1,0,0
Rod Wilson,2437,LB,2,CHI,4,0,4,0,67.0,63.6,71.7,,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Jay Ratliff,2441,DI,15,DAL,711,444,248,19,62.7,63.9,48.6,64.6,43.4,33,3,6,24,4,21,5,7,17,0,1,1,2,2.0,3,2,0,0,0,79.2,1,0
Kenneth Pettway,2444,ED,10,JAX,154,107,45,2,47.4,53.0,71.4,51.2,55.9,6,0,0,6,0,2,2,1,0,0,1,1,15,15.0,10,15,0,0,0,118.8,0,0
Hamza Abdullah,2448,S,10,DEN,546,11,237,298,59.9,59.9,43.7,41.4,60.5,2,0,0,2,0,41,9,13,8,2,14,5,58,11.6,32,16,0,0,3,49.1,0,0
Jonathan Fanene,2450,ED,14,CIN,194,141,50,3,66.6,58.1,70.6,68.6,57.7,13,1,3,9,2,2,0,1,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Lorenzo Alexander,2476,TE,10,WAS,68,48,19,1,57.3,61.8,68.4,53.1,60.0,2,0,1,1,0,1,1,0,1,0,0,0,0,,0,,0,0,0,0.0,2,0
Adrian Awasom,2488,ED,1,NYG,19,8,10,1,58.3,57.1,,60.3,60.0,0,0,0,0,0,0,0,0,0,0,1,1,38,38.0,24,38,0,0,0,118.8,0,0
Atari Bigby,2496,S,16,GB,998,11,407,580,46.3,82.5,77.7,43.3,34.2,1,0,0,1,0,72,14,11,20,3,47,32,453,14.2,137,48,5,5,4,94.9,8,0
Chase Blackburn,2498,LB,4,NYG,25,4,9,12,72.4,70.0,82.5,53.4,68.3,0,0,0,0,0,5,0,0,3,0,2,2,7,3.5,1,4,0,0,0,81.3,0,0
Tim Bulman,2515,DI,2,HST,23,12,11,0,59.5,58.5,69.5,59.2,60.0,1,0,1,0,0,2,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
James Butler,2517,S,13,NYG,719,21,270,428,50.6,78.7,76.4,46.6,40.1,4,0,1,3,0,45,11,5,16,0,27,19,365,19.2,106,65,3,1,6,134.4,0,0
Chris Carr,2526,CB,16,OAK,280,0,89,191,63.6,74.3,90.2,,60.0,0,0,0,0,0,23,2,0,10,0,21,16,209,13.1,53,59,1,0,1,122.9,1,0
Patrick Dendy,2560,CB,5,CAR,114,0,30,84,50.4,53.4,59.6,,50.2,0,0,0,0,0,14,2,2,2,0,18,12,86,7.2,9,15,2,0,0,114.6,0,0
Dovonte Edwards,2577,CB,4,DET,113,0,20,93,57.2,69.0,46.9,,55.4,0,0,0,0,0,15,0,3,3,0,18,12,157,13.1,57,34,1,0,2,112.5,1,0
Isaiah Ekejiuba,2578,LB,2,OAK,2,0,1,1,62.9,60.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Heath Farwell,2588,LB,1,MIN,5,0,0,5,53.5,,78.6,,54.8,0,0,0,0,0,2,0,0,0,0,2,2,24,12.0,13,15,0,0,0,116.7,0,0
Aaron Francisco,2594,S,9,ARZ,234,6,92,136,52.4,55.8,45.2,52.4,53.6,0,0,0,0,0,19,1,4,4,0,7,6,113,18.8,36,34,1,0,0,158.3,0,0
Simon Fraser,2596,DI,16,CLV,283,141,141,1,47.1,50.7,75.7,47.0,60.0,2,0,1,1,1,10,5,2,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Andre Frazier,2597,LB,1,CIN,10,0,7,3,35.3,61.8,,,32.2,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Dennis Haley,2617,LB,1,BLT,3,0,0,3,32.2,,,,42.8,0,0,0,0,0,0,0,0,0,0,1,1,7,7.0,8,7,1,0,0,135.4,0,0
Marques Harris,2627,ED,13,SD,211,110,79,22,50.4,57.1,65.2,54.1,57.2,6,2,0,4,1,5,2,1,6,0,2,2,26,13.0,17,19,0,0,0,118.8,1,0
Antoine Harris,2628,CB,9,ATL,135,1,38,96,62.8,80.7,85.0,,55.9,1,0,1,0,0,9,2,0,3,0,5,3,57,19.0,14,30,1,0,1,139.2,0,0
Arnold Harrison,2632,LB,3,PIT,9,2,4,3,47.5,59.3,28.9,55.8,55.5,0,0,0,0,0,1,0,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Herana-Daze Jones,2666,S,5,CIN,54,0,34,20,53.6,62.2,43.0,,51.6,0,0,0,0,0,3,0,1,1,0,4,3,41,13.7,20,20,1,0,0,146.9,0,0
Jim Leonhard,2694,S,10,BUF,536,8,219,309,58.5,63.1,81.8,63.3,56.0,0,0,0,0,1,41,3,2,4,0,18,15,324,21.6,70,45,1,2,0,97.7,0,0
Roy Manning,2708,LB,1,CIN,2,0,2,0,72.0,61.6,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brandon McGowan,2711,S,12,CHI,569,7,255,307,65.0,80.1,74.5,65.2,55.5,1,0,0,1,0,53,11,7,23,1,26,17,279,16.4,154,54,2,2,1,94.9,2,0
Evan Oglesby,2730,CB,2,DAL,11,0,10,1,67.0,67.8,75.3,,60.0,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
J'Vonne Parker,2732,DI,1,BLT,1,0,1,0,60.8,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Darrell Reid,2758,ED,14,IND,220,121,99,0,53.3,56.6,53.3,56.9,60.0,7,0,2,5,0,8,1,2,4,0,1,1,2,2.0,8,2,0,0,0,79.2,1,1
Derreck Robinson,2762,ED,6,MIA,36,9,27,0,63.7,65.5,70.2,52.7,,0,0,0,0,0,3,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Matt Sinclair,2780,LB,1,WAS,2,1,1,0,59.9,60.0,,58.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Santonio Thomas,2806,DI,4,NE,44,27,17,0,87.7,89.0,71.8,64.9,60.0,4,0,0,4,0,3,1,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Leigh Torrence,2817,CB,14,WAS,323,0,72,251,63.1,74.2,69.1,79.2,60.0,1,1,0,0,0,23,2,3,9,0,30,22,218,9.9,74,31,2,0,0,115.7,2,0
B.J. Ward,2829,S,3,OAK,16,0,6,10,58.8,56.2,38.5,,61.8,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Wright,2854,DI,9,NE,115,76,39,0,56.6,63.6,74.6,51.0,60.0,7,1,0,6,0,8,1,2,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Manuel Wright,2855,DI,5,NYG,24,7,17,0,62.3,63.7,68.4,54.3,,0,0,0,0,0,1,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Dimitri Patterson,2868,CB,6,KC,45,0,29,16,69.3,70.7,78.1,,66.1,0,0,0,0,0,4,0,0,2,0,2,0,0,,0,,0,0,0,39.6,0,0
Carlos Polk,2907,ED,10,SD,160,32,82,46,72.6,74.6,81.8,63.1,60.5,3,1,0,2,1,11,1,1,7,1,4,1,4,4.0,4,4,0,0,0,39.6,0,0
Hiram Eugene,2935,S,12,OAK,230,0,130,100,55.6,50.7,49.3,,61.7,0,0,0,0,0,22,5,7,3,0,8,6,113,18.8,21,58,0,0,0,116.7,1,1
Kevin Huntley,2939,ED,5,ATL,42,22,20,0,64.6,60.4,70.8,63.9,60.0,3,0,1,2,0,3,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Ahmad Brooks,2945,LB,2,CIN,53,6,22,25,68.5,67.3,57.6,80.4,55.8,1,1,0,0,0,5,0,1,2,1,1,1,19,19.0,7,19,0,0,0,118.8,0,0
Mario Williams,2946,ED,16,HST,948,573,373,2,70.1,67.4,81.1,63.7,67.5,56,14,8,34,1,32,5,1,37,2,1,1,2,2.0,9,2,0,0,0,79.2,3,1
A.J. Hawk,2950,LB,16,GB,970,70,410,490,60.2,58.7,82.4,51.6,68.0,10,1,2,7,0,83,17,4,42,1,71,46,436,9.5,297,50,1,1,1,80.5,4,2
Michael Huff,2952,S,16,OAK,954,14,461,479,52.6,51.0,66.7,54.5,54.8,2,1,0,1,0,73,14,13,31,1,54,32,487,15.2,136,33,2,1,3,93.7,1,0
Donte Whitner,2953,S,15,BUF,1003,32,424,547,60.3,65.5,76.6,48.8,57.8,3,0,2,1,0,73,8,9,26,1,46,26,287,11.0,87,30,2,1,1,80.6,0,0
Ernie Sims,2954,LB,16,DET,1070,74,419,577,39.4,30.4,54.8,60.1,46.7,9,1,3,5,0,97,20,19,41,3,84,70,712,10.2,544,47,2,1,2,105.0,0,0
Haloti Ngata,2957,DI,16,BLT,771,389,355,27,76.2,90.0,73.8,54.4,54.2,22,3,7,12,1,44,12,7,36,1,0,0,0,,0,,0,0,0,0.0,3,0
Kamerion Wimbley,2958,ED,16,CLV,1090,511,447,132,69.0,63.4,54.7,69.0,64.9,60,5,16,39,0,32,7,5,21,4,10,9,82,9.1,63,20,0,0,0,100.8,3,1
Brodrick Bunkley,2959,DI,15,PHI,607,314,290,3,69.0,73.0,60.7,55.1,64.6,17,3,2,12,0,20,8,3,18,0,1,1,18,18.0,19,18,0,0,0,118.8,1,0
Tye Hill,2960,CB,8,STR,506,0,187,319,75.7,54.1,58.0,,77.6,0,0,0,0,0,30,0,6,4,0,57,31,400,12.9,143,68,3,1,7,86.9,0,0
Jason Allen,2961,S,12,MIA,588,1,282,305,61.1,63.9,55.9,60.0,59.1,1,0,0,1,0,47,5,11,9,1,16,7,81,11.6,30,18,1,3,0,40.9,1,0
Chad Greenway,2962,LB,16,MIN,866,94,335,437,66.2,62.6,59.7,52.3,71.3,9,0,5,4,0,79,16,14,26,3,72,62,578,9.3,371,32,0,2,3,88.5,0,0
Bobby Carpenter,2963,LB,7,DAL,23,4,10,9,39.5,60.3,75.9,51.8,38.9,0,0,0,0,0,1,1,0,0,0,1,1,18,18.0,20,18,0,0,0,118.8,0,0
Antonio Cromartie,2964,CB,16,SD,765,0,265,500,89.9,64.3,55.1,,90.4,0,0,0,0,0,32,4,7,5,0,60,32,431,13.5,159,57,3,10,5,53.5,6,1
Tamba Hali,2965,ED,16,KC,914,483,424,7,62.7,54.3,81.5,70.0,66.5,53,9,5,39,2,44,9,4,34,2,1,1,14,14.0,15,14,0,0,0,118.8,5,2
Manny Lawson,2967,ED,2,SF,105,19,43,43,63.5,65.1,44.0,63.6,63.4,3,0,0,3,0,6,0,2,6,0,3,2,42,21.0,24,26,0,0,1,109.7,1,0
Johnathan Joseph,2969,CB,15,CIN,823,2,325,496,53.2,60.8,35.8,60.0,52.2,0,0,0,0,0,52,4,14,7,0,103,66,836,12.7,268,57,7,4,9,95.8,1,0
John McCargo,2971,DI,16,BUF,504,265,235,4,68.8,78.7,77.6,54.0,52.9,8,3,2,3,3,19,7,2,19,1,0,0,0,,0,,0,0,0,0.0,1,0
Kelly Jennings,2976,CB,16,SEA,919,1,310,608,73.5,78.7,76.8,58.7,71.0,0,0,0,0,0,49,5,5,11,0,100,57,750,13.2,178,79,5,0,10,97.5,3,0
Mathias Kiwanuka,2977,LB,10,NYG,456,192,175,89,58.6,69.2,71.7,61.6,42.9,20,5,5,10,3,28,3,5,20,0,12,10,121,12.1,59,29,1,0,0,136.5,2,0
DeMeco Ryans,2978,LB,16,HST,986,66,390,530,86.7,76.0,51.0,91.4,79.6,15,2,4,9,0,95,24,23,47,1,54,40,390,9.8,236,30,1,1,6,92.4,1,0
D'Qwell Jackson,2979,LB,13,CLV,801,65,335,401,53.3,43.3,66.9,52.5,63.8,5,1,0,4,2,77,11,12,38,0,42,35,275,7.9,226,32,2,1,1,99.9,0,0
Rocky McIntosh,2980,LB,14,WAS,790,108,280,402,49.5,38.3,66.5,57.7,58.2,9,3,3,3,1,74,11,10,33,2,68,48,548,11.4,340,60,3,0,2,109.2,0,0
Jimmy Williams,2982,S,11,ATL,355,6,138,211,70.6,68.9,78.8,48.6,68.7,0,0,0,0,0,15,2,1,4,0,11,6,74,12.3,41,27,1,1,1,68.0,0,0
Thomas Howard,2983,LB,16,OAK,955,33,468,454,63.4,52.8,80.1,54.2,76.0,5,1,0,4,0,85,9,6,44,0,77,51,467,9.2,372,43,2,6,3,58.7,1,0
Danieal Manning,2987,S,16,CHI,1025,11,434,580,59.2,62.1,63.1,42.3,57.8,2,0,0,2,0,65,7,13,10,0,40,26,354,13.6,98,41,2,2,1,89.0,0,0
Roman Harper,2988,S,16,NO,946,28,369,549,78.7,71.2,85.0,95.7,69.2,12,4,2,6,0,68,9,7,31,2,30,19,268,14.1,34,43,1,3,2,63.6,1,0
Cedric Griffin,2993,CB,16,MIN,1078,4,360,714,74.6,86.9,59.1,76.1,71.4,1,0,0,1,0,86,5,13,30,2,118,83,1041,12.5,364,46,6,0,11,114.4,5,1
Bernard Pollard,2999,S,16,KC,760,11,379,370,54.9,68.0,71.3,91.7,46.2,2,1,0,1,0,71,11,11,20,1,29,20,399,20.0,108,77,4,2,4,122.5,2,0
Chris Chester,3001,G,1,BLT,1,0,1,0,49.2,60.0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Richard Marshall,3003,CB,16,CAR,615,32,193,390,70.2,77.1,72.3,63.0,66.7,9,1,2,6,0,66,9,8,32,0,82,56,546,9.8,229,45,1,3,6,75.6,3,0
Tim Jennings,3007,CB,11,IND,346,0,90,256,61.7,69.4,29.5,,59.9,0,0,0,0,0,23,1,6,8,1,40,27,231,8.6,126,27,3,0,2,107.4,2,1
Darryl Tapp,3008,ED,16,SEA,808,451,337,20,74.1,73.0,62.4,62.3,67.1,42,8,16,18,6,32,8,4,28,2,4,2,10,5.0,5,5,0,1,1,16.7,1,0
Claude Wroten,3013,DI,11,STR,237,176,61,0,46.6,61.2,73.4,49.3,,7,1,2,4,0,5,1,0,5,1,0,0,0,,0,,0,0,0,0.0,3,1
Ashton Youboty,3015,CB,9,BUF,229,11,88,130,54.3,43.8,53.1,60.6,56.8,4,1,0,3,0,18,4,6,7,0,21,16,175,10.9,62,40,0,1,0,80.5,1,0
Chris Gocong,3016,LB,16,PHI,550,82,277,191,54.7,62.6,57.4,62.6,42.1,11,1,0,10,0,34,10,7,15,0,33,22,225,10.2,175,24,0,0,1,86.0,0,0
Dusty Dvoracek,3018,DI,1,CHI,36,19,17,0,46.6,50.0,68.7,51.5,,0,0,0,0,0,1,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Schlegel,3021,LB,10,CIN,225,9,137,79,81.7,81.3,66.7,63.2,67.4,1,0,1,0,0,23,4,3,18,0,2,1,15,15.0,19,15,0,0,0,75.0,0,0
Jon Alston,3022,LB,11,OAK,49,3,38,8,40.3,72.9,56.2,56.5,25.4,0,0,0,0,0,5,1,1,4,1,3,2,68,34.0,41,46,1,0,0,149.3,0,0
Clint Ingram,3025,LB,13,JAX,437,34,191,212,63.1,59.3,57.8,55.6,66.5,4,1,0,3,0,30,3,4,13,0,20,12,98,8.2,58,19,2,1,0,85.0,0,0
Anthony Smith,3028,S,16,PIT,797,6,276,515,53.9,78.2,69.5,70.6,47.0,1,0,1,0,0,53,5,8,8,1,21,13,297,22.8,60,63,4,2,1,105.8,3,0
