player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Randy Moss,342,WR,2,NE,2,0,0,2,74.6,,,,73.1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,1,0,0.0,3,1
Leonard Little,370,ED,13,STR,558,292,241,25,69.0,50.8,60.3,71.2,67.3,36,7,11,18,4,16,1,1,20,0,6,4,86,21.5,88,66,1,1,0,109.7,1,0
Jeremiah Trotter,372,LB,12,PHI,237,15,135,87,69.2,77.4,74.1,48.0,57.4,0,0,0,0,0,29,2,3,18,0,12,11,175,15.9,127,86,1,0,0,146.5,0,0
Deshea Townsend,391,CB,16,PIT,509,11,120,378,40.1,55.2,63.8,60.3,38.7,2,0,2,0,0,23,1,3,5,0,53,32,398,12.4,131,49,3,1,3,94.7,2,1
Chris Draft,401,LB,10,BUF,343,10,228,105,63.5,59.7,68.5,74.2,67.6,3,1,1,1,0,30,4,3,17,0,11,11,79,7.2,40,16,0,1,0,58.7,1,0
Chartric Darby,421,DI,2,DET,20,7,13,0,47.9,50.0,,56.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brian Finneran,423,WR,1,ATL,2,0,0,2,76.5,,,,74.5,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,1,39.6,0,0
London Fletcher,424,LB,16,WAS,1031,26,431,574,85.3,71.3,86.3,74.4,87.2,6,2,1,3,0,101,25,10,50,1,62,40,345,8.6,194,27,1,1,5,77.7,1,0
Champ Bailey,442,CB,16,DEN,1023,5,442,576,83.3,74.9,80.6,56.1,82.8,1,0,0,1,0,66,1,5,12,1,91,49,591,12.1,186,50,1,3,9,63.9,1,0
Chris McAlister,445,CB,2,NO,84,0,21,63,63.1,66.4,50.9,,65.5,0,0,0,0,0,5,0,1,1,0,9,6,70,11.7,19,47,0,0,0,90.0,1,0
Jevon Kearse,450,ED,6,TEN,158,90,66,2,63.4,61.5,71.6,64.8,60.1,10,1,3,6,0,1,2,0,2,0,0,0,0,,0,,0,0,0,0.0,1,0
Antoine Winfield,456,CB,10,MIN,513,4,212,297,79.0,90.4,74.1,66.9,73.8,1,1,0,0,0,48,3,4,23,1,60,38,520,13.7,221,62,6,1,6,117.4,0,0
Patrick Kerney,459,ED,15,SEA,697,434,250,13,59.8,51.7,66.1,62.4,68.2,34,5,10,19,0,23,6,1,25,2,3,3,17,5.7,20,12,0,0,0,90.3,4,0
Mike Peterson,463,LB,16,ATL,1013,109,415,489,53.8,47.6,75.0,56.1,60.2,7,1,1,5,1,75,8,4,39,3,64,44,401,9.1,285,36,4,1,4,99.8,2,0
Dre' Bly,467,CB,16,SF,695,21,189,485,68.5,70.3,65.4,58.7,68.1,3,1,0,2,0,26,1,4,6,1,59,34,428,12.6,161,59,0,3,10,59.1,6,0
Joey Porter,484,ED,14,MIA,742,354,321,67,64.7,63.9,85.2,62.1,69.8,25,9,5,11,0,26,3,1,26,1,3,2,16,8.0,20,18,0,0,0,79.9,3,1
Mike McKenzie,492,CB,5,NO,161,0,34,127,51.5,45.0,28.9,,52.2,0,0,0,0,0,7,0,4,2,0,25,16,206,12.9,120,40,1,1,2,86.4,1,0
Chike Okeafor,493,ED,13,ARZ,669,279,260,130,53.7,44.1,69.6,58.7,67.0,20,4,1,15,1,32,3,4,19,0,14,12,105,8.8,84,22,0,0,0,97.9,1,0
Aaron Smith,500,DI,5,PIT,243,168,74,1,52.9,55.8,73.0,52.2,60.0,8,2,0,6,0,5,1,2,7,0,0,0,0,,0,,0,0,0,0.0,0,0
Pierson Prioleau,501,S,13,NO,155,18,35,102,62.6,75.2,86.7,36.6,65.8,0,0,0,0,0,12,0,0,2,0,12,8,86,10.8,22,30,1,0,1,115.3,1,0
Eric Barton,516,LB,8,CLV,505,57,247,201,56.9,57.8,65.1,55.1,57.7,6,0,1,5,0,38,10,7,23,0,22,15,151,10.1,103,28,0,0,2,87.5,1,0
David Bowens,523,LB,16,CLV,976,261,460,255,65.5,60.4,73.5,72.9,56.3,29,6,11,12,2,45,13,6,33,2,27,24,316,13.2,235,63,3,1,2,137.0,1,0
Kelly Gregg,527,DI,16,BLT,452,196,254,2,79.7,76.6,79.4,68.3,59.6,11,3,2,6,0,37,9,2,28,0,0,0,0,,0,,0,0,0,0.0,0,0
Brendon Ayanbadejo,542,LB,4,BLT,105,15,18,72,70.4,52.9,84.1,57.5,77.6,2,1,0,1,0,14,0,0,7,0,4,2,26,13.0,6,22,0,1,0,31.3,0,0
Marques Douglas,549,DI,16,NYJ,492,213,275,4,64.5,72.8,79.5,50.8,53.7,5,1,0,4,0,29,11,0,24,1,0,0,0,,0,,0,0,0,0.0,1,0
Corey Ivy,556,S,2,BLT,9,2,0,7,78.3,,73.0,88.6,65.4,1,0,1,0,1,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Brian Urlacher,587,LB,1,CHI,35,2,13,20,85.3,54.9,79.9,88.4,80.9,3,0,1,2,0,3,0,0,2,0,1,0,0,,0,,0,0,1,39.6,0,0
Shaun Ellis,590,ED,15,NYJ,700,399,294,7,66.6,66.3,68.5,58.3,67.8,24,7,2,15,1,29,3,2,31,1,0,0,0,,0,,0,0,0,0.0,0,0
John Abraham,591,ED,16,ATL,684,420,223,41,77.9,76.6,39.8,70.2,63.2,56,6,12,38,0,26,1,7,24,0,6,5,64,12.8,42,24,0,0,1,111.1,2,0
Julian Peterson,594,LB,16,DET,931,222,435,274,60.5,64.9,65.9,58.1,56.3,15,5,4,6,1,51,11,9,30,5,33,23,233,10.1,155,40,3,0,2,119.9,2,0
Chris Hovan,600,DI,16,TB,764,404,360,0,55.3,50.6,53.8,59.1,63.0,21,1,4,16,0,22,4,6,17,0,1,1,3,3.0,6,3,0,0,0,79.2,1,0
Keith Bulluck,604,LB,14,TEN,900,43,320,537,69.8,65.0,65.6,61.5,73.8,2,0,0,2,1,82,10,11,35,0,55,39,286,7.3,190,39,2,3,4,72.2,2,0
Darren Howard,606,ED,16,PHI,435,336,89,10,66.5,71.8,68.4,65.9,58.3,24,7,4,13,4,16,2,1,17,2,0,0,0,,0,,0,0,0,0.0,4,1
Mark Roman,607,S,16,SF,574,15,139,420,59.0,74.6,88.2,71.4,52.4,2,1,1,0,1,44,3,3,17,1,32,22,306,13.9,113,39,2,1,1,107.0,0,0
Mike Brown,610,S,16,KC,1086,33,506,547,55.7,65.9,71.0,80.3,44.7,6,2,0,4,0,84,12,10,33,0,27,12,285,23.8,100,61,2,3,0,68.2,0,0
Cornelius Griffin,613,DI,14,WAS,555,303,246,6,56.7,50.3,77.7,61.5,59.7,12,3,1,8,0,23,8,1,20,1,1,0,0,,0,,0,0,0,39.6,0,0
Fred Robbins,623,DI,16,NYG,522,305,216,1,57.2,47.2,64.5,70.0,70.7,18,2,7,9,5,17,2,2,15,0,0,0,0,,0,,0,0,0,0.0,5,0
Deon Grant,624,S,16,SEA,1071,19,425,627,55.4,59.9,59.4,69.1,51.8,5,0,1,4,0,58,11,7,25,1,40,26,304,11.7,155,28,3,3,2,81.7,1,0
Kendrick Clancy,634,DI,2,NO,46,21,24,1,58.3,58.0,68.4,60.0,59.5,1,0,0,1,0,1,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Hank Poteat,637,S,16,CLV,415,19,103,293,30.8,64.4,70.9,44.5,30.3,1,1,0,0,0,26,4,1,4,0,35,24,357,14.9,153,56,2,0,2,120.8,4,0
Na'il Diggs,652,LB,14,CAR,407,22,239,146,58.0,52.2,69.4,66.8,64.1,4,0,2,2,0,27,7,3,15,1,16,13,116,8.9,55,23,3,0,1,136.5,0,0
Tyrone Carter,660,S,14,PIT,651,16,262,373,64.2,62.6,76.1,58.4,65.0,2,0,1,1,0,47,5,5,20,1,28,15,206,13.7,102,83,4,2,1,87.2,1,1
Clark Haggans,670,ED,16,ARZ,832,315,333,184,65.8,64.9,59.9,70.9,49.0,37,6,8,23,1,51,4,8,41,1,17,11,91,8.3,80,28,1,0,0,97.9,2,0
Ralph Brown,672,CB,15,ARZ,337,14,62,261,60.2,66.6,57.9,37.8,60.9,0,0,0,0,0,15,0,2,5,0,31,18,258,14.3,58,35,1,1,2,82.5,0,0
Dhani Jones,687,LB,16,CIN,987,78,374,535,66.3,56.0,64.3,63.7,72.3,10,4,3,3,0,76,12,15,31,0,66,52,509,9.8,359,35,4,0,4,119.0,2,0
Adalius Thomas,690,ED,14,NE,530,117,254,159,56.0,51.5,28.6,63.4,60.0,10,3,3,4,2,14,7,8,11,0,8,6,50,8.3,41,16,0,0,0,90.6,3,2
Robaire Smith,696,DI,15,CLV,526,197,326,3,72.3,76.2,77.9,58.3,68.5,12,1,4,7,0,54,6,4,39,0,0,0,0,,0,,0,0,0,0.0,3,0
Danny Clark,712,LB,16,NYG,451,48,264,139,69.5,68.1,73.4,75.1,63.5,8,2,0,6,2,29,3,4,21,0,17,14,88,6.3,71,17,2,0,0,127.5,1,0
Alfonso Boone,715,DI,13,SD,386,239,146,1,57.9,40.3,75.4,67.7,90.0,20,2,0,18,3,5,4,1,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Furrey,726,WR,9,CLV,281,2,71,208,57.6,62.6,46.4,52.9,57.0,0,0,0,0,0,13,1,4,1,0,13,7,78,11.1,29,20,0,0,2,72.0,0,0
James Hall,733,ED,14,STR,703,353,315,35,65.7,57.7,79.7,65.8,68.9,27,5,6,16,1,36,0,2,29,0,1,0,0,,0,,0,0,0,39.6,0,0
Paris Lenon,751,LB,13,STR,461,22,252,187,67.7,68.6,75.4,56.1,66.8,2,0,0,2,0,31,7,3,12,3,17,14,146,10.4,135,26,0,0,1,102.5,2,0
Adewale Ogunleye,757,ED,14,CHI,718,405,297,16,57.3,39.2,56.3,68.2,67.3,40,6,8,26,0,19,6,5,19,1,2,1,4,4.0,2,4,0,0,0,56.3,3,0
Gerard Warren,775,DI,16,OAK,747,326,404,17,45.0,44.9,67.2,63.0,51.3,21,2,3,16,0,22,3,3,19,0,0,0,0,,0,,0,0,0,0.0,4,0
Justin Smith,776,DI,16,SF,959,576,353,30,83.4,68.5,84.5,80.8,80.3,66,6,16,44,1,32,5,3,34,1,0,0,0,,0,,0,0,1,0.0,2,0
Richard Seymour,778,ED,16,OAK,779,413,363,3,68.2,68.3,72.6,68.3,61.5,33,4,9,20,3,29,5,3,27,1,0,0,0,,0,,0,0,0,0.0,6,1
Andre Carter,779,ED,16,WAS,956,536,412,8,69.5,50.5,81.4,79.3,62.6,58,13,15,30,4,32,6,1,37,3,2,1,7,7.0,2,7,0,0,0,58.3,2,1
Damione Lewis,782,DI,16,CAR,762,411,346,5,55.0,49.7,62.8,66.0,62.5,29,0,11,18,0,30,6,2,19,0,1,0,0,,0,,0,0,0,39.6,5,0
Marcus Stroud,783,DI,15,BUF,800,411,387,2,45.0,32.7,73.1,63.1,70.0,14,3,1,10,8,33,10,2,25,0,1,0,0,,0,,0,0,0,39.6,2,1
Casey Hampton,789,DI,16,PIT,578,289,281,8,60.2,66.5,81.2,56.7,53.7,7,3,1,3,0,25,6,0,21,0,1,0,0,,0,,0,0,0,39.6,4,1
Nate Clements,791,CB,7,SF,423,2,160,261,73.0,69.6,63.3,49.2,72.6,0,0,0,0,0,30,1,4,13,0,39,22,350,15.9,208,90,4,1,5,110.0,1,0
Will Allen,792,CB,6,MIA,319,0,122,197,70.0,79.9,86.3,,67.7,0,0,0,0,0,19,2,0,9,0,29,11,152,13.8,85,48,2,2,4,49.8,5,0
Ryan Pickett,799,DI,13,GB,338,144,194,0,59.6,64.8,70.0,56.1,60.0,4,0,2,2,1,24,4,1,18,0,0,0,0,,0,,0,0,0,0.0,2,0
Kyle Vanden Bosch,804,ED,16,TEN,753,475,274,4,58.4,57.4,58.6,62.1,70.0,41,3,13,25,1,26,7,2,22,2,1,1,7,7.0,6,7,0,0,0,95.8,7,0
Ken Lucas,810,CB,13,SEA,450,0,145,305,57.1,46.5,64.8,,58.4,0,0,0,0,0,31,2,4,7,0,39,28,412,14.7,146,45,3,1,1,120.9,0,0
Kris Jenkins,814,DI,6,NYJ,237,126,109,2,66.4,69.0,50.3,61.5,71.5,7,0,3,4,0,10,2,1,8,0,0,0,0,,0,,0,0,0,0.0,2,0
Fred Smoot,815,CB,14,WAS,496,0,164,332,62.9,35.3,45.0,,68.1,0,0,0,0,0,26,1,6,6,0,37,22,262,11.9,106,45,1,0,4,90.1,1,0
Aaron Schobel,816,ED,16,BUF,825,457,345,23,68.7,61.0,81.2,68.0,78.9,39,10,9,20,3,24,10,1,31,2,3,2,7,3.5,8,14,1,1,0,70.1,3,0
Jamie Winborn,817,LB,1,TEN,3,0,3,0,67.0,62.5,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Shaun Rogers,828,DI,11,CLV,551,307,241,3,64.4,55.6,80.8,77.1,84.6,33,2,8,23,1,26,4,2,24,0,1,1,-1,-1.0,2,-1,0,0,0,79.2,7,1
Derrick Burgess,830,ED,16,NE,540,363,167,10,60.3,57.7,56.2,60.5,68.6,33,6,6,21,0,19,5,4,19,1,0,0,0,,0,,0,0,0,0.0,1,0
Adrian Wilson,831,S,16,ARZ,996,109,352,535,74.1,53.7,92.1,55.8,88.8,14,3,4,7,1,55,4,1,28,0,54,30,335,11.2,193,72,3,5,5,54.2,5,0
Ron Edwards,838,DI,16,KC,685,309,375,1,46.6,43.2,79.6,59.0,60.0,15,0,3,12,2,27,1,5,21,0,1,1,4,4.0,9,4,0,0,0,83.3,2,0
William James,839,CB,15,DET,902,4,374,524,56.4,52.9,42.1,41.8,57.6,0,0,0,0,0,61,5,14,15,0,107,66,803,12.2,264,50,4,2,9,89.4,2,0
Kenny Smith,842,DI,6,KC,64,24,40,0,51.0,52.4,68.6,53.6,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Reggie Hayward,848,DI,1,JAX,53,30,22,1,67.2,64.0,69.2,63.7,60.0,2,1,0,1,0,1,0,0,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Anthony Henry,855,CB,11,DET,370,1,160,209,55.1,33.5,60.3,56.9,61.3,0,0,0,0,0,39,1,5,11,0,39,30,299,10.0,129,25,0,2,4,76.8,1,1
Monty Beisel,862,LB,2,ARZ,47,0,30,17,44.9,71.0,32.2,66.6,30.0,1,0,0,1,0,1,0,0,1,0,3,2,23,11.5,8,14,0,0,0,89.6,0,0
Monty Beisel,862,LB,2,KC,28,1,3,24,44.9,71.0,32.2,66.6,30.0,1,0,0,1,0,1,0,0,1,0,3,2,23,11.5,8,14,0,0,0,89.6,0,0
Renaldo Hill,919,S,15,DEN,918,22,398,498,56.3,69.1,66.7,61.0,50.5,1,1,0,0,0,44,8,8,13,1,23,11,163,14.8,45,36,1,2,2,49.7,1,0
Terdell Sands,935,DI,1,NE,12,9,3,0,59.0,61.4,,55.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Troy Evans,952,LB,6,NO,180,29,100,51,56.9,58.1,62.6,70.7,48.3,5,0,0,5,1,17,4,3,7,0,8,7,74,10.6,30,18,0,0,0,105.2,0,0
Demetric Evans,953,DI,14,SF,118,65,52,1,65.6,59.8,43.9,69.2,58.4,6,2,3,1,1,1,2,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Nick Harper,957,CB,11,TEN,639,3,223,413,62.8,83.7,74.3,64.9,57.8,1,0,1,0,0,72,1,6,24,0,86,63,706,11.2,233,39,4,1,5,108.0,2,1
Chris Hoke,961,DI,14,PIT,73,43,28,2,45.2,43.2,71.1,54.6,59.8,1,0,1,0,0,1,2,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Kevin Kaesviharn,966,S,11,TEN,97,4,20,73,79.0,62.4,69.2,66.6,75.2,1,0,1,0,0,8,1,1,1,0,8,5,28,5.6,38,10,0,0,1,68.8,0,0
Antonio Pierce,975,LB,9,NYG,488,77,195,216,64.3,46.8,91.1,57.6,77.2,8,1,3,4,0,36,5,2,24,1,34,26,271,10.4,130,43,1,0,3,108.8,1,1
Brian Russell,983,S,6,HST,57,0,14,43,49.8,28.8,29.5,52.7,62.1,0,0,0,0,0,5,2,5,0,0,3,3,20,6.7,14,9,0,0,0,94.4,0,0
Brian Russell,983,S,6,JAX,175,2,70,103,49.8,28.8,29.5,52.7,62.1,0,0,0,0,0,5,2,5,0,0,3,3,20,6.7,14,9,0,0,0,94.4,0,0
Nick Sorensen,989,S,6,CLV,38,1,0,37,59.1,,79.1,57.3,59.8,0,0,0,0,0,2,0,0,0,0,4,1,8,8.0,5,8,0,0,0,39.6,0,0
Juqua Parker,995,ED,16,PHI,724,421,275,28,60.9,46.0,71.1,71.0,60.4,36,8,8,20,2,23,3,2,24,2,7,4,44,11.0,24,29,0,0,0,75.9,2,0
Julius Peppers,1010,ED,16,CAR,789,447,323,19,71.3,52.6,67.6,70.6,72.1,53,10,10,33,1,22,3,4,26,6,6,3,15,5.0,11,11,0,2,1,16.7,3,1
Quentin Jammer,1013,CB,16,SD,916,0,384,532,61.6,66.2,64.3,,59.5,0,0,0,0,0,48,4,7,7,1,82,45,592,13.2,157,49,2,3,9,70.8,4,0
Ryan Sims,1014,DI,16,TB,616,250,366,0,45.2,40.2,66.9,54.0,66.0,6,1,2,3,1,22,2,1,17,0,0,0,0,,0,,0,0,0,0.0,0,0
Roy Williams,1016,S,4,CIN,207,13,72,122,80.2,88.9,83.4,54.5,70.9,1,0,0,1,0,22,2,1,6,0,10,4,150,37.5,61,87,1,0,3,120.8,0,0
John Henderson,1017,DI,15,JAX,642,338,299,5,63.5,63.8,46.5,61.2,54.0,20,3,3,14,3,24,9,8,21,0,0,0,0,,0,,0,0,0,0.0,1,0
Dwight Freeney,1019,ED,14,IND,572,394,175,3,83.1,63.9,77.9,84.0,67.3,66,14,12,40,0,7,2,2,20,1,1,0,0,,0,,0,0,1,39.6,4,1
Albert Haynesworth,1022,DI,12,WAS,564,327,236,1,71.1,70.2,76.9,71.0,67.5,27,4,11,12,2,24,7,1,22,0,0,0,0,,0,,0,0,1,0.0,6,0
Phillip Buchanon,1024,CB,13,DET,648,6,254,388,75.8,66.1,76.2,90.0,74.8,2,1,0,1,0,39,2,3,11,2,52,34,409,12.0,183,62,1,0,4,95.8,2,0
Bryan Thomas,1029,LB,16,NYJ,830,319,359,152,68.5,71.4,85.3,55.9,68.1,22,2,5,15,0,42,3,0,36,1,11,7,61,8.7,34,27,1,0,0,108.5,0,0
Edward Reed,1031,S,12,BLT,756,9,312,435,91.8,75.2,74.5,60.9,92.7,1,0,0,1,0,45,4,5,14,4,18,13,122,9.4,60,32,1,3,2,69.4,2,0
Charles Grant,1032,ED,16,NO,794,476,318,0,45.4,39.4,70.0,55.7,59.8,24,6,5,13,2,23,4,2,18,1,0,0,0,,0,,0,0,0,0.0,3,0
Lito Sheppard,1033,CB,11,NYJ,507,0,188,319,68.0,50.6,57.0,,69.8,0,0,0,0,0,27,1,4,9,0,55,27,361,13.4,104,38,2,1,6,74.9,3,0
Jon McGraw,1064,S,12,KC,599,16,264,319,45.1,56.4,66.3,88.5,38.0,3,1,0,2,0,36,4,6,14,0,18,11,235,21.4,118,58,2,1,1,119.0,0,0
Michael Lewis,1065,S,15,SF,826,37,311,478,58.7,85.7,71.7,86.0,41.0,10,1,3,6,0,75,6,9,29,1,57,43,446,10.4,205,40,0,1,1,90.2,4,2
Sheldon Brown,1066,CB,16,PHI,949,5,358,586,77.5,82.3,75.1,44.7,74.5,0,0,0,0,0,44,1,4,16,1,85,44,584,13.3,222,61,5,5,11,68.9,3,0
Ryan Denney,1068,ED,16,BUF,287,123,164,0,50.7,54.7,54.9,54.5,58.2,6,2,1,3,0,12,2,1,8,1,0,0,0,,0,,0,0,0,0.0,1,0
Travis Fisher,1071,CB,3,SEA,68,4,19,45,49.8,67.4,56.2,65.6,45.0,1,0,0,1,0,4,0,1,0,0,4,4,52,13.0,13,21,1,0,0,158.3,0,0
Andre' Goodman,1075,CB,16,DEN,1007,11,426,570,60.7,38.2,57.8,64.0,64.1,3,1,2,0,0,41,2,6,12,0,86,44,640,14.5,220,53,2,5,8,59.3,4,0
Ben Leber,1078,LB,16,MIN,562,51,254,257,69.1,39.7,57.8,78.4,90.3,12,3,2,7,0,36,3,6,20,0,35,22,177,8.0,161,47,2,0,6,94.6,1,0
Will Witherspoon,1079,LB,6,PHI,711,97,252,362,64.6,60.7,74.7,59.0,67.6,3,0,0,3,0,24,3,1,14,0,23,21,192,9.1,175,32,0,0,1,101.4,1,0
Will Witherspoon,1079,LB,6,STR,346,27,166,153,64.6,60.7,74.7,59.0,67.6,3,0,0,3,0,24,3,1,14,0,23,21,192,9.1,175,32,0,0,1,101.4,1,0
Akin Ayodele,1092,LB,16,MIA,693,54,352,287,51.5,52.0,48.5,73.2,48.0,10,0,2,8,0,51,8,10,24,1,27,23,328,14.3,268,80,1,0,0,129.6,0,0
