player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Seth McKinney,1093,G,2,BUF,8,3,5,0,63.3,62.4,,58.7,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Chris Hope,1097,S,16,TEN,1074,23,398,653,61.8,85.3,83.2,57.3,51.3,4,1,2,1,0,68,3,6,18,0,38,22,294,13.4,100,46,2,3,1,67.2,1,0
Coy Wire,1099,LB,12,ATL,93,13,40,40,83.2,90.3,83.5,63.2,65.1,3,0,2,1,0,7,1,0,2,1,5,3,19,6.3,9,8,0,0,1,67.9,1,0
Dante Wesley,1101,S,11,CAR,99,5,7,87,59.1,61.7,58.8,84.6,55.2,2,1,1,0,0,4,1,2,2,0,17,10,113,11.3,59,27,0,0,2,78.8,0,0
Kevin Bentley,1102,LB,3,HST,13,0,11,2,68.1,65.8,73.3,,60.5,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Alex Brown,1105,ED,16,CHI,767,432,322,13,65.1,63.3,71.1,63.3,67.5,39,7,12,20,1,30,6,1,30,0,1,0,0,,0,,0,0,1,39.6,6,1
Brian Williams,1106,CB,5,ATL,315,14,121,180,50.2,31.8,37.9,76.2,51.7,5,0,1,4,0,17,3,6,3,0,29,22,303,13.8,100,41,0,1,2,94.5,1,0
David Thornton,1107,LB,11,TEN,548,23,228,297,58.1,50.4,70.4,66.1,64.4,2,1,0,1,0,49,3,5,25,1,34,29,170,5.9,133,13,1,0,0,97.3,1,0
Jarvis Green,1124,DI,13,NE,557,306,250,1,55.6,58.4,69.5,54.0,60.0,15,1,3,11,0,16,8,3,14,0,0,0,0,,0,,0,0,0,0.0,1,1
Larry Foote,1126,LB,14,DET,896,82,397,417,73.4,75.4,65.4,60.9,68.8,7,2,2,3,0,85,10,12,52,1,41,33,354,10.7,202,49,3,0,4,127.0,2,1
Justin Bannan,1134,DI,16,BLT,422,203,217,2,64.7,66.2,77.1,59.1,58.9,10,0,2,8,1,29,1,0,23,0,2,2,4,2.0,5,9,0,0,0,79.2,1,1
Andra Davis,1136,LB,16,DEN,544,74,333,137,76.7,72.6,81.7,79.3,59.9,13,3,3,7,1,65,11,8,47,0,17,14,149,10.6,99,29,0,0,1,103.2,1,0
Scott Fujita,1137,LB,11,NO,498,102,232,164,68.3,59.4,79.5,67.8,72.0,10,1,2,7,0,42,6,4,23,2,34,26,274,10.5,178,33,0,0,2,99.4,0,0
Rocky Bernard,1139,DI,15,NYG,348,181,167,0,55.0,54.9,64.9,58.6,60.0,9,1,3,5,0,19,1,2,14,0,0,0,0,,0,,0,0,0,0.0,2,1
Kenyon Coleman,1140,DI,13,CLV,459,189,269,1,56.4,53.5,69.7,57.0,67.5,11,2,0,9,2,23,7,2,14,0,1,0,0,,0,,0,0,0,39.6,0,0
Aaron Kampman,1148,ED,9,GB,506,211,220,75,68.8,58.3,71.7,74.4,59.8,27,4,12,11,0,21,2,1,18,1,9,5,41,8.2,22,20,1,0,1,104.4,1,1
Jermaine Phillips,1149,S,2,TB,108,2,51,55,40.2,51.6,26.2,74.4,41.0,1,0,1,0,0,8,1,4,5,0,2,2,79,39.5,50,66,1,0,0,158.3,0,0
Demarcus Faggins,1161,CB,2,DET,33,0,13,20,53.7,63.0,75.4,,51.0,0,0,0,0,0,2,0,0,0,0,2,2,46,23.0,4,37,0,0,0,118.8,1,1
Marquand Manuel,1166,S,8,DET,342,11,148,183,60.8,65.9,79.1,66.4,56.8,2,0,0,2,0,31,4,3,12,1,11,8,103,12.9,37,47,1,0,1,132.0,1,0
Howard Green,1173,DI,12,NYJ,202,77,124,1,52.7,55.3,63.8,55.2,59.9,3,0,2,1,0,17,2,1,12,0,0,0,0,,0,,0,0,0,0.0,2,0
Stylez White,1196,ED,15,TB,587,320,245,22,75.4,64.8,79.6,74.2,67.2,39,8,11,20,1,23,4,0,23,0,0,0,0,,0,,0,0,0,0.0,2,0
Raheem Brock,1200,ED,16,IND,796,440,287,69,43.2,35.3,78.6,51.8,66.2,19,2,2,15,1,22,1,3,17,0,6,5,38,7.6,24,12,0,0,0,93.1,3,1
Brett Keisel,1204,DI,15,PIT,844,478,305,61,59.1,54.5,80.5,56.5,75.1,27,3,5,19,2,34,5,0,25,1,0,0,0,,0,,0,0,0,0.0,0,0
Ryan Clark,1229,S,15,PIT,941,4,349,588,70.2,72.9,79.3,67.3,67.6,1,0,0,1,0,71,6,6,13,0,26,10,180,18.0,15,54,1,3,4,36.2,1,0
James Harrison,1251,ED,16,PIT,1004,416,364,224,76.5,58.8,80.3,82.0,73.3,57,10,13,34,1,52,9,5,49,5,15,10,83,8.3,55,20,0,0,1,80.7,4,0
Clinton Hart,1252,S,4,STR,5,1,0,4,51.4,69.0,55.5,93.5,37.5,2,0,0,2,0,11,3,3,3,0,7,6,125,20.8,67,57,2,0,0,158.3,0,0
Clinton Hart,1252,S,4,SD,157,1,95,61,51.4,69.0,55.5,93.5,37.5,2,0,0,2,0,11,3,3,3,0,7,6,125,20.8,67,57,2,0,0,158.3,0,0
Kalvin Pearson,1294,S,8,DET,95,5,53,37,54.4,62.2,67.6,47.6,53.7,0,0,0,0,0,8,2,1,3,0,4,4,42,10.5,17,17,1,0,0,150.0,0,0
Bart Scott,1303,LB,16,NYJ,976,178,417,381,62.3,72.6,76.5,60.8,55.1,22,1,12,9,0,67,15,9,48,0,41,29,334,11.5,296,59,1,0,1,103.1,4,0
Terence Newman,1321,CB,16,DAL,980,0,325,655,76.2,64.5,67.7,,77.1,0,0,0,0,0,56,1,6,12,3,96,55,740,13.5,260,51,4,3,12,82.8,4,0
Kevin Williams,1325,DI,16,MIN,843,531,311,1,70.4,64.1,67.6,76.4,57.4,36,5,11,20,6,16,4,5,18,1,2,2,4,2.0,4,6,0,0,0,79.2,5,0
Terrell Suggs,1326,ED,13,BLT,724,401,296,27,66.0,76.5,68.4,58.5,64.7,27,4,4,19,4,37,9,4,30,1,4,4,32,8.0,21,11,0,0,0,100.0,7,2
Marcus Trufant,1327,CB,10,SEA,663,0,264,399,49.5,62.5,65.0,,46.7,0,0,0,0,0,45,2,6,8,0,73,48,640,13.3,231,64,7,2,4,114.0,9,0
Jimmy Kennedy,1328,DI,13,MIN,265,192,71,2,63.2,70.0,51.2,63.2,54.7,8,2,2,4,2,13,2,2,11,0,0,0,0,,0,,0,0,0,0.0,2,0
Ty Warren,1329,DI,13,NE,439,192,247,0,64.2,70.0,78.7,52.5,,7,1,3,3,1,32,4,0,27,0,0,0,0,,0,,0,0,0,0.0,1,0
Troy Polamalu,1332,S,5,PIT,232,2,74,156,64.1,72.2,70.2,52.7,66.8,0,0,0,0,0,18,1,2,6,0,19,10,122,12.2,55,34,1,3,2,50.7,3,0
Calvin Pace,1334,ED,12,NYJ,710,310,308,92,63.2,64.0,51.4,66.7,45.4,28,9,1,18,1,31,6,8,28,3,10,9,71,7.9,51,25,0,0,0,96.3,2,0
William Joseph,1341,DI,6,OAK,63,19,44,0,64.8,71.3,71.8,54.0,,0,0,0,0,0,5,1,0,4,0,0,0,0,,0,,0,0,0,0.0,1,0
Nick Barnett,1345,LB,16,GB,909,115,325,469,86.6,81.5,79.6,82.7,74.7,19,4,1,14,2,82,9,6,52,0,54,37,275,7.4,234,32,1,0,3,86.6,3,0
Nnamdi Asomugha,1347,CB,16,OAK,947,10,495,442,76.4,73.8,53.5,49.2,75.4,1,0,0,1,0,31,1,8,17,0,28,21,246,11.7,119,49,1,1,2,98.2,3,1
Tyler Brayton,1348,ED,15,CAR,698,382,308,8,60.2,53.7,79.9,66.9,66.6,35,5,7,23,0,34,5,0,30,2,1,1,3,3.0,0,3,0,0,0,79.2,5,0
Charles Tillman,1351,CB,15,CHI,901,4,388,509,68.8,58.4,76.3,62.7,71.0,0,0,0,0,0,68,4,5,20,5,102,67,724,10.8,290,40,6,2,3,97.8,5,1
Eugene Wilson,1352,S,8,HST,454,0,160,294,63.7,58.1,87.5,,65.7,0,0,0,0,0,25,3,1,8,1,15,8,106,13.3,24,24,0,2,1,36.4,3,1
Rashean Mathis,1355,CB,10,JAX,553,9,214,330,70.1,76.9,60.9,63.3,67.1,2,0,1,1,0,28,2,4,9,2,49,30,376,12.5,164,44,8,3,4,99.1,2,0
E.J. Henderson,1356,LB,12,MIN,650,61,226,363,83.0,77.5,83.4,76.4,75.7,14,2,6,6,0,65,10,5,40,0,29,22,157,7.1,104,22,0,0,2,87.9,2,1
Ken Hamlin,1358,S,12,DAL,767,5,246,516,53.5,75.9,69.6,49.6,46.6,0,0,0,0,0,42,5,3,10,0,17,10,181,18.1,57,31,1,0,2,115.1,1,0
Pisa Tinoisamoa,1359,LB,2,CHI,24,0,11,13,89.5,90.6,77.7,,65.8,0,0,0,0,0,3,0,0,2,1,0,0,0,,0,,0,0,0,0.0,0,0
Drayton Florence,1362,CB,14,BUF,906,0,448,458,66.1,58.0,58.4,,67.6,0,0,0,0,0,45,4,7,15,0,68,38,379,10.0,155,38,2,1,8,75.6,5,1
Kawika Mitchell,1363,LB,5,BUF,305,50,131,124,49.9,32.1,63.9,57.2,75.0,5,0,4,1,0,18,3,2,9,1,16,11,83,7.5,71,17,1,0,0,101.8,2,0
Chris Kelsay,1364,ED,16,BUF,907,471,430,6,53.1,45.2,79.5,57.5,79.1,34,6,6,22,0,32,7,1,28,0,2,2,-4,-2.0,4,3,0,0,0,79.2,0,0
Bryan Scott,1370,S,9,BUF,615,29,274,312,78.9,52.2,63.4,60.2,90.8,4,2,1,1,0,50,6,8,21,1,27,22,157,7.1,143,17,0,1,3,75.5,1,0
Osi Umenyiora,1371,ED,16,NYG,630,382,225,23,64.4,49.2,77.8,78.0,53.4,38,6,14,18,1,14,3,2,17,4,3,2,29,14.5,17,18,0,0,0,97.9,4,0
Anthony Adams,1372,DI,16,CHI,568,287,279,2,63.6,63.5,77.8,59.8,67.0,13,2,3,8,1,32,4,1,20,0,0,0,0,,0,,0,0,0,0.0,4,1
Dewayne White,1379,ED,10,DET,364,231,130,3,64.3,61.5,73.4,62.8,66.1,22,0,3,19,1,6,0,0,4,0,1,0,0,,0,,0,1,0,0.0,1,0
Cory Redding,1381,ED,15,SEA,455,273,167,15,61.0,60.1,65.5,64.5,59.1,25,2,8,15,0,16,3,3,14,0,1,0,0,,0,,0,0,0,39.6,3,0
Lance Briggs,1383,LB,15,CHI,966,88,406,472,58.3,51.1,81.6,61.1,64.5,10,3,2,5,2,99,14,12,65,0,71,57,472,8.3,346,28,2,1,1,97.9,0,0
Gerald Hayes,1385,LB,14,ARZ,585,36,277,272,53.3,53.8,59.3,46.8,58.9,1,0,0,1,0,47,6,7,25,1,28,24,254,10.6,135,29,2,0,0,128.3,2,0
Kenny Peterson,1394,DI,16,DEN,616,276,336,4,44.6,46.6,72.5,50.5,60.2,4,1,1,2,1,30,4,3,20,1,3,3,7,2.3,20,4,0,0,0,79.2,2,0
Sam Williams,1398,LB,10,OAK,112,2,75,35,53.0,56.5,74.0,70.0,48.0,0,0,0,0,0,11,1,2,9,0,4,4,64,16.0,27,37,0,0,0,118.8,0,0
Chris Crocker,1399,S,13,CIN,708,14,243,451,62.5,62.7,65.3,75.3,59.7,5,0,1,4,0,39,4,7,16,0,31,18,266,14.8,83,54,2,2,4,80.8,3,0
Donald Strickland,1405,CB,9,NYJ,205,28,52,125,57.9,70.5,54.1,77.4,52.3,6,2,1,3,0,20,1,4,9,1,28,19,153,8.1,69,19,1,0,1,93.3,1,0
Todd Johnson,1413,CB,1,BUF,10,0,10,0,64.5,63.0,75.2,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Bradie James,1416,LB,16,DAL,890,95,343,452,75.3,70.9,91.1,61.6,73.5,11,2,2,7,0,81,16,3,46,1,53,46,399,8.7,270,32,0,0,2,98.0,1,0
Jarret Johnson,1421,LB,16,BLT,876,329,369,178,69.5,75.9,74.1,55.0,69.0,19,6,7,6,1,33,7,4,32,1,17,13,89,6.8,65,21,0,2,1,48.0,1,0
Terrence McGee,1423,CB,11,BUF,655,0,280,375,66.0,48.8,60.4,,69.4,0,0,0,0,0,40,4,7,10,0,54,33,393,11.9,119,52,2,1,3,88.0,1,0
Matt Wilhelm,1424,LB,2,SF,60,3,29,28,70.3,63.6,54.6,53.9,71.1,0,0,0,0,0,6,1,1,4,0,2,1,10,10.0,12,10,0,0,0,64.6,0,0
Nick Eason,1426,DI,8,PIT,286,166,117,3,63.5,75.2,75.6,49.9,63.8,5,0,1,4,0,13,0,0,9,0,0,0,0,,0,,0,0,0,0.0,1,0
Ian Scott,1428,DI,12,SD,252,120,132,0,56.8,48.7,76.8,64.2,72.9,6,1,1,4,2,13,0,1,9,0,0,0,0,,0,,0,0,0,0.0,0,0
Asante Samuel,1432,CB,16,PHI,924,1,352,571,81.0,64.2,27.4,74.8,84.5,1,0,0,1,0,39,1,19,19,1,69,47,615,13.1,377,68,5,9,6,80.6,4,0
Ike Taylor,1437,CB,16,PIT,988,14,355,619,55.5,50.3,73.4,73.8,54.3,3,1,0,2,1,54,3,5,11,0,100,59,818,13.9,214,75,3,1,9,91.2,2,1
Robert Mathis,1447,ED,14,IND,598,405,178,15,84.1,64.2,64.6,85.9,59.7,56,10,11,35,1,17,4,1,20,5,1,1,11,11.0,13,11,0,0,0,112.5,2,0
Aubrayo Franklin,1455,DI,16,SF,607,278,326,3,71.0,69.7,75.6,54.2,92.3,5,2,0,3,2,35,5,3,35,0,2,1,2,2.0,6,2,0,1,0,16.7,0,0
Donnie Nickey,1463,S,5,TEN,6,0,1,5,62.9,60.0,,,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Hunter Hillenmeyer,1472,LB,14,CHI,834,82,376,376,63.2,49.7,80.1,58.3,74.1,7,2,3,2,0,65,13,7,28,3,44,34,384,11.3,262,39,3,1,5,116.1,0,0
Jimmy Wilkerson,1492,ED,15,TB,675,352,316,7,59.1,50.7,60.7,65.0,58.8,28,6,9,13,2,27,5,2,26,2,1,0,0,,0,,0,0,0,39.6,0,0
Antonio Garay,1497,DI,2,SD,31,17,14,0,58.9,50.6,68.6,69.9,,2,0,1,1,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Torrie Cox,1505,CB,5,TB,113,0,32,81,69.4,48.2,60.6,,71.6,0,0,0,0,0,8,0,1,3,0,9,7,71,10.1,42,13,0,0,0,99.5,0,0
Frank Walker,1507,CB,12,BLT,201,1,57,143,64.2,76.9,73.0,53.4,62.2,0,0,0,0,0,11,1,1,5,0,21,11,174,15.8,18,58,0,1,1,60.4,7,1
Tony Gilbert,1510,LB,1,ATL,8,0,1,7,70.1,60.0,74.9,,66.6,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Yeremiah Bell,1513,S,16,MIA,948,31,393,524,66.5,86.7,92.3,73.6,52.7,3,2,1,0,0,89,7,1,30,0,63,35,420,12.0,213,37,2,3,4,66.9,1,0
Mario Haggan,1526,ED,16,DEN,645,109,371,165,68.6,73.5,73.6,62.1,54.2,11,1,3,7,0,42,4,3,26,3,17,12,112,9.3,69,31,0,0,1,88.4,1,0
Tully Banta-Cain,1534,ED,16,NE,651,354,245,52,80.9,77.0,67.7,80.5,45.6,42,10,10,22,2,31,2,6,32,3,8,3,30,10.0,24,14,0,0,0,49.0,2,0
Chris Johnson,1539,CB,15,OAK,928,3,452,473,59.6,55.9,68.9,64.2,60.1,1,0,1,0,0,64,4,8,18,0,100,64,918,14.3,331,62,6,3,12,101.2,8,0
Scott Shanle,1545,LB,14,NO,915,137,349,429,49.6,43.9,87.6,50.6,57.5,6,0,0,6,0,59,8,3,31,0,50,40,409,10.2,259,38,2,2,0,97.4,0,0
Leigh Bodden,1564,CB,15,NE,802,5,309,488,76.4,77.4,71.1,74.0,75.4,1,0,1,0,1,48,5,6,11,1,90,45,515,11.4,125,33,4,5,12,59.3,3,0
Gary Brackett,1569,LB,14,IND,863,74,375,414,66.3,58.3,85.0,59.9,70.2,8,1,5,2,0,79,6,6,44,0,37,27,222,8.2,97,18,2,1,1,94.7,0,0
Tony Brown,1574,DI,15,TEN,695,461,224,10,60.9,49.5,62.3,78.3,58.0,45,5,7,33,1,20,5,2,20,3,0,0,0,,0,,0,0,0,0.0,9,2
Jacques Cesaire,1582,DI,13,SD,509,305,203,1,48.0,47.7,77.1,51.7,65.8,10,1,1,8,0,16,5,0,9,0,0,0,0,,0,,0,0,0,0.0,1,1
Vinny Ciurciu,1584,LB,2,DET,3,0,2,1,32.2,60.0,,,60.0,0,0,0,0,0,0,0,0,0,0,1,1,2,2.0,1,2,1,0,0,118.8,0,0
Chris Clemons,1585,ED,16,PHI,204,128,23,53,55.8,59.6,29.9,63.7,46.2,16,3,3,10,1,2,0,1,3,0,7,5,72,14.4,50,22,0,0,1,104.5,1,0
Colin Cole,1589,DI,16,SEA,593,276,317,0,69.7,72.4,78.0,50.7,67.2,5,0,0,5,1,31,10,2,23,0,0,0,0,,0,,0,0,0,0.0,0,0
Stephen Cooper,1590,LB,16,SD,945,77,375,493,54.5,48.5,67.2,59.3,59.8,9,0,0,9,1,71,13,13,26,3,57,45,449,10.0,305,25,2,0,5,111.2,1,0
Joselio Hanson,1619,CB,12,PHI,415,37,82,296,58.2,51.4,48.6,55.2,59.4,4,1,0,3,0,30,4,7,17,0,54,38,393,10.3,194,32,1,2,5,81.8,0,0
Roderick Hood,1628,CB,4,TEN,245,5,76,164,61.5,36.9,46.5,44.6,68.1,0,0,0,0,0,11,0,2,7,0,22,11,98,8.9,38,21,2,3,1,53.0,1,1
Israel Idonije,1632,DI,15,CHI,317,202,109,6,70.2,56.0,74.2,76.2,60.8,19,2,4,13,1,11,1,0,11,1,1,0,0,,0,,0,0,0,39.6,1,0
Cullen Jenkins,1637,DI,16,GB,776,491,270,15,66.6,56.8,70.9,62.5,74.8,40,5,8,27,0,19,4,3,24,3,4,2,-1,-0.5,4,4,0,1,0,16.7,1,0
Quintin Mikell,1662,S,16,PHI,1062,70,399,593,74.8,75.2,69.3,60.9,73.1,8,0,3,5,1,71,11,12,29,0,55,33,303,9.2,93,30,3,2,9,78.1,3,0
Kassim Osgood,1676,WR,1,SD,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Shaun Smith,1702,DI,3,CIN,82,27,55,0,63.7,65.3,72.4,53.1,,0,0,0,0,0,3,5,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Tracy White,1716,LB,15,PHI,175,44,30,101,64.9,60.0,46.1,57.5,67.6,5,0,4,1,0,16,0,3,6,0,21,15,166,11.1,121,64,1,1,2,90.6,1,1
Roy Williams,1728,WR,1,DAL,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
DeAngelo Hall,1729,CB,13,WAS,767,0,328,439,63.1,29.6,46.4,,69.1,0,0,0,0,0,45,6,8,12,0,64,36,401,11.1,134,50,1,4,3,54.2,0,0
Dunta Robinson,1731,CB,16,HST,974,3,351,620,60.0,52.0,51.6,47.2,61.5,0,0,0,0,0,54,3,10,15,1,82,54,594,11.0,188,50,3,0,7,99.3,7,0
Jonathan Vilma,1733,LB,15,NO,985,136,383,466,75.9,52.6,74.4,59.4,90.5,17,2,8,7,0,86,12,10,44,0,46,29,297,10.2,164,26,0,3,5,54.3,2,0
Tommie Harris,1735,DI,15,CHI,615,379,236,0,55.7,58.0,51.3,55.0,67.6,18,3,5,10,0,18,2,4,18,0,1,0,0,,0,,0,1,0,0.0,5,0
D.J. Williams,1738,LB,16,DEN,1033,106,453,474,53.4,52.4,79.2,74.7,50.1,17,4,3,10,0,94,8,7,48,4,79,62,546,8.8,436,39,2,0,3,103.9,2,0
Will Smith,1739,ED,16,NO,898,546,352,0,59.0,41.8,52.3,68.8,67.7,49,13,14,22,0,22,6,5,30,2,1,0,0,,0,,0,1,0,0.0,2,1
Vince Wilfork,1742,DI,13,NE,501,265,235,1,71.2,76.9,66.3,58.5,59.6,9,0,0,9,3,37,5,7,30,1,1,1,-8,-8.0,0,-8,0,0,0,79.2,3,0
Ahmad Carroll,1746,CB,2,NYJ,2,1,0,1,58.7,,,57.9,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Jason Babin,1748,ED,12,PHI,213,139,59,15,60.5,63.4,74.3,62.1,63.3,14,3,6,5,0,8,2,0,8,0,2,2,19,9.5,18,11,0,0,0,106.3,3,0
Chris Gamble,1749,CB,16,CAR,993,1,415,577,67.7,71.8,58.4,55.0,65.4,1,0,0,1,0,54,1,9,18,0,75,51,643,12.6,286,63,2,4,7,81.1,3,1
Karlos Dansby,1754,LB,16,ARZ,983,125,356,502,74.1,66.3,84.3,56.2,78.4,9,1,5,3,0,92,11,5,55,1,55,39,293,7.5,194,21,1,1,2,81.9,1,0
Igor Olshansky,1756,DI,16,DAL,569,292,277,0,64.6,66.1,79.7,57.7,,17,2,4,11,0,31,3,0,24,0,0,0,0,,0,,0,0,0,0.0,1,0
Junior Siavii,1757,DI,16,DAL,154,70,82,2,58.8,59.3,76.0,56.5,57.5,2,0,0,2,0,10,0,2,10,0,0,0,0,,0,,0,0,0,0.0,0,0
Ricardo Colclough,1759,CB,1,KC,18,1,1,16,31.0,60.0,28.8,59.1,30.1,0,0,0,0,0,2,0,0,0,0,3,2,21,10.5,4,12,0,0,0,86.8,0,0
Daryl Smith,1760,LB,16,JAX,966,154,438,374,87.9,81.7,81.1,74.0,84.4,27,2,3,22,0,90,10,8,56,2,56,47,330,7.0,233,38,1,1,4,89.7,1,0
Bob Sanders,1765,CB,2,IND,73,0,32,41,30.0,65.7,42.3,,30.5,0,0,0,0,0,2,1,1,1,0,4,2,15,7.5,18,13,0,1,0,19.8,0,0
Tank Johnson,1768,DI,14,CIN,509,266,238,5,40.4,43.8,75.7,53.1,52.8,6,1,2,3,1,20,3,3,18,0,2,2,10,5.0,8,10,0,0,0,87.5,3,0
Keiwan Ratliff,1770,CB,3,PIT,84,6,10,68,50.2,65.7,78.5,46.8,50.2,1,0,0,1,0,4,0,0,0,0,11,8,112,14.0,30,26,2,0,1,144.7,0,0
Dwan Edwards,1772,ED,16,BLT,588,306,279,3,72.5,74.1,68.9,60.7,66.5,21,1,10,10,1,36,4,1,28,0,0,0,0,,0,,0,0,0,0.0,1,0
Madieu Williams,1777,S,16,MIN,927,19,333,575,64.1,73.6,61.0,92.7,54.7,6,0,2,4,0,56,6,11,15,0,39,24,360,15.0,127,40,3,0,6,117.5,1,0
Antwan Odom,1778,ED,6,CIN,283,194,89,0,80.7,75.3,77.0,72.9,61.3,22,8,4,10,2,12,1,0,18,0,0,0,0,,0,,0,0,0,0.0,1,0
Shawntae Spencer,1779,CB,16,SF,1078,5,398,675,77.5,64.3,64.7,42.0,80.1,1,0,0,1,0,50,2,5,12,0,76,41,544,13.3,183,49,1,2,8,70.3,4,0
Sean Jones,1780,S,14,PHI,547,42,221,284,51.8,71.5,70.6,63.9,44.4,7,1,2,4,1,33,6,7,12,0,17,13,179,13.8,103,24,2,2,2,109.3,2,0
Darnell Dockett,1785,DI,16,ARZ,828,527,300,1,56.2,51.0,67.0,63.4,61.8,38,7,9,22,4,34,2,4,31,0,1,0,0,,0,,0,1,0,0.0,4,0
Randy Starks,1792,DI,16,MIA,718,407,310,1,73.6,68.2,81.9,65.4,72.3,30,7,9,14,0,36,13,3,37,0,0,0,0,,0,,0,0,0,0.0,0,0
Keith Smith,1794,CB,2,SF,29,0,3,26,59.2,60.0,75.4,,65.5,0,0,0,0,0,2,0,0,0,0,4,2,39,19.5,15,32,0,0,0,84.4,1,0
Stephen Peterman,1804,G,2,DET,4,2,2,0,61.7,60.0,,59.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,2,0
Matt Ware,1810,S,10,ARZ,280,17,50,213,45.4,70.3,82.8,40.0,45.3,0,0,0,0,0,18,2,1,8,1,16,14,218,15.6,95,34,0,1,0,92.7,0,0
Tony Hargrove,1812,DI,16,NO,613,402,207,4,66.4,65.1,78.5,62.7,82.8,18,5,4,9,3,25,7,3,20,1,0,0,0,,0,,0,0,0,0.0,4,0
Keyaron Fox,1814,LB,6,PIT,175,32,68,75,59.4,70.8,49.8,61.4,49.0,4,0,0,4,0,17,3,3,8,0,10,8,89,11.1,52,29,0,1,0,64.2,0,0
Landon Johnson,1817,LB,5,CAR,170,24,78,68,39.9,42.2,73.1,57.2,43.1,2,0,1,1,0,13,4,1,8,0,10,8,94,11.8,50,36,0,0,0,105.8,0,0
Reggie Torbor,1818,LB,14,MIA,332,75,117,140,51.9,52.8,77.2,54.3,55.2,5,1,3,1,1,21,3,1,16,1,19,15,201,13.4,183,41,0,1,0,88.8,1,1
Shaun Phillips,1819,ED,16,SD,820,354,331,135,68.0,52.2,75.9,72.1,82.8,33,7,9,17,4,43,5,3,31,6,10,5,32,6.4,30,14,2,0,0,96.7,6,0
Demorrio Williams,1822,LB,16,KC,722,29,449,244,59.1,60.1,85.0,52.8,59.9,3,0,0,3,0,105,14,8,52,0,40,32,313,9.8,258,41,0,0,3,99.3,1,0
Isaac Sopoaga,1825,DI,16,SF,533,250,283,0,50.6,53.6,77.5,48.8,64.1,6,1,3,2,1,24,4,0,16,0,0,0,0,,0,,0,0,0,0.0,1,0
Nathan Vasher,1831,CB,11,CHI,225,0,75,150,54.3,59.6,67.9,,53.7,0,0,0,0,0,9,3,2,3,0,15,12,168,14.0,41,50,1,1,0,107.8,0,0
Will Allen,1832,S,8,TB,196,2,107,87,50.8,67.8,50.3,52.9,46.1,0,0,0,0,0,11,1,3,3,0,5,3,98,32.7,25,40,1,0,0,143.8,0,0
Niko Koutouvides,1837,LB,1,TB,3,0,2,1,28.0,56.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Robert Geathers,1838,ED,15,CIN,816,492,278,46,56.4,65.3,48.6,52.8,57.1,30,4,5,21,2,23,9,6,20,1,4,3,41,13.7,19,20,0,0,0,107.3,2,0
Jared Allen,1847,ED,16,MIN,914,567,328,19,72.9,54.3,70.5,77.5,64.3,64,15,14,35,3,27,5,3,33,5,6,4,64,16.0,37,37,0,1,0,62.5,3,1
Brandon Chillar,1851,LB,11,GB,399,73,152,174,57.2,64.0,73.4,69.1,48.3,9,2,1,6,0,26,3,1,19,0,23,14,162,11.6,92,23,2,0,2,111.1,3,1
Dave Ball,1854,ED,11,TEN,287,176,109,2,50.9,57.9,50.8,51.5,62.0,7,0,3,4,1,8,7,1,4,0,0,0,0,,0,,0,0,0,0.0,2,1
Antonio Smith,1856,ED,16,HST,853,540,306,7,54.0,36.6,65.0,73.2,62.5,51,6,15,30,1,21,3,1,19,2,0,0,0,,0,,0,0,0,0.0,6,0
Gibril Wilson,1857,S,16,MIA,924,25,385,514,69.0,79.6,77.9,82.1,60.5,5,1,2,2,1,70,11,9,14,0,31,18,249,13.8,99,63,1,0,6,94.7,2,0
Rodney Leisle,1860,DI,1,NO,17,1,16,0,53.7,54.6,,60.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
