player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Willie Whitehead,152,DI,12,NO,233,129,103,1,66.4,72.4,74.1,49.6,63.6,4,1,0,3,0,5,4,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Simeon Rice,154,ED,8,TB,486,248,210,28,66.6,53.5,47.1,73.5,63.6,34,2,3,29,1,13,3,2,12,4,4,4,68,17.0,37,29,0,0,0,118.8,1,0
Walt Harris,159,CB,15,SF,983,18,437,528,83.0,90.8,49.9,70.2,77.2,4,1,0,3,1,51,9,12,13,3,87,48,485,10.1,224,39,4,8,9,48.3,1,0
Ray Lewis,167,LB,14,BLT,838,120,302,416,86.3,89.4,73.3,59.1,80.7,15,6,3,6,1,70,23,9,38,0,45,27,272,10.1,173,25,2,2,5,73.6,3,0
Lawyer Milloy,171,S,16,ATL,1031,58,436,537,72.4,72.4,79.8,55.4,71.3,6,2,2,2,1,80,19,7,30,1,29,19,252,13.3,132,55,1,0,1,104.4,1,0
Tory James,174,CB,16,CIN,902,3,332,567,67.3,56.3,39.4,55.1,68.2,2,0,0,2,0,40,3,10,6,0,78,47,802,17.1,297,75,5,4,8,95.1,2,1
Fred Thomas,175,CB,13,NO,696,2,262,432,50.8,83.0,65.6,81.3,43.5,0,0,0,0,1,46,6,5,12,2,96,54,847,15.7,219,60,9,1,7,112.6,3,0
Randall Godfrey,176,LB,13,SD,352,50,175,127,90.8,90.6,85.1,82.4,72.1,11,4,2,5,0,40,13,2,32,2,17,13,128,9.8,83,32,0,0,2,97.2,1,0
Lance Johnstone,179,ED,11,OAK,226,167,58,1,61.0,78.6,79.1,51.2,61.8,11,2,0,9,0,12,3,0,8,0,0,0,0,,0,,0,0,0,0.0,1,1
Brian Dawkins,181,S,16,PHI,986,48,431,507,82.8,72.7,79.7,66.0,85.0,7,1,4,2,2,76,18,9,22,5,46,27,255,9.4,143,28,1,4,5,45.1,1,0
Ray Mickens,182,CB,3,NE,71,1,13,57,60.9,66.0,26.3,60.0,59.8,0,0,0,0,0,2,0,3,1,0,5,3,17,5.7,18,12,0,0,0,66.3,0,0
Tedy Bruschi,187,LB,15,NE,909,56,345,508,75.8,80.4,72.9,53.5,68.0,8,1,3,4,1,63,37,9,31,0,50,32,369,11.5,273,28,0,1,5,77.8,0,0
Terrell Owens,188,WR,1,DAL,1,0,0,1,60.0,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,7,0
Donnie Edwards,190,LB,16,SD,962,68,348,546,80.7,63.3,84.2,66.9,84.8,12,4,2,6,0,89,29,7,46,1,67,45,419,9.3,326,33,0,3,5,65.5,2,0
Phillip Daniels,191,ED,16,WAS,767,422,337,8,55.2,58.8,60.5,47.4,65.1,20,2,3,15,4,15,18,4,15,0,0,0,0,,0,,0,1,0,0.0,0,0
Juran Bolden,196,CB,16,TB,683,4,283,396,54.9,80.3,56.5,73.0,49.1,1,1,0,0,0,54,9,12,19,0,90,55,660,12.0,209,51,4,1,7,93.8,4,2
Marcus Coleman,198,S,2,DAL,46,1,9,36,44.8,60.0,23.8,60.0,47.6,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Zach Thomas,203,LB,16,MIA,1038,122,453,463,90.6,90.4,80.3,59.1,87.0,17,3,2,12,0,115,35,13,73,2,59,40,388,9.7,327,64,0,1,3,78.9,2,0
La'Roi Glover,204,DI,16,STR,842,457,385,0,58.2,61.8,78.2,58.6,60.0,31,6,4,21,0,29,4,0,25,1,0,0,0,,0,,0,0,0,0.0,6,2
Orpheus Roye,206,DI,9,CLV,379,213,166,0,73.9,73.9,71.0,62.0,75.3,19,1,2,16,1,25,9,2,20,0,0,0,0,,0,,0,0,0,0.0,2,0
Carlos Emmons,209,LB,12,NYG,529,45,255,229,65.5,68.6,76.5,60.5,61.4,8,1,0,7,0,48,11,3,21,1,25,19,145,7.6,108,30,0,0,0,89.6,1,0
Nick Ferguson,210,S,10,DEN,586,10,233,343,60.6,60.2,55.6,57.8,61.4,0,0,0,0,0,27,7,7,5,1,22,11,152,13.8,65,37,0,1,3,53.6,1,0
Larry Izzo,216,LB,4,NE,9,2,4,3,66.2,61.5,73.2,58.5,64.6,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Hollis Thomas,225,DI,12,NO,494,279,210,5,84.3,90.3,63.7,62.6,47.1,17,4,2,11,2,28,7,3,22,0,0,0,0,,0,,0,0,0,0.0,1,0
Shawn Springs,230,CB,9,WAS,438,1,188,249,73.1,70.4,70.7,60.0,72.0,0,0,0,0,0,37,2,3,10,0,49,32,341,10.7,139,48,3,1,5,97.4,3,0
James Farrior,234,LB,16,PIT,946,137,378,431,70.4,67.7,79.2,64.0,68.2,25,5,7,13,0,85,32,9,49,2,46,34,282,8.3,164,19,1,1,6,87.4,3,1
Kenard Lang,238,ED,16,DEN,575,289,274,12,64.8,66.8,66.2,59.0,52.7,22,6,3,13,1,20,5,2,19,1,3,3,24,8.0,13,11,0,0,0,100.0,0,0
Renaldo Wynn,240,ED,15,WAS,350,172,174,4,59.4,64.5,77.4,50.6,57.2,9,0,1,8,0,12,1,0,10,0,1,1,21,21.0,25,21,0,0,0,118.8,0,0
Chad Scott,242,CB,14,NE,613,0,202,411,64.0,67.9,55.9,60.0,61.2,0,0,0,0,0,33,7,6,8,0,50,26,340,13.1,110,44,1,2,5,63.7,4,1
Trevor Pryce,243,DI,16,BLT,753,483,267,3,83.8,71.7,54.6,80.3,70.5,76,13,10,53,1,26,5,4,33,1,0,0,0,,0,,0,0,0,0.0,5,0
Dexter McCleon,247,CB,14,HST,424,20,140,264,67.3,59.6,66.0,44.5,69.1,1,0,0,1,0,23,9,3,6,1,26,22,199,9.0,80,29,1,1,0,95.4,0,0
Sam Madison,250,CB,12,NYG,745,3,298,444,64.2,55.0,57.5,54.1,66.1,0,0,0,0,0,31,4,5,7,0,59,31,450,14.5,120,34,3,2,5,80.5,4,1
Mike Logan,251,S,10,PIT,40,3,24,13,65.7,73.1,78.8,68.0,49.5,1,0,1,0,0,4,1,0,2,0,1,0,0,,0,,0,0,0,39.6,1,0
Marcellus Wiley,252,ED,12,JAX,280,157,117,6,66.4,74.5,55.7,57.6,51.0,11,0,1,10,1,10,5,2,9,0,2,1,13,13.0,1,13,0,0,0,70.8,0,0
Mike Minter,254,S,16,CAR,1028,19,432,577,62.8,63.4,74.7,61.7,61.0,4,0,1,3,1,64,15,9,16,0,29,23,334,14.5,107,65,1,1,3,111.8,0,0
James Darling,255,LB,2,ARZ,31,1,4,26,26.6,41.4,22.9,59.1,29.7,0,0,0,0,0,0,0,2,0,0,5,4,61,15.3,65,39,1,0,0,157.1,0,0
Darren Sharper,258,S,16,MIN,981,13,321,647,82.6,72.6,67.5,60.7,86.6,3,1,0,2,0,60,8,9,16,1,35,18,171,9.5,67,24,0,4,8,25.7,2,0
Dexter Coakley,260,LB,13,STR,387,40,195,152,57.8,61.3,79.3,57.5,56.8,3,0,2,1,1,25,3,1,10,0,17,13,109,8.4,72,19,0,2,0,52.9,3,0
Ronde Barber,261,CB,16,TB,996,47,454,495,68.7,64.6,37.4,66.9,68.5,6,0,1,5,2,86,12,22,29,1,89,58,702,12.1,200,36,5,3,11,93.9,4,0
Jason Taylor,264,ED,16,MIA,987,480,434,73,90.9,71.0,35.1,90.9,81.7,73,12,11,50,8,28,17,11,33,8,8,7,58,8.3,44,28,2,2,1,96.9,3,0
Derek Smith,266,LB,13,SF,683,52,345,286,63.1,62.0,57.2,47.3,69.0,4,1,0,3,0,58,17,10,24,1,26,21,193,9.2,154,27,0,0,1,97.6,3,0
Bertrand Berry,267,ED,10,ARZ,591,308,264,19,63.1,58.4,79.9,65.4,56.7,24,6,2,16,1,12,5,0,14,3,1,1,4,4.0,7,4,0,0,0,83.3,1,0
Mike Vrabel,268,ED,16,NE,956,172,374,410,71.5,66.5,46.8,76.8,64.6,28,7,4,17,0,53,25,12,30,3,48,34,360,10.6,255,24,0,3,2,66.3,4,1
Seth Payne,274,DI,5,HST,159,70,89,0,70.9,75.0,74.2,51.8,,1,1,0,0,0,10,3,0,9,1,0,0,0,,0,,0,0,0,0.0,1,0
Al Singleton,275,ED,10,DAL,202,40,98,64,62.9,68.4,60.8,60.2,53.7,7,1,0,6,0,17,2,2,11,1,8,5,48,9.6,27,20,1,0,0,118.8,0,0
N.D. Kalu,279,ED,15,HST,387,242,128,17,52.8,50.5,60.2,60.0,53.6,20,4,4,12,0,17,3,2,14,0,0,0,0,,0,,0,0,0,0.0,1,1
Al Harris,282,CB,16,GB,1029,0,424,605,69.1,83.1,73.7,,65.4,0,0,0,0,0,36,4,4,6,0,71,34,447,13.1,175,43,2,3,9,60.0,10,4
Robert Tate,286,CB,6,ARZ,90,0,27,63,56.5,68.6,59.0,,53.8,0,0,0,0,0,8,0,1,2,0,12,11,130,11.8,30,47,1,0,1,139.6,1,1
Grady Jackson,288,DI,16,ATL,527,215,311,1,88.4,91.2,50.5,59.4,59.5,12,1,1,10,1,27,7,5,23,1,0,0,0,,0,,0,0,0,0.0,4,0
Omar Stoutmire,291,S,13,NO,518,14,195,309,52.2,52.4,38.6,47.9,56.7,2,0,0,2,0,41,11,13,15,0,19,13,171,13.2,37,43,2,2,4,92.1,3,0
Jason Ferguson,293,DI,16,DAL,656,321,334,1,81.0,89.7,82.5,49.0,61.3,11,0,1,10,1,37,14,1,27,0,0,0,0,,0,,0,0,0,0.0,0,0
Terry Cousin,302,CB,10,JAX,333,18,87,228,79.1,63.3,71.2,68.4,79.9,3,0,1,2,1,31,2,3,12,0,28,18,223,12.4,90,55,1,1,3,85.9,0,0
Travis Kirschke,310,DI,15,PIT,154,108,45,1,66.5,63.1,44.1,63.7,60.0,5,2,1,2,0,2,1,1,4,1,0,0,0,,0,,0,0,0,0.0,0,0
Sammy Knight,311,S,16,KC,797,23,341,433,68.1,65.3,68.5,75.2,65.7,6,2,0,4,0,68,18,12,26,1,41,25,265,10.6,99,26,3,1,2,94.1,0,0
Kevin Mathis,316,CB,7,ATL,190,3,28,159,62.0,60.3,67.9,69.7,63.2,1,1,0,0,0,17,1,1,6,1,22,18,193,10.7,60,28,1,0,5,118.4,3,0
Jeff Posey,319,LB,3,WAS,27,0,16,11,53.5,56.4,69.9,,53.8,0,0,0,0,0,1,0,0,1,0,1,1,1,1.0,0,1,1,0,0,118.8,0,0
Bryan Robinson,321,ED,16,CIN,711,427,273,11,55.6,63.9,68.3,50.4,54.1,26,3,4,19,3,24,11,2,21,1,0,0,0,,0,,0,0,0,0.0,2,0
Al Wallace,325,ED,16,CAR,395,224,161,10,51.8,61.8,64.3,49.7,58.7,20,4,4,12,1,14,5,2,10,0,5,4,13,3.3,15,6,1,0,0,118.8,4,2
Pat Williams,326,DI,16,MIN,584,340,243,1,90.0,92.1,58.8,66.5,59.8,14,1,2,11,2,34,12,2,33,1,1,0,0,,0,,0,0,0,39.6,3,1
Jamal Williams,328,DI,16,SD,624,322,302,0,78.0,82.9,60.4,59.2,59.6,11,2,0,9,3,46,15,4,38,0,0,0,0,,0,,0,0,0,0.0,2,0
Charles Woodson,330,CB,16,GB,1007,11,411,585,88.7,90.1,62.0,68.8,85.1,3,1,0,2,0,47,6,7,21,3,83,44,456,10.4,179,25,1,8,10,33.6,4,0
Grant Wistrom,331,ED,16,SEA,579,245,319,15,51.5,52.8,39.2,55.6,52.9,13,4,0,9,2,26,11,5,22,1,2,1,20,20.0,2,20,1,0,0,125.0,1,0
Greg Ellis,332,ED,9,DAL,481,216,194,71,73.0,62.5,57.0,76.9,62.2,35,5,5,25,1,21,7,3,21,3,9,7,54,7.7,42,15,0,1,0,52.1,1,0
Duane Starks,334,CB,3,OAK,38,0,19,19,60.1,66.3,77.6,,57.2,0,0,0,0,0,3,0,0,0,0,3,2,36,18.0,24,30,0,0,0,107.6,0,0
Keith Brooking,336,LB,16,ATL,1034,123,436,475,68.9,72.8,90.6,60.5,64.8,17,3,4,10,0,95,37,4,55,0,60,46,406,8.8,227,25,0,0,1,94.2,5,2
Takeo Spikes,337,LB,12,BUF,471,13,273,185,60.6,47.2,74.1,74.7,72.1,1,1,0,0,0,40,21,4,23,1,34,23,138,6.0,134,14,0,0,1,75.4,0,0
Brian Simmons,339,LB,11,CIN,536,46,226,264,65.3,58.9,70.0,56.6,69.9,6,0,2,4,1,39,16,5,17,1,23,16,146,9.1,69,23,0,2,1,50.3,1,0
Vonnie Holliday,340,DI,16,MIA,839,483,350,6,73.6,71.7,73.7,68.6,61.9,43,8,7,28,2,41,15,3,39,1,0,0,0,,0,,0,0,0,0.0,3,0
Shaun Williams,344,S,12,CAR,765,22,336,407,75.0,90.0,71.8,64.3,62.7,3,0,0,3,0,61,18,10,22,2,24,14,176,12.6,48,36,1,2,3,60.4,0,0
Donovin Darius,345,S,10,JAX,539,7,221,311,48.8,68.1,89.3,51.0,44.2,0,0,0,0,0,39,9,2,10,0,25,14,143,10.2,52,22,0,0,2,72.6,1,0
R.W. McQuarters,348,CB,16,NYG,835,24,301,510,78.7,80.1,90.0,60.8,76.5,5,1,0,4,0,50,9,2,17,1,76,45,451,10.0,141,40,4,2,7,82.7,2,0
Corey Chavous,350,S,16,STR,997,69,469,459,67.3,73.3,57.8,70.1,60.4,19,1,1,17,0,76,18,13,29,0,39,25,284,11.4,121,37,1,1,4,83.7,3,0
Tony Parrish,351,S,9,DAL,10,0,5,5,50.9,74.1,67.2,55.0,43.7,2,0,0,2,0,17,1,2,5,0,7,7,51,7.3,9,13,3,0,0,136.6,0,0
Tony Parrish,351,S,9,SF,243,11,113,119,50.9,74.1,67.2,55.0,43.7,2,0,0,2,0,17,1,2,5,0,7,7,51,7.3,9,13,3,0,0,136.6,0,0
Artrell Hawkins,357,S,14,NE,773,3,277,493,68.5,79.3,86.5,72.7,63.0,1,0,1,0,0,45,17,4,10,1,19,10,153,15.3,18,33,1,1,2,75.1,2,0
Patrick Surtain,358,CB,16,KC,976,18,422,536,71.4,73.6,67.4,41.1,72.2,3,1,0,2,0,53,15,9,20,1,58,40,441,11.0,185,32,0,1,4,84.1,6,0
Brian Kelly,359,CB,2,TB,116,0,52,64,65.7,68.3,68.3,,64.1,0,0,0,0,0,11,1,2,4,0,9,8,78,9.8,10,17,0,0,0,102.8,0,0
Samari Rolle,360,CB,16,BLT,882,5,332,545,51.0,60.0,37.5,65.0,49.4,2,1,1,0,0,48,4,10,11,0,90,61,906,14.9,212,72,8,3,6,116.2,5,2
Kailee Wong,363,LB,8,HST,124,17,73,34,67.2,60.0,30.4,75.5,64.0,2,0,1,1,0,5,2,2,4,0,2,2,40,20.0,44,36,0,0,0,118.8,0,0
Leonard Little,370,ED,16,STR,844,441,391,12,75.6,61.1,69.9,76.5,67.9,54,11,20,23,1,43,9,3,47,5,1,1,32,32.0,33,32,0,0,0,118.8,7,0
Jeremiah Trotter,372,LB,16,PHI,806,54,404,348,69.7,75.3,81.7,47.7,64.3,5,0,0,5,0,97,24,7,56,1,45,37,356,9.6,228,35,2,1,2,105.2,2,0
Greg Spires,376,ED,16,TB,755,371,366,18,50.8,48.1,57.6,55.3,59.5,26,5,4,17,0,27,14,4,23,0,1,1,2,2.0,0,2,1,0,0,118.8,3,1
Allen Rossum,377,CB,11,ATL,363,11,120,232,52.1,74.3,62.2,53.9,47.7,2,0,0,2,0,28,7,4,8,0,43,32,538,16.8,109,46,2,0,2,131.7,1,0
Michael Myers,385,DI,16,DEN,708,333,364,11,55.3,57.4,74.1,52.5,50.9,15,3,2,10,2,40,14,1,29,0,2,2,13,6.5,5,8,0,0,0,93.8,2,0
Joe Salave'a,387,DI,13,WAS,344,130,210,4,54.6,59.5,43.1,54.8,38.1,8,0,2,6,0,13,5,2,8,0,2,1,25,25.0,14,25,0,0,0,95.8,2,0
Shawn Barber,389,LB,13,PHI,402,44,139,219,73.5,68.2,80.1,47.1,75.4,4,0,1,3,0,34,10,2,14,1,30,19,175,9.2,83,22,0,0,4,79.2,0,0
Deshea Townsend,391,CB,16,PIT,733,35,248,450,56.9,44.8,50.5,75.9,57.4,6,1,0,5,2,38,4,10,20,2,82,58,632,10.9,225,48,8,2,7,115.5,6,2
Lance Schulters,392,S,5,ATL,60,0,42,18,61.7,62.8,54.6,,58.7,0,0,0,0,0,7,0,1,4,0,2,2,16,8.0,8,9,0,0,0,100.0,0,0
Jason Simmons,395,S,16,HST,426,30,153,243,61.0,54.1,72.9,45.3,65.0,2,0,0,2,0,29,8,5,6,0,25,23,253,11.0,144,43,2,1,0,118.8,1,0
Ike Reese,398,LB,12,ATL,39,6,22,11,49.6,51.8,77.0,52.3,55.9,0,0,0,0,0,3,1,0,0,0,1,1,2,2.0,0,2,1,0,0,118.8,0,0
Chris Draft,401,LB,16,CAR,1013,104,428,481,82.6,73.0,86.3,63.5,81.9,15,6,1,8,1,83,17,5,55,2,48,37,284,7.7,173,26,2,0,2,104.9,1,0
Lional Dalton,420,DI,2,HST,185,80,105,0,73.1,77.7,73.0,51.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Lional Dalton,420,DI,2,KC,14,6,8,0,73.1,77.7,73.0,51.5,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Chartric Darby,421,DI,16,SEA,560,302,256,2,67.4,65.9,77.3,62.8,61.0,20,4,4,12,0,24,1,0,22,0,0,0,0,,0,,0,0,0,0.0,1,0
London Fletcher,424,LB,16,BUF,1056,54,461,541,89.3,60.6,91.1,58.5,91.8,7,2,2,3,0,109,26,2,51,0,70,43,409,9.5,220,38,1,4,6,58.6,0,0
Eric Hicks,426,ED,15,KC,118,56,60,2,66.9,66.4,51.2,60.0,60.1,4,0,0,4,0,7,3,1,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Paul Spicer,433,ED,16,JAX,786,429,346,11,75.3,82.6,79.0,59.2,67.5,34,3,6,25,4,41,5,2,34,0,0,0,0,,0,,0,0,0,0.0,5,2
Champ Bailey,442,CB,16,DEN,1028,4,426,598,92.0,85.8,73.8,52.3,91.7,1,0,0,1,0,76,11,7,27,0,77,41,466,11.4,147,63,1,10,5,36.4,1,1
Chris McAlister,445,CB,16,BLT,940,6,349,585,85.2,80.6,76.1,71.9,85.8,0,0,0,0,1,42,2,3,14,0,101,51,719,14.1,163,71,2,6,15,55.7,16,1
Anthony McFarland,449,DI,5,IND,525,234,289,2,48.9,46.0,63.0,53.9,73.9,9,0,1,8,0,8,1,0,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Anthony McFarland,449,DI,5,TB,235,130,105,0,48.9,46.0,63.0,53.9,73.9,9,0,1,8,0,8,1,0,6,0,0,0,0,,0,,0,0,0,0.0,1,0
Jevon Kearse,450,ED,2,PHI,84,50,28,6,67.7,49.3,29.5,78.7,52.5,10,4,0,6,0,0,0,1,3,1,1,1,11,11.0,7,11,0,0,0,112.5,0,0
Ebenezer Ekuban,454,ED,15,DEN,679,374,282,23,71.7,72.4,79.5,67.4,55.3,39,9,1,29,2,41,6,1,33,1,6,4,139,34.8,123,51,1,0,0,149.3,2,0
Antoine Winfield,456,CB,16,MIN,988,18,331,639,78.8,90.5,60.9,68.8,72.7,7,0,2,5,0,79,12,13,31,0,108,63,795,12.6,213,37,1,4,8,69.0,1,1
Fernando Bryant,458,CB,10,DET,453,2,205,246,71.3,58.5,63.7,58.0,73.5,0,0,0,0,0,39,4,5,14,0,41,27,301,11.1,109,48,1,0,4,95.7,2,1
Patrick Kerney,459,ED,9,ATL,394,253,137,4,64.4,47.0,78.8,73.1,67.3,34,5,7,22,0,10,2,0,10,2,1,1,8,8.0,6,8,0,0,1,100.0,3,1
Al Wilson,460,LB,15,DEN,886,55,384,447,57.0,57.1,36.4,50.7,58.5,8,1,1,6,0,77,10,19,41,1,48,39,426,10.9,254,31,1,0,3,110.6,0,0
Mike Peterson,463,LB,5,JAX,250,24,101,125,73.1,65.0,58.3,47.2,77.0,2,0,1,1,0,21,5,4,14,0,15,10,107,10.7,82,34,1,1,0,81.8,0,0
Mike Rucker,465,ED,14,CAR,727,415,296,16,56.9,50.9,66.2,65.2,55.5,49,5,12,32,0,22,7,2,23,1,1,1,34,34.0,25,34,1,0,0,158.3,4,0
Dre' Bly,467,CB,16,DET,1041,0,452,589,78.7,69.7,64.4,,79.3,1,0,1,0,0,53,10,8,17,4,86,50,594,11.9,170,56,5,3,16,84.2,7,3
Russell Davis,471,DI,13,SEA,349,170,178,1,55.1,57.1,76.3,53.9,58.7,5,2,0,3,0,21,4,0,22,0,0,0,0,,0,,0,0,0,0.0,1,0
John Thornton,472,DI,15,CIN,769,448,312,9,54.6,53.0,50.5,55.5,60.7,22,2,0,20,2,30,9,6,22,0,2,2,24,12.0,10,15,0,0,1,116.7,1,0
Montae Reagor,476,DI,5,IND,245,124,119,2,59.2,62.6,29.8,52.7,65.2,7,1,1,5,0,7,3,3,7,1,1,0,0,,0,,0,0,1,39.6,1,0
Jared DeVries,482,ED,14,DET,609,309,279,21,56.0,51.3,34.6,57.2,60.2,27,1,1,25,1,20,2,5,13,0,4,3,17,5.7,12,13,0,0,0,82.3,0,0
Joey Porter,484,ED,14,PIT,839,286,327,226,73.4,69.9,58.4,61.0,84.1,29,7,6,16,0,38,11,6,31,0,23,9,99,11.0,49,27,0,2,4,16.4,4,1
