player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Gary Stills,485,ED,5,BLT,31,27,2,2,90.6,60.0,71.2,54.1,78.9,1,0,1,0,0,2,0,0,1,1,0,0,0,,0,,0,0,0,0.0,0,0
Mike McKenzie,492,CB,16,NO,878,2,352,524,65.9,64.1,36.9,59.1,66.5,1,0,0,1,0,26,8,9,9,0,65,31,441,14.2,151,48,2,2,6,67.5,5,1
Chike Okeafor,493,ED,16,ARZ,903,508,380,15,61.7,57.4,66.7,65.2,62.7,42,10,7,25,3,34,10,3,30,2,2,1,0,0.0,3,0,0,0,0,56.3,5,1
Hannibal Navies,497,ED,6,SF,126,17,40,69,53.3,58.1,68.0,45.6,56.2,0,0,0,0,0,14,2,1,5,0,8,7,79,11.3,46,24,0,0,0,107.8,0,0
Warrick Holdman,499,LB,16,WAS,737,58,415,264,51.1,56.3,36.5,54.8,49.1,6,1,1,4,0,52,15,11,25,0,35,24,320,13.3,191,64,1,0,1,106.8,2,0
Aaron Smith,500,DI,16,PIT,867,508,355,4,81.1,89.9,52.6,56.5,67.4,34,6,6,22,2,46,13,6,43,1,0,0,0,,0,,0,0,0,0.0,2,0
Rosevelt Colvin,502,ED,16,NE,948,400,367,181,70.3,62.2,43.4,68.4,69.9,50,9,16,25,2,34,9,10,34,1,29,21,128,6.1,109,25,0,0,1,80.8,3,0
Dexter Jackson,503,S,12,CIN,645,33,271,341,64.1,78.5,69.6,78.1,54.1,9,2,1,6,0,45,8,6,18,0,31,23,256,11.1,100,22,4,1,3,124.5,1,0
Kenny Wright,506,CB,16,WAS,744,11,304,429,77.6,67.4,69.7,46.3,80.8,0,0,0,0,0,37,4,4,7,0,66,35,510,14.6,167,55,5,1,11,97.4,7,1
Eric Barton,516,LB,16,NYJ,623,67,319,237,64.4,66.2,75.2,66.8,62.0,11,5,0,6,0,64,18,7,38,1,29,22,189,8.6,116,29,1,0,1,104.0,3,0
Rod Coleman,519,DI,15,ATL,516,363,151,2,68.1,54.9,77.2,75.0,50.2,31,6,8,17,10,17,7,2,18,0,0,0,0,,0,,0,0,0,0.0,2,0
David Bowens,523,ED,16,MIA,280,215,54,11,50.4,68.9,78.6,47.0,65.1,10,5,0,5,1,7,2,0,11,0,1,0,0,,0,,0,0,0,39.6,2,0
Jason Craft,524,CB,16,NO,535,11,190,334,63.4,60.9,69.5,54.6,63.3,1,0,0,1,0,37,6,4,14,0,60,30,360,12.0,85,38,3,1,5,78.5,0,0
Kelly Gregg,527,DI,16,BLT,598,288,308,2,89.2,90.2,74.3,67.0,36.9,17,5,2,10,1,45,16,1,39,1,0,0,0,,0,,0,0,0,0.0,1,1
Clint Kriewaldt,528,LB,3,PIT,33,0,7,26,91.6,67.0,74.9,,90.3,0,0,0,0,0,1,0,0,1,0,2,1,13,13.0,3,13,0,1,0,31.3,0,0
Bryce Fisher,539,ED,16,SEA,803,439,337,27,56.8,55.2,63.3,58.6,61.0,42,4,7,31,0,32,7,5,28,0,4,3,15,5.0,16,7,0,0,0,80.2,4,0
Brendon Ayanbadejo,542,LB,7,CHI,59,4,34,21,56.2,70.0,79.2,56.6,43.7,0,0,0,0,0,6,0,0,3,0,6,4,30,7.5,22,10,0,0,0,78.5,0,0
Fakhir Brown,543,CB,14,STR,855,3,416,436,71.8,77.7,80.4,70.9,67.4,1,1,0,0,0,63,7,4,11,1,76,44,553,12.6,197,43,3,3,6,77.4,4,2
Matt Chatham,547,ED,15,NYJ,239,54,133,52,66.3,72.1,66.3,51.6,59.6,4,0,0,4,1,10,7,1,7,0,4,2,23,11.5,23,18,0,0,1,67.7,1,0
Marques Douglas,549,DI,16,SF,741,330,406,5,72.2,77.2,71.0,53.3,63.0,11,3,2,6,1,46,11,3,36,2,0,0,0,,0,,0,0,0,0.0,1,0
Kelly Herndon,553,CB,16,SEA,948,22,397,529,68.0,56.7,39.6,51.2,70.4,4,0,0,4,0,52,10,13,23,1,88,51,695,13.6,191,54,6,1,12,101.3,2,1
Corey Ivy,556,CB,13,BLT,273,43,37,193,74.6,91.2,70.5,61.0,70.0,9,2,4,3,0,13,0,2,7,2,22,13,162,12.5,78,36,0,1,4,63.1,0,0
Lemar Marshall,559,LB,15,WAS,979,96,455,428,46.6,46.8,72.8,55.8,51.1,17,2,4,11,1,74,27,8,39,0,51,42,469,11.2,241,40,5,0,2,137.7,1,0
Donnie Spragan,570,LB,16,MIA,532,53,317,162,77.7,71.7,67.6,73.1,76.8,9,1,2,6,1,31,14,5,20,1,21,14,78,5.6,70,15,0,0,1,73.1,1,0
LaVar Arrington,580,LB,6,NYG,204,30,96,78,55.2,49.2,35.0,62.3,58.0,4,1,0,3,2,13,2,5,10,0,16,12,90,7.5,81,25,0,0,0,88.0,0,0
Brian Urlacher,587,LB,16,CHI,1023,115,383,525,89.6,83.4,72.2,57.3,89.2,12,0,5,7,3,106,35,15,60,1,52,36,332,9.2,215,26,1,3,3,68.8,3,0
Shaun Ellis,590,DI,16,NYJ,902,523,378,1,52.2,51.1,54.7,52.7,59.7,31,6,0,25,3,38,12,5,29,1,0,0,0,,0,,0,0,0,0.0,0,0
John Abraham,591,ED,8,ATL,262,157,98,7,83.2,54.3,40.0,91.4,56.6,25,4,5,16,1,7,4,3,9,4,1,0,0,,0,,0,0,0,39.6,3,0
Deltha O'Neal,593,CB,12,CIN,616,0,237,379,71.3,78.6,69.9,,68.3,1,0,0,1,0,33,4,3,8,0,53,32,373,11.7,107,46,4,1,7,99.0,1,0
Julian Peterson,594,LB,16,SEA,1003,298,431,274,71.9,63.2,66.4,62.5,82.8,38,11,3,24,3,59,13,10,43,1,36,26,211,8.1,156,37,0,1,3,75.1,4,0
Chris Hovan,600,DI,16,TB,912,453,454,5,72.7,76.5,65.0,56.8,79.1,27,2,3,22,1,43,13,4,37,1,0,0,0,,0,,0,0,0,0.0,5,0
Rob Morris,603,LB,7,IND,243,7,152,84,46.8,52.6,76.6,51.9,47.5,1,0,0,1,0,29,6,3,17,0,6,6,67,11.2,27,24,0,0,1,113.2,0,0
Keith Bulluck,604,LB,16,TEN,1097,58,497,542,76.5,76.0,76.7,65.2,74.1,8,2,1,5,3,94,30,10,49,2,64,51,439,8.6,365,52,2,1,1,99.2,3,0
Darren Howard,606,ED,16,PHI,782,444,323,15,52.5,49.5,52.5,58.2,57.5,35,6,5,24,2,21,9,6,20,2,3,2,15,7.5,4,11,0,0,0,78.5,3,0
Mark Roman,607,S,16,SF,778,9,335,434,69.7,85.0,69.5,62.4,63.7,1,1,0,0,0,44,9,6,18,1,33,17,236,13.9,83,68,3,1,4,92.5,3,2
John Engelberger,608,ED,16,DEN,386,149,223,14,83.3,69.9,70.0,66.0,68.1,10,1,1,8,2,24,5,2,21,2,3,1,7,7.0,6,7,0,0,1,42.4,0,0
Mike Brown,610,S,6,CHI,317,6,122,189,63.8,68.6,71.8,53.2,62.3,1,0,0,1,0,17,9,3,8,1,10,5,57,11.4,11,17,0,0,1,67.5,1,0
Ian Gold,611,LB,15,DEN,899,68,400,431,68.4,63.5,52.7,56.6,71.3,11,0,4,7,1,72,15,13,31,1,59,41,361,8.8,232,27,0,0,1,85.5,1,0
Cornelius Griffin,613,DI,14,WAS,712,374,315,23,68.0,73.2,63.0,54.5,59.5,16,1,2,13,2,41,5,2,34,1,0,0,0,,0,,0,0,0,0.0,1,0
Kenoy Kennedy,615,S,10,DET,512,14,217,281,65.5,78.2,66.6,93.1,55.0,2,1,0,1,0,45,6,7,13,0,22,18,287,15.9,80,54,1,2,0,96.0,2,1
Jason Webster,618,CB,8,ATL,471,0,172,299,57.7,77.6,58.2,,53.8,0,0,0,0,0,38,7,5,8,1,53,38,505,13.3,109,55,3,2,1,104.7,3,1
Fred Robbins,623,DI,16,NYG,908,528,362,18,72.4,74.0,44.8,65.9,63.6,51,6,7,38,1,26,5,8,28,0,1,0,0,,0,,0,2,0,0.0,7,1
Deon Grant,624,S,16,JAX,944,21,370,553,70.2,74.8,62.0,68.2,66.3,3,1,0,2,1,55,8,8,11,0,22,10,153,15.3,57,30,1,2,3,46.2,1,0
Travares Tillman,625,S,10,MIA,461,5,211,245,62.3,82.0,80.4,47.0,53.9,1,0,0,1,0,33,9,3,10,1,16,11,109,9.9,16,22,2,0,2,127.3,2,0
Marcus Washington,626,LB,14,WAS,897,186,410,301,68.4,65.1,56.6,67.9,66.8,26,3,8,15,2,63,20,9,38,2,41,24,253,10.5,154,26,1,0,8,84.7,4,0
Mark Simoneau,629,LB,16,NO,527,42,278,207,69.1,54.3,79.1,65.5,78.8,13,1,0,12,0,35,18,4,22,0,15,10,126,12.6,73,40,1,1,1,87.1,0,0
Darwin Walker,633,DI,16,PHI,692,383,308,1,49.5,41.6,67.9,64.4,74.4,29,6,4,19,1,21,11,1,18,1,0,0,0,,0,,0,1,0,0.0,6,1
Kendrick Clancy,634,DI,11,ARZ,497,253,244,0,68.1,76.6,63.5,50.6,57.6,4,1,0,3,0,23,4,2,17,1,0,0,0,,0,,0,0,0,0.0,1,0
Hank Poteat,637,CB,10,NE,39,1,8,30,77.5,81.2,89.9,76.6,73.8,2,0,0,2,0,20,10,0,2,0,38,17,209,12.3,80,31,1,0,2,71.1,1,0
Hank Poteat,637,CB,10,NYJ,342,8,93,241,77.5,81.2,89.9,76.6,73.8,2,0,0,2,0,20,10,0,2,0,38,17,209,12.3,80,31,1,0,2,71.1,1,0
Greg Wesley,643,S,14,KC,808,21,346,441,71.5,71.7,66.0,74.3,68.0,7,0,2,5,0,64,8,9,17,2,31,21,416,19.8,132,87,3,3,5,103.3,0,0
Jeff Ulbrich,644,LB,15,SF,547,40,255,252,63.9,64.1,73.1,55.3,63.9,4,0,0,4,0,41,16,4,15,0,29,23,238,10.3,183,26,2,0,0,123.9,2,0
Nate Webster,646,LB,2,DEN,85,4,52,29,61.7,72.0,64.8,55.5,48.9,1,0,0,1,0,8,3,1,5,0,6,3,56,18.7,31,32,1,0,0,122.2,0,0
David Macklin,647,CB,14,ARZ,436,1,177,258,81.9,78.4,66.5,60.0,80.6,0,0,0,0,0,30,1,3,9,0,40,21,255,12.1,41,54,2,1,5,78.6,2,0
T.J. Slaughter,648,LB,5,SF,64,5,26,33,46.9,71.5,60.4,54.1,34.9,1,0,0,1,0,8,1,1,7,0,5,5,112,22.4,59,57,2,0,0,158.3,0,0
Lewis Sanders,650,CB,9,HST,447,1,176,270,68.2,66.4,80.2,59.1,67.2,0,0,0,0,0,30,7,3,8,0,48,27,284,10.5,137,37,2,0,5,87.5,2,0
Na'il Diggs,652,LB,14,CAR,562,20,286,256,76.7,69.4,63.6,64.0,76.2,2,0,1,1,1,54,10,7,35,0,26,15,97,6.5,72,21,0,0,1,65.7,0,0
David Barrett,653,CB,13,NYJ,468,0,155,313,82.0,64.2,67.0,,83.0,1,0,0,1,0,25,7,3,4,1,44,23,325,14.1,123,77,2,3,5,63.2,1,1
Brandon Short,655,LB,9,NYG,312,20,167,125,66.7,74.9,80.5,91.6,44.7,6,2,2,2,0,30,11,2,16,2,12,7,71,10.1,30,24,1,0,0,103.1,1,1
Tyrone Carter,660,S,16,PIT,426,23,87,316,65.1,81.8,69.9,71.4,58.7,3,3,0,0,0,29,7,5,9,2,21,15,180,12.0,121,52,0,0,0,97.3,0,0
Alvin McKinley,662,DI,14,CLV,635,286,349,0,59.0,65.1,74.6,50.5,62.9,13,1,2,10,0,28,16,1,20,0,0,0,0,,0,,0,0,0,0.0,3,1
Peter Sirmon,666,LB,16,TEN,751,14,398,339,55.0,62.2,67.3,50.1,48.7,2,0,0,2,0,59,19,8,25,0,38,28,251,9.0,178,28,1,1,3,88.8,2,0
Clark Haggans,670,ED,15,PIT,897,326,352,219,62.1,61.0,57.9,62.9,56.0,40,6,4,30,2,51,8,9,39,2,18,15,157,10.5,156,24,0,1,0,79.9,1,0
Brian Young,671,DI,16,NO,701,409,292,0,89.9,86.1,49.1,77.6,67.0,53,6,11,36,1,26,9,3,27,0,0,0,0,,0,,0,0,0,0.0,1,0
Ralph Brown,672,CB,16,CLV,564,10,196,358,72.3,66.6,52.5,60.6,73.1,3,0,0,3,0,32,3,6,10,0,57,35,414,11.8,123,31,4,0,7,106.9,1,0
Kabeer Gbaja-Biamila,675,ED,16,GB,751,462,284,5,59.4,52.9,49.1,62.2,62.1,51,7,14,30,0,25,10,5,24,2,2,1,5,5.0,10,5,0,0,0,56.3,3,1
Kiwaukee Thomas,680,CB,16,BUF,453,29,114,310,77.6,41.6,73.6,50.3,85.8,4,0,0,4,0,30,16,2,15,0,42,28,285,10.2,150,23,1,0,5,93.8,1,1
Dhani Jones,687,LB,16,PHI,602,28,332,242,65.9,62.3,75.6,64.6,69.1,5,1,1,3,0,49,19,5,23,0,35,25,175,7.0,114,41,1,0,2,92.0,3,0
Adalius Thomas,690,ED,16,BLT,951,236,350,365,84.0,80.3,73.6,71.8,79.5,36,12,11,13,3,52,15,5,40,1,47,34,254,7.5,167,26,0,1,4,76.0,1,1
Robaire Smith,696,DI,15,TEN,502,270,232,0,57.2,65.2,62.4,51.3,56.6,6,1,0,5,2,32,12,3,19,0,0,0,0,,0,,0,0,0,0.0,3,0
Rob Meier,710,DI,16,JAX,688,390,289,9,60.8,59.6,78.2,56.8,64.9,21,6,3,12,0,26,1,0,25,0,1,0,0,,0,,0,0,0,39.6,1,0
Danny Clark,712,LB,9,NO,52,5,28,19,91.2,93.3,84.5,53.7,60.3,0,0,0,0,0,10,3,0,8,0,3,2,6,3.0,1,4,1,0,0,109.7,0,0
DaShon Polk,714,LB,1,HST,2,1,1,0,77.5,65.8,73.2,60.0,,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Alfonso Boone,715,DI,12,CHI,314,183,131,0,71.3,76.1,76.5,58.6,60.0,11,2,0,9,0,17,4,1,15,0,0,0,0,,0,,0,0,0,0.0,1,0
Steve Gleason,728,S,1,NO,41,1,22,18,61.1,44.0,80.1,59.1,70.4,0,0,0,0,0,3,0,0,1,0,1,1,2,2.0,3,2,0,0,0,79.2,0,0
James Hall,733,ED,7,DET,355,199,146,10,70.0,68.9,72.6,74.4,56.3,30,6,2,22,0,15,4,1,17,1,1,1,18,18.0,13,18,0,0,0,118.8,4,2
Reggie Howard,741,CB,2,CAR,13,1,0,12,65.2,,73.0,60.0,65.4,0,0,0,0,0,1,0,0,0,0,2,1,5,5.0,6,5,0,0,0,56.3,0,0
Cedric Killings,747,DI,4,HST,92,52,39,1,68.0,56.8,71.8,74.9,60.0,6,0,1,5,1,2,3,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Paris Lenon,751,LB,16,DET,928,76,405,447,68.5,63.6,66.5,52.7,70.9,8,0,3,5,0,53,23,8,29,0,49,43,388,9.0,270,22,2,1,2,104.8,1,0
Adewale Ogunleye,757,ED,14,CHI,754,441,276,37,56.1,45.7,70.7,67.8,60.1,47,6,8,33,3,18,13,3,20,1,6,4,33,8.3,22,12,0,0,0,80.6,8,3
Gerard Warren,775,DI,15,DEN,716,401,307,8,54.3,60.2,69.6,50.9,65.1,15,2,2,11,1,22,6,1,15,0,1,1,7,7.0,4,7,0,0,1,95.8,5,0
Justin Smith,776,ED,16,CIN,1042,593,415,34,78.6,80.7,78.2,66.6,62.2,72,8,11,53,2,52,18,2,44,1,1,1,20,20.0,8,20,0,0,1,118.8,2,0
Richard Seymour,778,DI,16,NE,741,450,290,1,72.7,76.4,67.4,66.4,54.4,39,5,4,30,4,19,11,1,17,0,1,0,0,,0,,0,1,0,0.0,4,0
Andre Carter,779,ED,16,WAS,873,470,386,17,63.7,65.2,62.4,56.3,59.2,35,6,6,23,2,44,7,4,41,0,4,3,62,20.7,50,51,1,0,0,156.3,1,1
Dan Morgan,781,LB,1,CAR,24,0,11,13,81.2,61.4,77.0,,80.9,0,0,0,0,0,0,2,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Damione Lewis,782,DI,16,CAR,473,332,141,0,69.8,67.5,32.2,62.5,82.6,25,5,3,17,3,11,7,6,16,1,0,0,0,,0,,0,0,0,0.0,4,0
Marcus Stroud,783,DI,11,JAX,474,269,203,2,52.5,57.3,67.2,51.2,70.7,13,2,2,9,2,19,4,2,16,0,0,0,0,,0,,0,0,0,0.0,5,0
Casey Hampton,789,DI,15,PIT,527,247,273,7,80.1,89.0,65.2,48.8,67.3,7,0,0,7,1,24,11,4,17,1,1,1,20,20.0,21,20,0,0,0,118.8,1,0
Adam Archuleta,790,S,9,WAS,437,25,181,231,60.1,86.2,75.9,59.0,48.5,4,1,0,3,0,36,13,4,10,0,12,7,141,20.1,62,53,0,0,0,99.7,1,0
Nate Clements,791,CB,16,BUF,1045,2,453,590,82.5,78.7,68.4,58.5,82.6,0,0,0,0,0,59,16,8,17,1,92,60,667,11.1,258,25,1,3,9,76.7,3,1
Will Allen,792,CB,15,MIA,913,45,419,449,48.6,65.7,31.7,40.9,46.6,6,1,2,3,0,45,10,15,14,1,79,52,693,13.3,234,87,7,1,6,117.7,6,0
Jamar Fletcher,796,CB,13,DET,342,4,123,215,53.5,52.4,70.3,54.2,58.7,1,0,0,1,0,34,5,3,8,0,45,34,404,11.9,105,44,3,3,2,96.9,5,0
Derrick Gibson,798,S,14,OAK,116,2,81,33,63.6,60.2,40.9,68.0,63.1,1,0,0,1,0,7,2,2,4,0,5,5,29,5.8,13,9,1,0,0,130.4,0,0
Ryan Pickett,799,DI,16,GB,642,320,321,1,74.0,72.9,76.7,60.1,68.1,12,0,3,9,6,45,25,1,33,0,0,0,0,,0,,0,0,0,0.0,0,0
Kyle Vanden Bosch,804,ED,16,TEN,1034,562,466,6,58.9,45.3,57.9,69.0,64.1,79,7,17,55,0,48,12,9,39,1,0,0,0,,0,,0,0,0,0.0,6,0
Kendrell Bell,809,LB,16,KC,588,43,334,211,50.4,53.1,55.5,64.2,47.2,5,1,1,3,0,38,11,7,27,0,32,21,105,5.0,50,21,3,0,0,101.7,0,0
Ken Lucas,810,CB,13,CAR,588,3,243,342,81.4,77.1,48.9,58.7,82.6,0,0,0,0,0,33,8,8,14,0,44,27,320,11.9,105,32,1,3,5,62.7,3,1
Robert Ferguson,811,WR,1,GB,1,0,1,0,60.0,60.0,75.2,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Kris Jenkins,814,DI,16,CAR,742,393,347,2,77.4,79.0,71.5,78.1,67.3,38,4,2,32,1,29,8,1,29,0,0,0,0,,0,,0,0,0,0.0,11,0
Fred Smoot,815,CB,14,MIN,737,4,203,530,65.8,81.3,63.2,55.5,65.4,1,0,0,1,0,61,5,8,19,2,104,63,649,10.3,206,34,3,1,1,84.2,5,0
Aaron Schobel,816,ED,16,BUF,828,457,352,19,74.8,55.1,74.0,82.7,67.0,69,13,11,45,2,27,12,3,35,3,3,3,59,19.7,48,26,0,0,0,118.8,4,1
Jamie Winborn,817,LB,5,TB,25,2,21,2,57.2,57.8,42.1,56.5,60.7,1,0,0,1,0,3,1,1,2,0,1,1,25,25.0,16,25,0,0,0,118.8,0,0
Andre Dyson,827,CB,15,NYJ,812,1,344,467,61.8,65.7,73.5,56.8,60.9,0,0,0,0,0,47,7,4,12,0,70,47,467,9.9,124,30,6,4,3,90.6,1,0
Shaun Rogers,828,DI,6,DET,312,184,128,0,75.7,73.0,59.9,73.4,84.9,18,3,4,11,0,18,3,1,20,0,0,0,0,,0,,0,0,0,0.0,3,0
Gary Baxter,829,CB,3,CLV,183,0,82,101,59.0,64.7,55.2,,56.8,0,0,0,0,0,18,6,4,3,0,20,13,234,18.0,70,43,0,1,3,84.2,1,0
Derrick Burgess,830,ED,16,OAK,938,450,476,12,58.3,51.2,57.3,61.0,67.9,56,12,6,38,1,34,5,6,35,1,1,1,0,0.0,0,0,0,0,0,79.2,5,0
Adrian Wilson,831,S,16,ARZ,1002,80,423,499,76.3,69.8,62.2,72.6,74.9,15,5,3,7,0,68,11,12,43,3,42,28,325,11.6,119,49,2,4,5,66.2,5,0
Bhawoh Jue,836,S,12,SD,305,2,57,246,46.3,59.5,29.7,59.2,46.0,0,0,0,0,0,10,1,5,1,0,14,9,90,10.0,41,22,2,0,2,122.0,1,0
Ron Edwards,838,DI,16,KC,762,422,340,0,63.4,60.0,60.7,60.0,62.2,29,3,4,22,0,20,3,1,18,0,0,0,0,,0,,0,0,0,0.0,0,0
William James,839,CB,3,PHI,57,0,25,32,59.6,74.2,80.6,,54.6,0,0,0,0,0,7,0,0,4,0,6,3,27,9.0,3,19,0,0,2,62.5,1,0
Dwight Smith,845,S,15,MIN,943,20,316,607,76.4,73.8,75.7,81.7,76.5,4,1,1,2,0,63,13,8,21,1,39,23,291,12.7,70,40,1,4,6,51.3,2,0
Reggie Hayward,848,ED,1,JAX,31,18,11,2,89.8,67.7,69.6,81.8,66.8,4,0,0,4,0,0,1,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Morlon Greenwood,849,LB,16,HST,804,84,404,316,62.4,56.7,85.4,39.2,73.8,6,0,0,6,0,82,27,6,38,2,45,31,245,7.9,180,25,0,1,2,72.9,1,0
Anthony Henry,855,CB,16,DAL,981,1,380,600,72.0,83.5,80.1,60.0,68.7,0,0,0,0,0,76,9,5,15,1,115,67,765,11.4,252,52,5,2,15,85.6,7,0
Matt Stewart,858,ED,14,CLV,154,21,89,44,57.3,55.5,41.4,59.9,61.7,3,1,0,2,0,6,2,2,6,0,2,2,9,4.5,-2,6,1,0,0,125.0,1,0
Orlando Huff,859,LB,16,ARZ,714,15,323,376,50.4,48.0,49.2,47.4,55.2,1,0,0,1,0,62,8,11,30,0,44,31,326,10.5,152,23,0,0,2,91.7,0,0
Monty Beisel,862,LB,4,ARZ,81,3,42,36,80.8,78.7,55.7,68.5,68.8,2,0,0,2,0,12,1,2,7,0,8,7,66,9.4,32,33,1,1,0,101.0,0,0
Marcus Bell,871,DI,13,DET,426,183,241,2,57.8,57.1,63.6,54.6,60.8,9,1,1,7,0,19,13,1,12,1,0,0,0,,0,,0,0,0,0.0,0,0
Ed Hartwell,874,LB,8,ATL,331,25,196,110,66.4,70.0,82.1,50.2,63.3,3,1,0,2,0,26,17,2,18,1,9,7,65,9.3,44,17,1,0,0,133.8,1,0
Jarrod Cooper,884,S,8,OAK,41,4,18,19,52.4,71.0,58.4,53.3,42.5,0,0,0,0,0,3,2,1,2,0,3,2,4,2.0,-5,3,2,0,0,109.7,0,0
Jerametrius Butler,885,CB,3,STR,29,0,8,21,69.3,64.7,72.8,,68.4,0,0,0,0,0,1,0,0,1,0,1,0,0,,0,,0,0,0,39.6,0,0
Patrick Chukwurah,895,ED,14,DEN,225,188,33,4,56.8,56.9,38.9,55.1,60.2,19,5,2,12,1,6,2,3,7,1,1,1,8,8.0,0,8,0,0,0,100.0,0,0
Jason Glenn,903,LB,3,MIN,12,0,11,1,35.6,52.9,,,57.9,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Rodney Bailey,906,DI,12,PIT,104,79,25,0,58.4,67.7,45.4,50.5,60.0,2,0,1,1,1,3,3,2,2,0,0,0,0,,0,,0,0,0,0.0,0,0
Ellis Wyms,908,DI,13,TB,443,258,184,1,47.5,40.4,60.1,53.4,70.1,9,5,0,4,1,15,4,1,14,0,0,0,0,,0,,0,0,0,0.0,0,0
Chris Cooper,909,DI,13,ARZ,336,197,139,0,69.5,66.7,74.8,61.9,67.2,11,2,2,7,2,13,3,0,11,0,0,0,0,,0,,0,0,1,0.0,1,0
Jimmy Williams,915,CB,5,SEA,65,3,14,48,60.4,70.7,80.2,54.2,58.4,0,0,0,0,0,7,0,0,4,0,9,6,37,6.2,19,9,1,0,1,111.8,1,0
Renaldo Hill,919,S,16,MIA,1027,27,447,553,70.3,74.2,70.2,50.2,68.2,3,0,0,3,0,67,13,12,15,0,46,25,316,12.6,77,34,1,2,8,65.1,0,0
James Reed,922,DI,15,KC,743,410,332,1,50.2,49.7,58.3,55.2,57.8,18,1,6,11,2,28,8,3,22,0,0,0,0,,0,,0,0,0,0.0,2,0
Ross Kolodziej,931,DI,12,MIN,155,77,78,0,53.1,53.5,72.0,53.3,,3,0,0,3,0,7,0,0,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Marlon McCree,933,S,14,SD,859,32,319,508,59.9,84.0,55.9,50.2,51.9,7,1,0,6,0,46,10,10,12,0,33,26,367,14.1,119,51,5,1,2,140.0,1,0
Joe Tafoya,934,ED,12,SEA,59,22,30,7,43.9,36.4,71.7,54.4,60.9,0,0,0,0,1,2,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Terdell Sands,935,DI,16,OAK,534,198,336,0,72.5,71.5,54.8,66.6,60.0,12,1,1,10,2,29,9,4,26,0,0,0,0,,0,,0,1,0,0.0,3,0
Jason Bell,940,S,10,NYG,200,6,61,133,74.1,45.5,81.2,52.1,79.1,1,0,0,1,0,13,2,2,4,0,4,2,24,12.0,2,15,0,1,1,29.2,1,0
Donte' Curry,950,LB,10,DET,46,2,29,15,74.2,70.6,81.9,56.1,68.1,0,0,0,0,0,5,0,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Troy Evans,952,LB,2,HST,3,0,1,2,34.0,61.7,73.2,,47.9,0,0,0,0,0,0,1,0,0,0,1,1,26,26.0,9,26,0,0,0,118.8,0,0
Demetric Evans,953,ED,16,WAS,307,185,120,2,54.2,47.4,34.4,60.3,58.5,6,2,1,3,1,11,4,3,8,1,0,0,0,,0,,0,0,0,0.0,0,0
Nick Harper,957,CB,15,IND,808,2,413,393,81.9,59.0,74.1,57.3,86.6,0,0,0,0,0,62,13,6,24,0,72,47,438,9.3,121,34,4,3,11,83.0,0,0
Chris Hoke,961,DI,14,PIT,162,76,85,1,61.2,66.8,58.2,47.3,60.0,2,0,1,1,0,7,4,1,4,0,0,0,0,,0,,0,0,0,0.0,0,0
Kevin Kaesviharn,966,S,14,CIN,643,28,209,406,90.0,63.7,87.6,84.7,90.2,13,5,3,5,0,44,8,2,17,0,38,26,210,8.1,94,35,1,6,1,51.3,1,0
Lance Legree,969,DI,1,NYG,6,3,3,0,65.7,65.0,,56.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Antonio Pierce,975,LB,16,NYG,1083,56,430,597,60.8,76.2,71.9,44.7,51.2,5,1,1,3,0,105,28,13,55,1,85,61,684,11.2,342,42,4,1,7,106.2,2,0
Cleveland Pinkney,976,DI,8,DET,230,123,104,3,61.8,60.9,73.4,60.6,64.2,8,0,2,6,0,9,1,0,7,0,0,0,0,,0,,0,0,0,0.0,1,0
Brian Russell,983,S,12,CLV,800,7,342,451,69.8,75.4,73.1,52.3,69.2,0,0,0,0,0,45,4,5,11,1,28,14,156,11.1,39,28,1,1,2,64.0,2,0
DeQuincy Scott,985,DI,3,TEN,119,77,42,0,55.4,61.2,72.6,51.1,,6,0,2,4,0,4,0,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Nick Sorensen,989,S,2,JAX,7,0,3,4,41.7,60.0,75.2,,45.3,0,0,0,0,0,1,0,0,0,0,1,1,15,15.0,1,15,0,0,0,118.8,0,0
Josh Stamer,990,LB,3,BUF,5,0,4,1,74.9,68.5,69.9,,60.0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
