player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Keith Brooking,336,LB,16,ATL,1029,66,404,559,52.5,45.3,88.0,61.5,57.9,8,0,3,5,0,69,16,4,28,0,60,49,498,10.2,283,38,1,0,4,106.8,1,0
Takeo Spikes,337,LB,16,SF,762,45,394,323,85.3,74.4,90.7,61.8,86.9,6,1,2,3,0,70,11,2,35,2,48,34,288,8.5,178,43,3,3,0,80.9,1,0
Vonnie Holliday,340,DI,16,MIA,569,329,237,3,72.4,63.5,80.5,63.7,80.8,20,5,7,8,2,33,8,1,30,0,2,2,13,6.5,9,12,0,0,0,93.8,1,0
Randy Moss,342,WR,2,NE,2,0,1,1,60.0,60.0,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
R.W. McQuarters,348,CB,4,NYG,31,4,12,15,67.2,67.7,79.7,63.1,62.9,1,0,1,0,0,2,2,0,0,0,1,0,0,,0,,0,0,0,39.6,1,0
Corey Chavous,350,S,13,STR,788,25,396,367,38.0,45.9,47.8,55.7,36.3,3,0,2,1,0,55,6,13,19,1,29,22,483,22.0,199,90,3,0,1,151.9,2,1
Patrick Surtain,358,CB,8,KC,185,0,48,137,68.7,29.8,70.8,,72.7,0,0,0,0,0,10,0,1,1,0,16,9,147,16.3,69,51,1,1,2,82.0,0,0
Brian Kelly,359,CB,11,DET,437,1,201,235,47.5,44.3,61.3,54.7,48.4,0,0,0,0,0,20,4,4,5,0,39,28,402,14.4,104,62,1,0,1,113.4,0,0
Samari Rolle,360,CB,10,BLT,520,0,182,338,72.5,57.8,56.9,,74.2,0,0,0,0,0,21,1,4,4,1,46,21,219,10.4,53,24,1,3,4,40.0,4,1
Leonard Little,370,ED,14,STR,327,212,114,1,68.5,51.7,75.5,76.2,60.1,30,7,5,18,0,9,1,0,13,1,0,0,0,,0,,0,0,0,0.0,2,0
Deshea Townsend,391,CB,12,PIT,444,8,129,307,72.1,50.6,47.7,55.0,74.5,0,0,0,0,0,17,2,4,6,0,39,24,250,10.4,105,35,0,2,6,58.7,3,1
Chris Draft,401,LB,12,STR,349,23,194,132,68.3,58.6,90.0,56.6,77.8,2,0,1,1,0,22,5,0,13,0,12,6,43,7.2,26,14,0,0,1,58.7,1,0
Chartric Darby,421,DI,15,DET,478,193,284,1,44.2,44.6,76.4,56.2,60.0,4,2,1,1,0,24,2,0,21,0,1,1,5,5.0,9,5,0,0,0,87.5,3,0
London Fletcher,424,LB,16,WAS,961,82,383,496,81.5,70.9,91.5,64.2,82.1,10,0,4,6,1,95,20,4,48,1,60,40,424,10.6,333,79,1,0,2,92.6,1,0
Paul Spicer,433,ED,16,JAX,600,309,285,6,55.5,52.6,71.5,60.9,59.8,23,4,5,14,2,27,0,1,27,1,1,1,8,8.0,7,8,0,0,0,100.0,2,0
Champ Bailey,442,CB,9,DEN,502,7,213,282,84.8,89.0,90.0,92.3,76.9,3,1,1,1,0,38,7,1,15,2,20,14,203,14.5,89,48,1,1,3,98.5,0,0
Chris McAlister,445,CB,6,BLT,293,1,117,175,49.7,70.5,37.6,57.9,45.5,0,0,0,0,0,12,3,5,3,0,25,13,221,17.0,83,67,2,3,2,69.3,2,0
Jevon Kearse,450,ED,16,TEN,632,381,249,2,63.7,61.0,59.2,65.5,66.4,35,4,10,21,2,27,4,2,23,3,4,2,0,0.0,4,2,0,0,0,56.3,5,2
Ebenezer Ekuban,454,ED,15,DEN,533,301,228,4,43.4,44.0,65.2,52.3,56.5,14,5,3,6,0,20,5,2,17,0,2,2,17,8.5,1,12,1,0,0,141.7,2,0
Antoine Winfield,456,CB,16,MIN,963,13,349,601,92.1,91.6,73.2,98.5,87.4,3,2,0,1,0,67,8,4,39,4,81,43,444,10.3,170,65,2,2,6,67.1,0,0
Fernando Bryant,458,CB,2,PIT,37,4,1,32,55.0,60.0,76.7,62.0,53.6,1,0,0,1,0,3,0,0,0,0,8,5,53,10.6,5,15,1,0,0,121.4,0,0
Patrick Kerney,459,ED,7,SEA,379,219,156,4,72.6,51.8,67.0,78.3,64.7,27,5,4,18,1,15,5,2,16,2,3,2,18,9.0,8,12,0,0,1,82.6,0,0
Mike Peterson,463,LB,15,JAX,672,50,300,322,69.1,71.7,85.3,72.7,58.5,9,1,3,5,0,62,16,5,32,0,33,26,188,7.2,133,16,2,0,0,110.6,2,0
Dre' Bly,467,CB,16,DEN,991,11,431,549,55.7,48.7,86.9,46.9,57.2,1,0,0,1,0,60,3,2,17,1,92,62,729,11.8,240,51,5,2,5,100.3,3,1
John Thornton,472,DI,15,CIN,647,329,316,2,52.7,43.4,60.5,62.9,68.2,19,2,6,11,2,19,2,4,17,0,2,2,2,1.0,6,4,0,0,0,79.2,1,0
Jared DeVries,482,ED,10,DET,485,240,237,8,53.9,47.5,32.3,61.9,60.3,20,2,3,15,3,24,1,5,22,0,1,1,17,17.0,8,17,0,0,0,118.8,1,0
Joey Porter,484,ED,16,MIA,994,546,363,85,56.4,40.5,69.5,68.9,56.3,48,17,9,22,0,22,1,4,31,4,4,2,30,15.0,10,26,0,0,0,75.0,5,1
Gary Stills,485,LB,1,STR,1,0,0,1,60.7,,,,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike McKenzie,492,CB,7,NO,407,0,169,238,66.1,80.5,87.6,,63.5,0,0,0,0,0,21,1,0,10,0,27,14,188,13.4,49,33,2,1,0,83.6,1,0
Chike Okeafor,493,ED,16,ARZ,839,338,355,146,55.5,62.7,55.1,62.2,37.6,30,5,7,18,1,44,4,8,30,1,25,21,207,9.9,167,28,1,1,1,97.8,3,1
Aaron Smith,500,DI,16,PIT,851,517,325,9,58.7,65.2,68.1,50.7,63.9,23,6,5,12,4,39,4,4,41,0,3,3,8,2.7,18,9,0,0,0,79.2,1,0
Pierson Prioleau,501,S,7,JAX,157,2,50,105,67.4,83.2,89.0,76.8,58.6,1,0,0,1,0,14,2,0,5,0,6,4,37,9.3,18,14,0,0,0,83.3,0,0
Rosevelt Colvin,502,ED,4,NE,161,38,80,43,68.4,69.6,57.3,68.3,56.3,6,0,1,5,0,6,0,1,3,0,3,3,27,9.0,16,13,0,0,0,104.2,0,0
Dexter Jackson,503,S,3,CIN,184,4,96,84,39.8,42.2,47.7,67.6,48.0,1,0,1,0,0,17,1,5,2,0,9,7,83,11.9,32,32,0,0,0,105.1,1,0
Eric Barton,516,LB,16,NYJ,828,65,364,399,72.6,65.8,90.4,67.1,74.4,10,2,0,8,0,91,12,2,46,0,46,32,374,11.7,210,26,0,0,4,93.9,2,0
David Bowens,523,ED,16,NYJ,424,168,124,132,49.4,47.0,62.9,67.7,36.8,17,5,5,7,1,12,6,4,9,1,14,10,151,15.1,98,42,1,1,0,100.6,1,1
Jason Craft,524,CB,13,NO,40,2,11,27,67.6,69.1,77.5,90.9,58.6,8,3,2,3,0,46,2,2,19,1,54,39,472,12.1,240,39,1,1,5,97.1,2,0
Jason Craft,524,CB,13,STR,538,44,202,292,67.6,69.1,77.5,90.9,58.6,8,3,2,3,0,46,2,2,19,1,54,39,472,12.1,240,39,1,1,5,97.1,2,0
Brendon Ayanbadejo,542,LB,5,BLT,13,5,1,7,73.1,60.0,74.5,68.6,64.5,1,1,0,0,0,0,1,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Fakhir Brown,543,CB,13,STR,772,1,370,401,54.6,46.2,67.2,99.1,49.9,1,1,0,0,0,42,3,5,9,1,68,43,589,13.7,241,48,5,1,7,109.3,2,0
Marques Douglas,549,ED,16,BLT,345,178,167,0,61.2,72.1,78.2,49.2,57.1,5,0,0,5,0,21,6,1,15,0,1,1,4,4.0,10,4,0,0,0,83.3,2,0
Corey Ivy,556,CB,16,BLT,501,28,104,369,71.5,67.2,90.2,85.7,67.2,12,3,2,7,0,35,3,2,18,1,62,42,447,10.6,116,30,2,0,0,99.3,0,0
Brian Urlacher,587,LB,16,CHI,1110,128,436,546,64.4,34.9,75.1,59.9,87.9,13,0,3,10,3,75,6,10,35,0,33,24,162,6.8,116,21,0,2,3,57.9,2,0
Shaun Ellis,590,DI,16,NYJ,801,495,300,6,61.5,61.5,69.8,60.2,71.0,30,6,4,20,0,30,8,3,25,2,0,0,0,,0,,0,0,0,0.0,4,1
John Abraham,591,ED,16,ATL,626,410,209,7,84.7,54.7,59.1,90.2,62.1,71,17,17,37,0,19,2,3,32,3,1,0,0,,0,,0,0,0,39.6,2,2
Deltha O'Neal,593,CB,16,NE,627,0,231,396,60.2,68.3,73.1,,58.0,0,0,0,0,0,30,0,2,6,0,60,34,478,14.1,132,54,5,3,5,89.4,2,0
Julian Peterson,594,LB,16,SEA,1061,330,436,295,59.7,59.6,63.9,68.9,51.5,30,5,4,21,4,60,7,8,41,5,41,32,264,8.3,191,31,2,0,0,109.8,5,1
Chris Hovan,600,DI,15,TB,780,412,368,0,51.2,41.7,77.9,62.1,62.2,19,1,5,13,1,35,5,6,28,0,0,0,0,,0,,0,0,0,0.0,0,0
Keith Bulluck,604,LB,16,TEN,972,37,367,568,70.2,66.4,63.0,69.4,70.1,6,0,0,6,1,74,10,9,36,1,51,37,336,9.1,205,33,1,0,5,96.5,0,0
Darren Howard,606,ED,16,PHI,463,338,113,12,70.1,47.1,76.7,74.7,66.6,41,11,8,22,1,14,2,1,20,0,3,2,6,3.0,3,7,0,1,0,30.6,2,0
Mark Roman,607,S,16,SF,1051,26,439,586,51.2,78.9,62.4,89.9,34.2,7,0,1,6,0,43,8,8,12,0,47,34,502,14.8,170,61,2,0,3,121.1,2,1
John Engelberger,608,ED,15,DEN,452,185,267,0,41.4,37.5,76.7,54.6,60.0,10,1,0,9,0,18,3,2,15,1,0,0,0,,0,,0,0,0,0.0,0,0
Mike Brown,610,S,15,CHI,932,31,364,537,68.0,72.6,71.3,80.8,61.0,7,1,2,4,0,64,11,12,22,0,44,25,315,12.6,81,26,3,2,2,83.0,1,0
Cornelius Griffin,613,DI,14,WAS,549,299,238,12,63.0,59.8,75.8,64.2,58.1,17,1,4,12,1,17,5,2,16,0,1,0,0,,0,,0,1,0,0.0,1,0
Jason Webster,618,CB,3,NE,38,0,5,33,70.6,60.7,77.5,,70.7,0,0,0,0,0,3,1,0,1,1,5,4,24,6.0,17,9,0,0,0,86.7,0,0
Fred Robbins,623,DI,14,NYG,601,337,261,3,58.1,64.7,78.0,63.8,54.4,21,5,5,11,3,23,7,2,24,0,0,0,0,,0,,0,0,0,0.0,7,1
Deon Grant,624,S,16,SEA,1085,41,443,601,67.2,60.4,77.1,44.2,73.2,4,0,0,4,0,61,5,8,18,0,42,20,323,16.2,144,53,1,2,6,61.9,2,0
Marcus Washington,626,LB,10,WAS,318,42,158,118,62.1,62.2,81.5,66.4,59.7,6,0,2,4,0,24,8,1,14,3,14,12,74,6.2,47,21,1,0,0,112.5,2,1
Darwin Walker,633,DI,10,CAR,238,138,98,2,61.8,60.8,72.2,59.2,64.0,4,0,1,3,2,6,3,0,4,0,1,1,-2,-2.0,4,-2,0,0,0,79.2,1,0
Kendrick Clancy,634,DI,14,NO,610,325,284,1,51.4,44.3,77.5,58.1,67.2,10,2,0,8,2,28,7,2,23,0,1,0,0,,0,,0,0,1,39.6,1,0
Hank Poteat,637,CB,13,NYJ,422,14,72,336,77.9,79.3,61.2,90.9,71.8,5,1,0,4,0,25,5,4,8,2,36,24,220,9.2,119,28,0,2,1,60.0,2,1
Jeff Ulbrich,644,LB,5,SF,61,3,28,30,58.7,57.0,82.4,55.0,62.1,0,0,0,0,0,7,0,0,5,0,4,4,42,10.5,29,18,0,0,0,110.4,0,0
Nate Webster,646,LB,13,DEN,579,26,281,272,74.4,64.1,59.5,75.8,73.6,4,2,0,2,0,56,13,13,34,1,21,13,118,9.1,74,28,0,0,2,77.1,1,0
David Macklin,647,CB,3,KC,28,0,9,19,70.0,61.8,,,70.1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Lewis Sanders,650,CB,10,NE,287,5,121,161,66.7,72.5,80.4,78.7,61.6,2,0,2,0,0,22,1,3,6,1,21,14,118,8.4,68,22,0,0,1,81.1,0,0
Na'il Diggs,652,LB,16,CAR,564,41,321,202,50.9,50.8,87.0,69.2,55.4,6,1,2,3,0,40,5,1,25,0,24,16,201,12.6,101,29,2,1,2,103.0,3,0
David Barrett,653,CB,11,NYJ,272,14,50,208,66.9,66.4,69.1,63.7,64.9,4,1,1,2,0,13,2,2,8,0,22,12,218,18.2,117,43,1,1,2,85.0,1,0
Tyrone Carter,660,S,11,PIT,190,3,57,130,88.3,68.3,86.7,49.5,85.2,0,0,0,0,0,10,0,0,3,1,12,3,11,3.7,13,11,0,3,1,0.0,0,0
Clark Haggans,670,ED,11,ARZ,252,105,96,51,72.6,69.6,68.2,61.4,81.0,10,2,2,6,0,14,1,2,10,0,11,7,53,7.6,23,22,0,0,2,75.2,1,0
Brian Young,671,DI,8,NO,261,161,100,0,52.7,47.2,73.4,56.5,60.7,5,1,0,4,0,9,2,0,8,1,0,0,0,,0,,0,0,0,0.0,0,0
Ralph Brown,672,CB,15,ARZ,395,8,116,271,68.9,57.1,37.1,91.1,66.7,5,0,2,3,1,18,0,6,6,0,43,25,296,11.8,180,33,3,1,4,92.8,1,0
Kabeer Gbaja-Biamila,675,ED,7,GB,185,149,35,1,48.6,61.5,74.3,54.0,57.1,9,1,1,7,1,6,1,0,3,0,1,1,9,9.0,8,9,0,0,0,104.2,2,0
Dhani Jones,687,LB,16,CIN,1027,66,472,489,70.9,59.0,82.2,58.2,77.3,6,0,3,3,0,88,13,10,46,1,65,48,350,7.3,200,19,3,1,5,95.0,0,0
Adalius Thomas,690,ED,9,NE,465,115,201,149,68.7,64.2,69.6,70.0,62.2,12,6,2,4,3,21,6,3,19,0,17,11,102,9.3,86,28,0,0,1,81.0,0,0
Robaire Smith,696,DI,2,CLV,71,30,41,0,75.6,77.5,73.0,58.7,,1,0,0,1,0,5,0,0,5,0,0,0,0,,0,,0,0,0,0.0,0,0
Rob Meier,710,DI,15,JAX,629,330,298,1,47.6,36.8,77.7,60.5,67.3,17,2,3,12,0,29,2,1,27,0,0,0,0,,0,,0,0,0,0.0,1,1
Danny Clark,712,LB,16,NYG,475,33,270,172,67.2,72.9,83.9,66.1,53.1,5,0,1,4,1,45,12,4,28,1,21,16,170,10.6,156,26,1,0,0,115.2,1,1
Alfonso Boone,715,ED,15,KC,400,210,190,0,48.0,47.8,62.6,58.2,60.0,10,1,0,9,1,15,1,1,13,0,2,2,23,11.5,33,21,0,0,0,114.6,3,1
Mike Green,716,S,7,WAS,166,12,69,85,69.4,86.0,90.1,48.4,60.5,0,0,0,0,0,14,1,0,9,0,6,3,32,10.7,16,14,0,0,1,66.0,0,0
James Hall,733,ED,16,STR,501,282,217,2,66.4,57.9,65.5,73.1,60.0,34,7,6,21,0,27,4,3,23,0,0,0,0,,0,,0,0,0,0.0,3,1
Paris Lenon,751,LB,16,DET,987,79,495,413,56.3,36.6,79.0,57.4,77.3,7,1,1,5,0,93,16,10,52,2,36,27,321,11.9,210,54,3,0,3,129.5,0,0
Adewale Ogunleye,757,ED,16,CHI,886,512,358,16,57.4,64.7,64.1,53.5,62.4,30,5,5,20,5,43,9,3,38,0,9,7,48,6.9,60,12,1,1,0,86.3,5,0
Gerard Warren,775,DI,16,OAK,772,415,345,12,49.4,42.6,72.1,67.7,53.8,29,4,5,20,1,31,9,3,26,1,3,2,24,12.0,14,19,0,0,1,91.0,4,0
Justin Smith,776,DI,16,SF,992,572,411,9,70.0,64.0,77.4,66.8,68.7,52,7,11,34,2,44,11,3,37,1,2,1,4,4.0,4,4,0,1,0,16.7,1,0
Richard Seymour,778,DI,15,NE,679,370,309,0,67.8,64.6,80.6,67.0,59.3,33,8,7,18,2,27,9,2,31,0,0,0,0,,0,,0,0,0,0.0,2,0
Andre Carter,779,ED,16,WAS,861,525,334,2,48.7,30.0,63.8,62.9,67.3,48,4,18,26,2,17,4,4,14,0,0,0,0,,0,,0,0,1,0.0,0,0
Damione Lewis,782,DI,15,CAR,803,466,333,4,57.3,49.7,77.7,68.0,58.3,26,4,1,21,3,27,6,4,23,1,2,0,0,,0,,0,0,0,39.6,4,0
Marcus Stroud,783,DI,16,BUF,765,412,347,6,69.6,67.0,78.7,67.3,61.7,27,3,3,21,6,29,8,0,26,0,1,1,3,3.0,7,3,0,0,0,79.2,3,0
Casey Hampton,789,DI,13,PIT,409,182,220,7,53.5,59.7,77.5,50.9,34.7,1,1,0,0,1,14,0,0,11,0,2,2,36,18.0,36,29,0,0,0,118.8,1,0
Nate Clements,791,CB,15,SF,1008,1,430,577,71.0,69.0,65.6,55.0,70.6,0,0,0,0,0,58,4,5,18,1,89,51,673,13.2,258,81,7,2,6,98.2,6,1
Will Allen,792,CB,16,MIA,1016,14,373,629,77.1,65.0,58.5,92.0,74.9,6,1,4,1,0,44,2,8,12,1,95,52,727,14.0,343,75,2,3,12,73.4,2,0
Jamar Fletcher,796,CB,11,CIN,307,11,88,208,60.1,31.0,28.5,64.6,63.0,1,0,0,1,1,13,0,4,4,0,24,17,218,12.8,111,67,2,0,2,126.7,0,0
Ryan Pickett,799,DI,16,GB,607,280,327,0,56.2,58.8,78.7,58.5,52.7,10,2,2,6,3,25,12,1,22,0,0,0,0,,0,,0,0,0,0.0,1,0
Kyle Vanden Bosch,804,ED,10,TEN,422,258,161,3,68.7,54.9,49.6,76.9,62.2,29,6,9,14,0,7,6,2,8,3,1,1,15,15.0,10,15,0,0,0,118.8,3,0
Ken Lucas,810,CB,16,CAR,1021,2,399,620,74.6,74.8,55.1,54.7,72.7,0,0,0,0,0,54,4,7,20,0,86,51,716,14.0,221,54,3,2,8,88.1,2,1
Kris Jenkins,814,DI,16,NYJ,598,331,264,3,66.2,64.1,82.9,68.7,52.7,19,4,6,9,2,36,6,1,30,1,1,1,5,5.0,2,5,0,0,0,87.5,4,0
Fred Smoot,815,CB,16,WAS,590,3,197,390,51.9,37.2,68.2,44.3,56.7,1,0,1,0,0,48,4,5,10,0,66,46,569,12.4,145,50,3,1,5,104.9,2,0
Aaron Schobel,816,ED,5,BUF,260,150,106,4,70.6,72.6,58.7,61.2,60.7,14,1,4,9,1,16,1,3,12,0,2,0,0,,0,,0,0,0,39.6,0,0
Jamie Winborn,817,LB,16,DEN,782,46,365,371,55.3,39.1,73.0,69.3,72.6,8,1,3,4,1,67,14,7,37,1,41,29,330,11.4,148,65,0,0,7,94.6,3,0
Shaun Rogers,828,DI,16,CLV,886,419,463,4,66.4,62.8,83.8,77.5,62.4,36,5,11,20,5,55,7,1,43,0,0,0,0,,0,,0,0,0,0.0,9,1
Derrick Burgess,830,ED,10,OAK,534,309,222,3,65.1,58.3,64.0,68.0,60.8,35,4,8,23,1,12,4,2,11,1,1,1,5,5.0,7,5,0,0,0,87.5,2,0
