player,player_id,position,player_game_count,team_name,snap_counts_total,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_coverage,grades_defense,grades_run_defense,grades_tackle,grades_pass_rush_defense,grades_coverage_defense,total_pressures,sacks,hits,hurries,batted_passes,tackles,assists,missed_tackles,stops,forced_fumbles,targets,receptions,yards,yards_per_reception,yards_after_catch,longest,touchdowns,interceptions,pass_break_ups,qb_rating_against,penalties,declined_penalties
Adrian Wilson,831,S,15,ARZ,899,52,386,461,60.1,50.5,82.3,91.9,58.4,11,3,3,5,1,53,9,5,31,2,46,28,307,11.0,209,42,3,2,1,84.2,5,1
Ron Edwards,838,DI,16,KC,252,130,122,0,48.1,43.2,72.6,67.0,61.2,7,1,2,4,0,7,1,0,6,0,0,0,0,,0,,0,0,0,0.0,2,0
William James,839,CB,5,JAX,93,2,23,68,28.8,72.1,69.0,52.2,28.2,0,0,0,0,0,13,1,1,5,0,16,14,257,18.4,76,48,2,0,0,158.3,2,0
Dwight Smith,845,S,10,DET,494,4,254,236,47.6,58.3,37.9,47.9,47.0,0,0,0,0,0,31,4,11,11,0,11,10,116,11.6,52,25,1,0,1,140.9,2,0
Reggie Hayward,848,ED,16,JAX,568,319,247,2,70.7,59.7,77.0,69.5,67.4,26,5,5,16,3,19,2,0,22,2,0,0,0,,0,,0,0,0,0.0,1,0
Morlon Greenwood,849,LB,13,HST,459,19,250,190,58.2,53.9,80.1,55.4,68.7,1,0,0,1,0,35,5,2,14,0,17,12,85,7.1,62,21,0,0,0,81.7,2,0
Anthony Henry,855,CB,16,DAL,947,16,372,559,65.2,62.4,57.4,70.9,63.5,3,2,0,1,0,39,5,8,10,1,73,49,593,12.1,193,42,5,1,5,109.0,2,0
Monty Beisel,862,LB,5,ARZ,62,4,30,28,52.9,66.0,31.9,64.5,50.5,1,0,0,1,0,6,1,2,2,0,4,3,20,6.7,17,10,1,0,0,125.0,1,0
Ellis Wyms,908,DI,16,MIN,235,180,54,1,52.5,51.6,33.1,62.3,54.6,10,3,0,7,0,3,1,1,3,0,0,0,0,,0,,0,0,0,0.0,1,0
Renaldo Hill,919,S,16,MIA,963,3,341,619,58.9,81.6,82.8,50.5,49.3,0,0,0,0,0,59,8,5,17,0,35,21,220,10.5,66,26,4,3,1,80.7,1,0
Marlon McCree,933,S,7,DEN,448,4,179,265,51.3,54.9,56.4,68.1,50.5,1,0,0,1,0,25,4,6,5,0,10,6,80,13.3,26,27,0,0,2,85.4,1,0
Terdell Sands,935,DI,16,OAK,479,200,277,2,62.7,59.3,75.4,63.5,58.0,9,2,2,5,2,16,4,2,15,0,0,0,0,,0,,0,0,0,0.0,0,0
Troy Evans,952,LB,5,NO,10,0,7,3,70.5,66.0,,,62.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Demetric Evans,953,ED,16,WAS,580,328,242,10,49.7,49.4,68.6,59.5,52.2,23,4,4,15,2,21,4,1,18,0,3,3,26,8.7,17,12,0,0,0,102.8,0,0
Nick Harper,957,CB,13,TEN,744,5,263,476,83.2,75.8,80.6,44.0,83.7,0,0,0,0,0,68,1,4,28,1,104,55,568,10.3,173,31,2,2,10,67.3,2,0
Chris Hoke,961,DI,15,PIT,224,125,98,1,63.4,68.3,62.0,55.6,64.0,5,1,1,3,0,13,1,2,11,0,0,0,0,,0,,0,0,0,0.0,1,0
Kevin Kaesviharn,966,S,11,NO,687,19,267,401,45.2,76.5,89.9,52.7,35.5,2,0,1,1,0,47,9,3,7,0,25,17,275,16.2,71,35,3,2,0,110.8,3,1
Antonio Pierce,975,LB,15,NYG,863,110,336,417,37.3,53.4,74.6,46.1,39.4,6,1,1,4,0,65,12,8,30,1,60,48,516,10.8,341,40,5,0,0,130.3,4,0
Brian Russell,983,S,16,SEA,1095,26,450,619,57.3,72.4,71.4,59.3,48.9,3,1,0,2,0,58,5,8,13,1,22,16,200,12.5,98,33,1,0,2,115.7,1,0
Nick Sorensen,989,S,13,CLV,126,15,24,87,56.9,67.2,88.3,66.1,53.6,1,1,0,0,0,11,2,0,0,0,2,2,21,10.5,8,13,0,0,1,110.4,0,0
Josh Stamer,990,LB,2,TEN,14,1,2,11,65.3,60.0,,59.2,65.4,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,39.6,0,0
Juqua Parker,995,ED,16,PHI,715,381,308,26,71.5,56.3,72.0,73.9,73.3,49,5,4,40,5,29,6,4,23,2,3,1,6,6.0,8,6,0,1,0,2.8,3,0
Fred Wakefield,999,ED,7,OAK,52,16,36,0,52.3,48.1,71.3,67.2,,1,0,1,0,1,3,2,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
Julius Peppers,1010,ED,16,CAR,1001,557,406,38,71.4,48.5,67.3,84.8,66.2,72,14,14,44,3,26,6,2,33,4,4,2,22,11.0,16,13,0,0,2,66.7,5,1
Quentin Jammer,1013,CB,16,SD,1024,0,360,664,71.5,59.6,68.3,,71.9,0,0,0,0,0,73,6,9,21,3,98,62,642,10.4,197,38,5,2,15,90.6,4,1
Ryan Sims,1014,DI,15,TB,349,190,159,0,48.8,37.5,73.7,64.6,,12,1,2,9,2,7,4,1,6,0,0,0,0,,0,,0,0,0,0.0,0,0
Roy Williams,1016,S,3,DAL,72,1,34,37,41.1,71.9,55.2,59.3,37.6,0,0,0,0,0,4,1,1,0,0,3,3,27,9.0,8,9,0,0,0,104.2,0,0
John Henderson,1017,DI,14,JAX,519,295,223,1,61.4,62.5,70.8,57.0,62.3,10,2,3,5,2,36,3,3,31,0,1,1,0,0.0,4,0,0,0,0,79.2,0,0
Dwight Freeney,1019,ED,15,IND,636,385,251,0,75.2,39.9,56.5,90.3,60.0,57,11,12,34,0,15,0,2,21,5,0,0,0,,0,,0,0,0,0.0,1,0
Albert Haynesworth,1022,DI,14,TEN,663,415,247,1,77.9,76.0,78.7,72.9,64.2,37,8,13,16,1,32,7,0,35,2,0,0,0,,0,,0,0,0,0.0,4,1
Phillip Buchanon,1024,CB,16,TB,935,3,412,520,65.6,68.9,68.6,90.2,62.6,2,0,0,2,0,49,3,5,7,1,81,51,605,11.9,163,56,2,2,3,83.6,1,0
Bryan Thomas,1029,ED,16,NYJ,662,215,300,147,67.5,68.3,69.8,63.1,61.5,21,4,2,15,0,36,6,4,25,3,22,19,168,8.8,108,25,1,0,0,113.6,1,0
Napoleon Harris,1030,LB,10,MIN,307,28,156,123,51.3,55.6,69.3,68.2,49.9,3,2,1,0,0,26,2,3,13,0,11,8,124,15.5,66,28,0,0,0,109.7,1,0
Edward Reed,1031,S,16,BLT,930,10,337,583,87.4,68.4,55.0,82.2,89.7,2,1,0,1,1,31,5,8,7,1,32,15,190,12.7,70,24,3,9,5,57.6,1,1
Charles Grant,1032,ED,8,NO,455,279,172,4,62.8,66.0,77.0,60.0,70.0,25,3,6,16,0,21,2,0,19,0,1,0,0,,0,,0,0,1,39.6,4,2
Lito Sheppard,1033,CB,14,PHI,375,1,90,284,61.1,56.8,63.6,69.8,60.0,1,0,0,1,0,20,0,3,7,1,43,30,445,14.8,205,90,6,1,2,133.2,1,0
Robert Thomas,1038,LB,1,OAK,18,0,14,4,51.7,68.7,76.1,,33.0,0,0,0,0,0,1,1,0,1,0,1,1,18,18.0,10,18,0,0,0,118.8,0,0
Kalimba Edwards,1042,ED,14,OAK,703,382,321,0,57.3,57.6,72.0,64.3,63.7,39,4,4,31,0,38,3,3,27,1,0,0,0,,0,,0,0,0,0.0,8,1
Anthony Weaver,1059,ED,16,HST,546,237,291,18,48.6,52.7,78.2,48.3,64.2,8,0,1,7,0,26,7,2,18,0,4,3,22,7.3,23,14,0,1,0,47.9,3,0
Jon McGraw,1064,S,15,KC,210,2,107,101,64.5,69.5,59.9,53.7,60.4,0,0,0,0,0,21,2,4,6,0,13,10,107,10.7,36,26,0,1,0,68.4,0,0
Michael Lewis,1065,S,16,SF,955,34,395,526,69.9,77.9,75.2,57.3,67.1,3,1,1,1,1,80,9,10,34,1,48,32,359,11.2,143,52,1,0,5,95.7,2,1
Sheldon Brown,1066,CB,16,PHI,945,37,385,523,77.5,59.7,80.5,49.5,81.9,4,1,1,2,0,40,1,2,16,1,68,29,356,12.3,146,28,0,1,11,53.3,3,0
Ryan Denney,1068,ED,16,BUF,681,363,312,6,50.3,51.7,55.7,55.5,52.8,20,3,4,13,6,30,8,3,26,1,2,1,15,15.0,3,15,0,0,0,75.0,1,0
Travis Fisher,1071,CB,14,DET,533,6,259,268,46.8,28.8,69.0,44.5,54.2,0,0,0,0,0,31,0,3,8,0,43,29,420,14.5,146,62,4,0,4,130.0,2,1
Andre' Goodman,1075,CB,16,MIA,993,1,354,638,71.3,70.3,64.2,55.0,70.0,0,0,0,0,0,32,3,4,8,1,91,46,630,13.7,191,56,2,5,13,57.5,5,1
Ben Leber,1078,LB,16,MIN,887,87,344,456,65.5,53.9,67.1,79.2,68.6,17,1,4,12,0,49,8,7,26,1,54,38,391,10.3,237,50,3,2,4,94.0,2,0
Will Witherspoon,1079,LB,16,STR,863,122,398,343,62.6,47.8,76.4,64.6,72.7,15,1,2,12,1,62,5,10,30,0,34,23,183,8.0,125,36,1,1,1,78.4,1,0
Akin Ayodele,1092,LB,16,MIA,619,22,302,295,60.5,55.8,67.9,67.8,63.4,3,0,0,3,0,58,9,8,33,0,32,25,373,14.9,310,79,3,2,2,120.4,2,0
Chris Hope,1097,S,16,TEN,996,12,372,612,70.8,87.0,90.8,58.3,64.3,1,1,0,0,0,69,9,3,24,0,40,19,306,16.1,84,49,1,4,3,42.3,3,0
Coy Wire,1099,LB,5,ATL,157,2,72,83,65.2,59.6,46.5,56.9,68.4,0,0,0,0,0,17,0,3,11,0,15,13,90,6.9,71,21,1,0,0,113.9,0,0
Dante Wesley,1101,CB,5,CAR,16,0,4,12,75.2,60.0,72.8,,74.5,0,0,0,0,0,1,0,0,0,0,3,1,6,6.0,1,6,0,0,0,42.4,0,0
Kevin Bentley,1102,LB,11,HST,283,19,164,100,68.7,61.7,88.5,73.7,70.0,3,1,0,2,0,20,9,1,15,0,9,6,43,7.2,36,20,0,0,0,77.5,0,0
Alex Brown,1105,ED,16,CHI,862,496,343,23,79.9,83.7,71.6,62.4,66.1,40,6,10,24,2,36,1,2,36,1,4,1,-6,-6.0,0,-6,0,1,0,0.0,0,0
Brian Williams,1106,CB,16,JAX,936,4,404,528,62.2,61.4,69.7,90.7,61.6,2,0,1,1,1,75,7,10,22,0,85,59,841,14.3,345,56,5,2,6,111.0,3,0
David Thornton,1107,LB,15,TEN,976,38,367,571,56.6,53.1,53.0,61.4,57.8,4,0,2,2,0,65,12,11,36,2,75,57,445,7.8,296,22,2,0,4,99.0,1,0
Jarvis Green,1124,DI,14,NE,415,268,147,0,73.6,66.3,77.7,69.9,60.0,29,2,4,23,0,19,3,1,15,1,0,0,0,,0,,0,0,0,0.0,0,0
Larry Foote,1126,LB,16,PIT,558,44,284,230,74.9,67.9,60.5,83.6,65.9,10,2,4,4,1,39,8,5,27,0,25,20,137,6.9,127,23,0,0,1,89.5,1,0
Rocky Boiman,1129,LB,11,KC,564,32,240,292,54.4,47.1,75.4,59.0,61.1,1,0,1,0,0,49,7,4,16,1,38,31,275,8.9,213,25,2,0,3,114.4,0,0
Justin Bannan,1134,DI,16,BLT,486,238,248,0,65.2,68.7,64.3,60.1,60.4,9,1,3,5,2,32,4,2,23,1,2,1,5,5.0,9,5,0,1,0,16.7,3,0
Andra Davis,1136,LB,16,CLV,708,52,438,218,55.4,49.2,78.0,48.7,70.5,3,0,1,2,0,61,22,8,34,0,23,13,109,8.4,57,21,0,1,2,50.8,1,0
Scott Fujita,1137,LB,14,NO,555,27,300,228,71.9,65.7,69.4,64.3,75.5,5,0,0,5,0,59,12,6,33,1,22,17,130,7.6,100,20,0,1,0,72.2,0,0
Rocky Bernard,1139,DI,15,SEA,646,385,260,1,69.7,62.0,79.9,69.4,65.2,23,4,8,11,1,33,12,1,23,1,1,1,2,2.0,4,2,0,0,0,79.2,1,0
Kenyon Coleman,1140,DI,16,NYJ,562,264,298,0,69.3,79.3,82.0,47.0,61.0,4,0,1,3,0,49,5,3,39,0,0,0,0,,0,,0,0,0,0.0,0,0
Nick Greisen,1144,LB,12,BLT,57,8,23,26,65.4,68.2,81.6,50.4,64.2,0,0,0,0,0,6,0,0,3,0,4,3,34,11.3,17,21,0,0,0,100.0,0,0
Aaron Kampman,1148,ED,16,GB,1007,569,435,3,54.5,45.2,76.7,63.9,68.2,59,11,20,28,1,44,7,2,40,0,1,1,-1,-1.0,1,-1,0,0,0,79.2,4,1
Jermaine Phillips,1149,S,11,TB,554,11,233,310,51.8,81.9,66.0,81.3,38.5,4,0,2,2,0,54,4,9,22,2,34,20,339,17.0,140,48,4,3,2,95.1,0,0
Josh Shaw,1160,DI,5,DEN,90,53,37,0,45.7,41.9,67.3,56.1,,2,0,0,2,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Demarcus Faggins,1161,CB,11,HST,303,3,118,182,60.8,72.7,64.6,51.2,58.3,0,0,0,0,0,15,3,2,4,0,25,20,284,14.2,126,96,2,0,1,140.7,0,0
Marquand Manuel,1166,S,16,DEN,855,21,376,458,33.2,28.2,61.5,51.3,42.2,1,0,1,0,0,59,10,12,14,0,46,27,412,15.3,157,74,3,0,1,110.1,3,1
Howard Green,1173,DI,13,SEA,237,106,131,0,53.7,50.1,74.5,56.8,61.7,4,1,0,3,0,14,3,0,12,1,0,0,0,,0,,0,0,0,0.0,0,0
Josh Mallard,1189,ED,2,CIN,42,20,22,0,29.5,35.2,,49.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Stylez White,1196,ED,16,TB,416,287,117,12,78.8,72.3,58.3,70.8,66.2,34,5,13,16,0,18,5,3,18,1,3,3,19,6.3,12,11,0,0,0,93.1,1,0
Raheem Brock,1200,ED,16,IND,774,422,330,22,38.6,30.0,57.8,56.4,59.8,20,4,7,9,1,20,1,6,11,1,3,2,7,3.5,1,5,0,0,0,70.1,3,1
Brett Keisel,1204,DI,10,PIT,462,277,181,4,59.3,65.3,80.1,49.3,68.5,7,1,0,6,3,26,9,0,19,0,1,1,6,6.0,2,6,0,0,0,91.7,0,0
Khary Campbell,1227,LB,4,WAS,5,0,4,1,59.4,58.1,70.5,,60.0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Ryan Clark,1229,S,14,PIT,850,11,323,516,67.1,76.0,73.5,91.9,60.7,5,0,0,5,0,49,14,8,11,0,31,16,243,15.2,58,34,2,1,3,85.8,3,0
Keith Davis,1232,S,13,DAL,315,0,185,130,51.4,67.6,54.5,,45.0,0,0,0,0,0,18,2,4,7,0,9,7,133,19.0,44,47,0,0,0,118.8,1,0
Will Demps,1233,S,6,HST,277,1,132,144,43.4,66.5,76.4,57.9,40.4,0,0,0,0,0,19,7,2,7,0,9,8,140,17.5,44,58,1,0,0,155.8,1,0
Vernon Fox,1245,S,7,DEN,239,5,102,132,34.0,45.5,35.9,46.0,39.0,0,0,0,0,0,9,5,5,1,0,3,3,38,12.7,23,16,0,0,0,118.8,0,0
Louis Green,1248,LB,4,DEN,37,7,10,20,54.3,54.0,77.8,52.4,59.3,0,0,0,0,0,4,1,0,2,0,6,5,68,13.6,42,27,1,0,0,153.5,0,0
James Harrison,1251,ED,15,PIT,924,363,343,218,85.5,61.5,83.9,91.8,62.0,57,17,8,32,2,50,9,4,46,7,18,15,145,9.7,96,22,1,1,0,95.6,3,0
Clinton Hart,1252,S,14,SD,876,7,302,567,63.2,70.4,72.2,63.6,58.7,1,0,0,1,0,48,11,7,15,0,40,20,284,14.2,124,49,5,0,5,112.9,4,0
Ma'ake Kemoeatu,1267,DI,14,CAR,467,198,268,1,72.1,72.8,77.5,64.4,59.5,10,0,1,9,2,30,3,2,17,1,0,0,0,,0,,0,0,0,0.0,2,0
Antwan Lake,1270,DI,11,NO,165,113,51,1,51.6,51.9,70.9,49.8,70.6,1,0,1,0,0,3,1,0,3,0,0,0,0,,0,,0,0,0,0.0,0,0
D.D. Lewis,1273,LB,7,SEA,275,24,119,132,62.0,70.2,78.5,49.6,56.3,1,0,0,1,0,32,3,2,17,0,21,16,165,10.3,67,20,1,0,0,114.2,0,0
Ryan Nece,1288,LB,15,DET,503,31,298,174,46.3,43.4,33.9,73.3,51.2,5,3,0,2,2,37,10,15,14,0,22,17,175,10.3,106,24,2,1,1,111.0,1,0
Kalvin Pearson,1294,S,15,DET,647,21,306,320,56.0,64.7,82.5,79.8,50.5,3,1,0,2,1,57,6,5,24,2,27,18,238,13.2,89,50,1,0,1,106.7,2,0
Bart Scott,1303,LB,16,BLT,893,152,344,397,78.7,85.9,71.1,65.2,70.2,23,2,7,14,1,58,17,7,38,1,43,29,259,8.9,180,31,0,0,4,83.4,2,1
Corey Smith,1305,ED,12,DET,330,133,191,6,62.0,57.8,77.1,61.1,63.5,9,3,2,4,0,16,2,0,16,0,2,0,0,,0,,0,1,0,0.0,0,0
Dewayne Robertson,1320,DI,15,DEN,509,230,278,1,49.3,46.9,75.9,58.3,61.5,9,1,3,5,0,17,2,0,15,1,0,0,0,,0,,0,0,0,0.0,2,0
Terence Newman,1321,CB,10,DAL,573,4,206,363,61.7,64.5,67.8,48.9,60.7,0,0,0,0,0,33,1,3,10,0,62,40,560,14.0,182,53,2,4,4,77.4,2,0
Kevin Williams,1325,DI,16,MIN,910,564,343,3,78.1,70.4,62.4,81.3,58.5,59,9,15,35,4,38,6,3,37,1,1,0,0,,0,,0,0,1,39.6,6,1
Terrell Suggs,1326,ED,16,BLT,946,530,347,69,80.5,85.6,80.7,63.7,84.7,42,9,7,26,3,48,7,2,51,1,14,9,74,8.2,51,24,0,2,2,38.1,7,1
Marcus Trufant,1327,CB,16,SEA,1057,0,430,627,67.9,68.3,76.9,,67.1,0,0,0,0,0,61,2,5,15,0,102,65,856,13.2,246,63,8,1,12,112.2,5,0
Jimmy Kennedy,1328,DI,2,JAX,85,45,40,0,48.4,38.6,71.8,73.1,,2,0,0,2,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Jimmy Kennedy,1328,DI,2,MIN,38,17,21,0,48.4,38.6,71.8,73.1,,2,0,0,2,0,1,0,0,0,0,0,0,0,,0,,0,0,0,0.0,1,0
Ty Warren,1329,DI,13,NE,455,206,249,0,73.7,77.6,78.8,61.5,,18,2,2,14,0,32,5,2,28,1,1,1,-5,-5.0,5,-5,0,0,0,79.2,2,0
Jerome McDougle,1331,ED,4,NYG,62,51,11,0,44.5,50.7,69.2,49.2,60.9,1,0,0,1,0,1,1,0,1,0,1,1,-2,-2.0,0,-2,0,0,0,79.2,1,0
Troy Polamalu,1332,S,16,PIT,977,17,376,584,89.4,77.1,61.9,57.8,90.0,1,0,1,0,0,63,0,10,27,0,47,20,153,7.7,65,17,2,7,9,25.7,0,0
Calvin Pace,1334,ED,16,NYJ,1014,365,379,270,63.0,61.8,69.9,75.4,46.8,36,7,4,25,2,57,7,3,38,5,36,33,308,9.3,216,25,1,0,1,111.6,5,1
William Joseph,1341,DI,8,OAK,95,43,52,0,54.7,53.1,70.8,58.4,,2,0,1,1,0,2,2,1,1,0,0,0,0,,0,,0,0,0,0.0,0,0
Nick Barnett,1345,LB,9,GB,591,26,254,311,66.8,57.8,80.0,74.5,67.4,5,0,2,3,0,42,6,3,21,0,31,23,188,8.2,161,17,0,0,1,89.2,0,0
Nnamdi Asomugha,1347,CB,15,OAK,949,4,467,478,79.5,57.0,61.4,43.6,85.7,0,0,0,0,0,35,3,7,15,1,30,16,161,10.1,20,46,0,1,6,55.0,8,2
Tyler Brayton,1348,ED,16,CAR,937,526,388,23,50.3,44.5,62.2,65.4,48.9,35,6,5,24,2,33,3,3,23,2,9,8,61,7.6,45,16,0,0,1,94.9,2,0
Boss Bailey,1350,LB,6,DEN,308,17,118,173,41.7,45.1,73.9,62.6,39.5,2,0,1,1,0,35,1,3,21,1,35,31,298,9.6,271,67,2,0,0,121.2,1,1
Charles Tillman,1351,CB,15,CHI,947,3,370,574,62.0,73.6,85.4,80.9,59.9,2,0,1,1,0,77,9,4,17,4,124,84,937,11.2,300,99,5,3,11,93.4,5,0
Eugene Wilson,1352,S,12,HST,624,3,261,360,59.1,59.2,62.3,50.7,58.7,0,0,0,0,0,53,4,10,10,0,21,12,197,16.4,5,43,2,2,4,81.0,1,0
Rashean Mathis,1355,CB,12,JAX,640,2,281,357,78.2,56.3,54.2,90.4,79.5,2,1,1,0,0,36,0,6,13,1,62,34,438,12.9,92,51,5,4,3,77.2,3,1
E.J. Henderson,1356,LB,4,MIN,210,24,83,103,88.4,86.0,83.9,78.3,71.0,7,1,4,2,0,22,4,1,13,1,5,4,27,6.8,8,15,0,0,1,89.2,0,0
Ken Hamlin,1358,S,16,DAL,1005,12,392,601,63.5,63.9,73.1,91.7,58.4,4,1,2,1,0,53,9,7,8,0,26,17,170,10.0,56,30,3,1,1,106.3,2,1
Pisa Tinoisamoa,1359,LB,16,STR,939,52,467,420,49.7,38.2,70.4,59.3,63.5,5,3,2,0,0,74,11,11,38,2,47,36,351,9.8,217,34,4,0,3,125.4,1,1
Drayton Florence,1362,CB,15,JAX,624,3,250,371,49.0,54.4,58.6,65.1,48.4,1,0,0,1,0,31,3,4,5,1,46,27,318,11.8,67,40,4,0,2,108.8,6,2
Kawika Mitchell,1363,LB,16,BUF,953,114,436,403,47.0,38.4,61.4,77.7,50.8,19,4,4,11,1,53,14,7,26,2,48,39,442,11.3,328,47,2,2,0,101.6,3,0
Chris Kelsay,1364,ED,16,BUF,855,459,385,11,53.4,61.8,67.6,50.8,50.0,20,3,7,10,4,33,3,3,27,1,3,3,37,12.3,28,21,0,0,0,118.1,2,0
Chaun Thompson,1367,LB,7,HST,50,36,13,1,59.6,64.6,71.4,62.3,56.2,5,1,3,1,1,2,1,0,2,0,1,1,19,19.0,23,19,0,0,0,118.8,0,0
Victor Hobson,1368,LB,1,ARZ,9,2,1,6,46.1,60.0,69.9,56.8,47.4,0,0,0,0,0,1,0,0,0,0,2,1,7,7.0,7,7,0,0,0,58.3,0,0
Bryan Scott,1370,S,14,BUF,601,29,300,272,70.7,74.8,90.2,56.6,65.8,4,1,1,2,0,47,10,5,23,0,28,19,211,11.1,82,24,0,0,2,90.0,0,0
Anthony Adams,1372,DI,9,CHI,300,149,150,1,56.8,55.4,74.7,53.8,60.0,3,0,2,1,0,14,3,1,11,0,0,0,0,,0,,0,0,0,0.0,0,0
Mike Doss,1373,S,2,CIN,25,0,9,16,82.2,65.4,78.2,,76.2,0,0,0,0,0,1,1,0,0,0,0,0,0,,0,,0,0,1,0.0,0,0
Dewayne White,1379,ED,12,DET,502,263,234,5,59.9,37.8,70.2,80.4,63.5,27,7,2,18,1,23,9,3,19,3,4,2,21,10.5,25,15,0,1,0,26.0,2,0
Cory Redding,1381,DI,13,DET,583,282,301,0,50.9,41.7,77.9,66.1,63.7,20,4,3,13,0,27,6,2,21,0,1,1,4,4.0,2,4,0,0,0,83.3,2,0
Lance Briggs,1383,LB,16,CHI,1107,118,435,554,71.3,59.1,56.9,67.0,81.2,13,1,0,12,3,92,15,20,59,1,79,62,471,7.6,319,22,2,3,3,84.1,0,0
Gerald Hayes,1385,LB,16,ARZ,754,55,385,314,78.2,62.8,74.5,76.7,81.1,9,1,2,6,1,72,8,9,45,4,27,23,176,7.7,112,28,1,0,2,106.2,0,0
Kenny Peterson,1394,DI,16,DEN,512,308,196,8,48.5,31.9,75.6,72.2,54.2,22,3,6,13,1,11,3,0,9,1,0,0,0,,0,,0,0,0,0.0,2,0
Ricky Manning,1397,CB,3,STR,53,6,21,26,73.4,90.4,45.2,85.2,55.6,3,1,1,1,0,3,0,1,3,0,2,2,16,8.0,4,8,0,0,0,100.0,0,0
Sam Williams,1398,LB,11,OAK,141,5,105,31,42.8,36.5,30.0,56.1,67.6,0,0,0,0,0,4,2,2,4,0,2,1,3,3.0,8,3,0,1,0,16.7,0,0
Chris Crocker,1399,S,6,CIN,439,11,188,240,60.4,66.4,51.0,91.4,52.4,1,0,0,1,0,7,0,3,3,0,14,8,96,12.0,48,27,0,0,1,78.3,1,1
Chris Crocker,1399,S,6,MIA,164,3,53,108,60.4,66.4,51.0,91.4,52.4,1,0,0,1,0,7,0,3,3,0,14,8,96,12.0,48,27,0,0,1,78.3,1,1
Donald Strickland,1405,CB,11,SF,344,6,102,236,70.3,79.2,50.5,45.8,69.0,0,0,0,0,0,33,4,7,18,0,41,29,239,8.2,100,24,1,0,3,93.4,1,1
Todd Johnson,1413,S,8,STR,218,6,102,110,63.7,63.5,61.6,51.1,63.0,0,0,0,0,0,11,1,2,4,0,3,2,11,5.5,7,6,0,0,0,72.9,0,0
Bradie James,1416,LB,16,DAL,874,137,380,357,76.8,72.4,90.2,68.6,70.5,19,7,5,7,0,81,14,4,46,3,49,31,296,9.5,199,59,2,0,4,93.6,3,1
Jarret Johnson,1421,LB,16,BLT,874,364,335,175,73.1,65.3,66.3,64.0,82.9,32,6,4,22,1,39,6,4,34,2,15,13,96,7.4,69,20,0,0,2,93.3,2,0
Terrence McGee,1423,CB,14,BUF,776,0,341,435,69.9,75.2,81.8,,67.2,0,0,0,0,0,63,2,3,13,0,98,60,769,12.8,192,64,1,3,13,76.4,1,1
Matt Wilhelm,1424,LB,15,SD,415,28,121,266,37.5,33.6,57.4,73.0,40.0,3,0,1,2,0,39,4,6,10,0,40,34,367,10.8,210,28,2,1,0,111.1,1,0
Nick Eason,1426,DI,15,PIT,191,114,74,3,49.7,51.6,55.7,52.2,58.7,5,2,1,2,1,6,2,1,5,0,1,1,-1,-1.0,3,-1,0,0,0,79.2,0,0
Ian Scott,1428,DI,3,SD,14,11,3,0,47.9,53.3,,55.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0.0,0,0
Dan Klecko,1429,FB,5,PHI,81,70,11,0,72.1,70.1,28.0,72.0,60.0,5,3,0,2,0,1,0,1,2,0,0,0,0,,0,,0,0,0,0.0,2,0
Asante Samuel,1432,CB,15,PHI,869,4,349,516,75.6,68.2,52.6,59.1,75.1,1,0,0,1,0,34,5,7,5,0,83,44,561,12.8,212,55,3,4,15,66.4,3,0
Ike Taylor,1437,CB,16,PIT,983,9,373,601,72.6,80.7,68.4,50.4,70.6,1,0,0,1,0,53,5,6,12,0,99,57,677,11.9,222,65,2,1,12,81.1,4,0
Robert Mathis,1447,ED,15,IND,534,334,199,1,73.5,42.2,49.4,84.9,69.6,40,12,3,25,1,22,4,4,27,5,1,1,1,1.0,3,1,0,0,0,79.2,3,0
Kindal Moorehead,1454,DI,14,ATL,366,244,115,7,47.8,41.2,74.5,66.7,53.4,13,1,5,7,0,12,2,2,9,1,2,2,16,8.0,12,10,0,0,0,100.0,3,0
Aubrayo Franklin,1455,DI,16,SF,565,255,308,2,61.3,64.6,75.3,56.6,49.9,7,1,3,3,2,42,7,3,32,1,1,0,0,,0,,0,0,0,39.6,2,0
Michael Lehan,1461,CB,5,MIA,113,0,24,89,53.1,67.0,80.8,,51.3,0,0,0,0,0,7,1,0,0,0,11,7,157,22.4,70,61,0,0,1,107.2,1,0
Donnie Nickey,1463,S,4,TEN,66,1,26,39,68.6,56.0,50.8,86.8,65.4,1,0,1,0,0,3,1,1,1,0,1,0,0,,0,,0,0,0,39.6,0,0
Hunter Hillenmeyer,1472,LB,10,CHI,270,13,129,128,60.2,60.6,67.8,78.3,54.9,4,1,1,2,0,12,1,2,4,0,19,13,142,10.9,68,23,1,0,2,107.8,0,0
