,draft_overall,draft_round,draft_year,player,position,school,conference,team_nfl,avg_grade,avg_pass_cmp,avg_pass_att,avg_pass_cmp_pct,avg_pass_yds,avg_pass_yds_per_att,avg_adj_pass_yds_per_att,avg_pass_td,avg_pass_int,avg_pass_rating,avg_rush_att,avg_rush_yds,avg_rush_yds_per_att,avg_rush_td,avg_rec,avg_rec_yds,avg_rec_yds_per_rec,avg_rec_td,avg_scrim_att,avg_scrim_yds,avg_scrim_yds_per_att,avg_scrim_td,avg_tackles_solo,avg_tackles_assists,avg_tackles_total,avg_tackles_loss,avg_sacks,avg_def_int,avg_def_int_yds,avg_def_int_yds_per_int,avg_def_int_td,avg_pass_defended,avg_fumbles_rec,avg_fumbles_rec_yds,avg_fumbles_rec_td,avg_fumbles_forced,avg_punt_ret,avg_punt_ret_yds,avg_punt_ret_yds_per_ret,avg_punt_ret_td,avg_kick_ret,avg_kick_ret_yds,avg_kick_ret_yds_per_ret,avg_kick_ret_td,final_year_pass_cmp,final_year_pass_att,final_year_pass_cmp_pct,final_year_pass_yds,final_year_pass_yds_per_att,final_year_adj_pass_yds_per_att,final_year_pass_td,final_year_pass_int,final_year_pass_rating,final_year_rush_att,final_year_rush_yds,final_year_rush_yds_per_att,final_year_rush_td,final_year_rec,final_year_rec_yds,final_year_rec_yds_per_rec,final_year_rec_td,final_year_scrim_att,final_year_scrim_yds,final_year_scrim_yds_per_att,final_year_scrim_td,final_year_tackles_solo,final_year_tackles_assists,final_year_tackles_total,final_year_tackles_loss,final_year_sacks,final_year_def_int,final_year_def_int_yds,final_year_def_int_yds_per_int,final_year_def_int_td,final_year_pass_defended,final_year_fumbles_rec,final_year_fumbles_rec_yds,final_year_fumbles_rec_td,final_year_fumbles_forced,final_year_punt_ret,final_year_punt_ret_yds,final_year_punt_ret_yds_per_ret,final_year_punt_ret_td,final_year_kick_ret,final_year_kick_ret_yds,final_year_kick_ret_yds_per_ret,final_year_kick_ret_td
838,77,3,2015,Duke Johnson,RB,Miami (FL),ACC,CLE,0.0,0.3333333333333333,0.6666666666666666,16.666666666666668,2.6666666666666665,1.3333333333333333,4.666666666666667,0.3333333333333333,0.0,82.86666666666666,175.33333333333334,1173.0,6.633333333333333,8.666666666666666,23.0,239.66666666666666,12.866666666666667,1.3333333333333333,198.33333333333334,1412.6666666666667,7.033333333333334,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,1652.0,6.8,10.0,38.0,421.0,11.1,3.0,280.0,2073.0,7.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,78,3,2015,P.J. Williams,CB,Florida St.,ACC,NOR,62.900000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,13.333333333333334,40.0,3.0,0.3333333333333333,1.3333333333333333,12.666666666666666,7.333333333333333,0.3333333333333333,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,21.0,71.0,6.5,1.0,1.0,14.0,14.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,79,3,2015,Eli Harold,OLB,Virginia,ACC,SFO,57.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,22.0,47.0,12.166666666666666,5.833333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,1.0,1.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,54.0,14.5,7.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,80,3,2015,Alex Carter,CB,Stanford,Pac-12,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,13.0,47.666666666666664,1.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,41.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,82,3,2015,Lorenzo Mauldin,OLB,Louisville,ACC,NYJ,59.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,12.333333333333334,38.0,11.166666666666666,7.0,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.0,51.0,13.0,6.5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,83,3,2015,Craig Mager,CB,Texas St.,Sun Belt,SDG,54.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.333333333333334,53.333333333333336,4.333333333333333,0.6666666666666666,2.3333333333333335,7.0,2.3333333333333335,0.0,6.0,0.3333333333333333,0.0,0.0,0.3333333333333333,3.6666666666666665,67.33333333333333,30.433333333333334,0.3333333333333333,1.6666666666666667,21.666666666666668,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,17.0,63.0,6.0,2.0,3.0,21.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,123.0,12.3,0.0,0.0,0.0,0.0,0.0
845,84,3,2015,Jordan Hicks,OLB,Texas,Big 12,PHI,76.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,22.6,49.6,4.5,1.1,0.4,3.8,1.9,0.0,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,56.0,116.0,13.0,3.5,2.0,19.0,9.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,85,3,2015,Tyler Kroft,TE,Rutgers,Big Ten,CIN,59.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,300.3333333333333,14.733333333333334,1.6666666666666667,23.333333333333332,300.3333333333333,14.733333333333334,1.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,269.0,11.2,0.0,24.0,269.0,11.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,87,3,2015,Sammie Coates,WR,Auburn,SEC,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.333333333333332,585.6666666666666,20.766666666666666,4.333333333333333,27.333333333333332,585.6666666666666,20.766666666666666,4.333333333333333,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,741.0,21.8,4.0,34.0,741.0,21.8,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,88,3,2015,Danielle Hunter,DE,LSU,SEC,MIN,75.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,30.0,47.333333333333336,7.0,1.5,0.0,0.0,0.0,0.0,2.6666666666666665,0.3333333333333333,8.333333333333334,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,43.0,73.0,13.0,1.5,0.0,0.0,0.0,0.0,6.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,89,3,2015,Sean Mannion,QB,Oregon St.,Pac-12,STL,0.0,296.75,459.5,64.45,3400.0,7.4,6.925000000000001,20.75,13.5,135.2,33.0,-201.0,-5.9,0.5,0.25,1.5,1.5,0.0,33.25,-199.5,-5.800000000000001,0.5,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,453.0,62.3,3164.0,7.0,6.9,15.0,8.0,128.3,48.0,-306.0,-6.4,1.0,0.0,0.0,0.0,0.0,48.0,-306.0,-6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,90,3,2015,Carl Davis,DT,Iowa,Big Ten,BAL,58.03333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75,15.75,23.5,3.75,0.875,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,22.0,36.0,9.5,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,92,3,2015,Jeff Heuerman,TE,Ohio St.,Big Ten,DEN,67.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.5,1.5,0.0,13.0,198.0,16.724999999999998,1.75,13.25,199.5,16.625,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,207.0,12.2,2.0,17.0,207.0,12.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,93,3,2015,Henry Anderson,DE,Stanford,Pac-12,IND,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,16.0,35.25,7.75,4.125,0.0,0.0,0.0,0.0,2.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,25.0,65.0,14.5,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,94,3,2015,Ty Montgomery,WR,Stanford,Pac-12,GNB,67.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,83.5,7.125,1.0,43.0,531.25,12.1,3.75,52.75,614.75,11.65,4.75,1.5,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,144.0,6.3,1.0,61.0,604.0,9.9,3.0,84.0,748.0,8.9,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,95,3,2015,Matt Jones,RB,Florida,SEC,WAS,58.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,477.0,4.833333333333333,3.6666666666666665,6.333333333333333,33.333333333333336,4.733333333333333,0.3333333333333333,105.33333333333333,510.3333333333333,4.833333333333333,4.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,817.0,4.9,6.0,11.0,65.0,5.9,1.0,177.0,882.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,96,3,2015,Xavier Cooper,DT,Washington St.,Pac-12,CLE,50.20000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,17.333333333333332,40.666666666666664,10.833333333333334,4.333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,9.666666666666666,0.3333333333333333,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,37.0,9.5,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,97,3,2015,Geneo Grissom,DE,Oklahoma,Big 12,NWE,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,8.25,22.0,4.125,1.875,0.5,23.0,23.0,0.5,2.0,0.75,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,39.0,6.5,3.5,1.0,38.0,38.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,98,3,2015,Steven Nelson,CB,Oregon St.,Pac-12,KAN,63.050000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,18.5,61.0,1.0,0.0,4.0,13.0,2.15,0.5,8.0,0.0,0.0,0.0,0.0,1.5,0.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,23.0,60.0,2.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0
860,99,3,2015,Paul Dawson,ILB,TCU,Big 12,CIN,71.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.333333333333336,35.0,80.33333333333333,10.333333333333334,2.1666666666666665,1.6666666666666667,21.666666666666668,9.666666666666666,0.3333333333333333,2.6666666666666665,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,55.0,136.0,20.0,6.0,4.0,48.0,12.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,101,4,2015,Trey Flowers,DE,Arkansas,SEC,NWE,80.73333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,23.25,47.5,11.875,4.5,0.25,0.0,0.0,0.0,3.25,0.25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,68.0,15.5,6.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,103,4,2015,Bryce Petty,QB,Baylor,Big 12,NYJ,48.1,132.5,211.25,67.525,2048.75,9.975,10.950000000000001,15.5,2.5,170.47500000000002,48.0,84.5,2.125,5.25,0.0,0.0,0.0,0.0,48.0,84.5,2.125,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,428.0,63.1,3855.0,9.0,9.6,29.0,7.0,157.8,84.0,101.0,1.2,6.0,0.0,0.0,0.0,0.0,84.0,101.0,1.2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,104,4,2015,James Sample,S,Louisville,ACC,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,16.0,90.0,2.0,0.0,4.0,36.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,16.0,90.0,2.0,0.0,4.0,36.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,105,4,2015,Jamison Crowder,WR,Duke,ACC,WAS,67.89999999999999,0.5,1.0,37.5,8.25,5.625,10.625,0.25,0.0,167.25,5.25,33.75,5.75,0.25,70.75,910.25,12.649999999999999,5.75,76.0,944.0,11.875000000000002,6.0,0.25,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,217.25,12.825,1.25,11.0,232.5,16.35,0.0,1.0,1.0,100.0,12.0,12.0,32.0,1.0,0.0,530.8,2.0,9.0,4.5,0.0,85.0,1044.0,12.3,6.0,87.0,1053.0,12.1,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,280.0,12.7,3.0,1.0,26.0,26.0,0.0
867,106,4,2015,Jeremy Langford,RB,Michigan St.,Big Ten,CHI,56.849999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.25,741.75,3.25,10.0,9.75,54.75,2.8,0.25,154.0,796.5,3.25,10.25,2.5,1.25,3.75,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.5,9.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,276.0,1522.0,5.5,22.0,11.0,62.0,5.6,0.0,287.0,1584.0,5.5,22.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
868,107,4,2015,Justin Hardy,WR,East Carolina,American,ATL,65.325,1.0,2.5,47.925,36.75,19.9,22.825,0.5,0.0,263.17499999999995,0.25,1.75,1.75,0.25,96.75,1135.25,11.625,8.75,97.0,1137.0,11.625,9.0,1.0,0.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.75,123.75,6.050000000000001,0.0,0.0,0.0,0.0,0.0,1.0,4.0,25.0,41.0,10.3,15.3,1.0,0.0,193.6,1.0,7.0,7.0,1.0,121.0,1494.0,12.3,10.0,122.0,1501.0,12.3,11.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,95.0,4.1,0.0,0.0,0.0,0.0,0.0
869,108,4,2015,Jalston Fowler,FB,Alabama,SEC,TEN,72.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,147.6,6.539999999999999,1.0,3.8,30.0,3.9599999999999995,1.4,26.4,177.6,6.959999999999999,2.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,69.0,5.8,0.0,11.0,129.0,11.7,2.0,23.0,198.0,8.6,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,109,4,2015,Clayton Geathers,S,Central Florida,American,IND,63.949999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.4,31.0,76.4,3.8,0.2,0.6,1.4,0.9,0.0,6.0,0.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,37.0,96.0,6.5,1.0,1.0,2.0,2.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,113,4,2015,Gabe Wright,DT,Auburn,SEC,DET,61.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.75,10.0,20.75,5.125,1.5,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,24.0,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
876,115,4,2015,Ibraheim Campbell,S,Northwestern,Big Ten,CLE,64.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.25,31.0,79.25,1.875,0.25,2.5,46.0,23.325,0.0,3.0,0.75,0.0,0.0,0.75,0.5,2.5,1.25,0.0,0.25,1.75,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,54.0,1.0,0.0,3.0,79.0,26.3,0.0,3.0,1.0,0.0,0.0,3.0,2.0,10.0,5.0,0.0,1.0,7.0,7.0,0.0
878,117,4,2015,Blake Bell,TE,Oklahoma,Big 12,SFO,52.8,37.5,63.25,35.35,440.75,3.9499999999999997,1.1249999999999998,3.0,1.5,59.099999999999994,45.25,157.75,3.175,6.0,4.0,53.5,3.35,1.0,49.25,211.25,5.699999999999999,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,16.0,214.0,13.4,4.0,18.0,218.0,12.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,118,4,2015,Ramik Wilson,ILB,Georgia,SEC,KAN,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,28.75,63.25,4.75,1.5,0.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,54.0,110.0,7.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
