,player,year,school,conference,team_year_url,class,pos,games,pass_cmp,pass_att,pass_cmp_pct,pass_yds,pass_yds_per_att,adj_pass_yds_per_att,pass_td,pass_int,pass_rating,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,scrim_att,scrim_yds,scrim_yds_per_att,scrim_td,tackles_solo,tackles_assists,tackles_total,tackles_loss,sacks,def_int,def_int_yds,def_int_yds_per_int,def_int_td,pass_defended,fumbles_rec,fumbles_rec_yds,fumbles_rec_td,fumbles_forced,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,losses,rank,wins
35,Tye Hill,2003,Clemson,ACC,https://www.sports-reference.com/cfb/schools/clemson/2003.html,SO,DB,13,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,2,-2,-1.0,0,,,,,,,,,,,,,,4.0,25.0,9.0
36,Tye Hill,2005,Clemson,ACC,https://www.sports-reference.com/cfb/schools/clemson/2005.html,SR,DB,12,,,,,,,,,,,,,,,,,,0,0,,0,35,8,43,4.0,0.0,3,35,11.7,0,,,,,,,,,,,,,,4.0,25.0,8.0
37,Jason Allen,2003,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2003.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,10.0,0,,,,,,,,,,,,,,3.0,13.0,10.0
38,Jason Allen,2004,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2004.html,JR,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,2.0,0,,,,,,,,,,,,,,3.0,12.0,10.0
39,Jason Allen,2005,Tennessee,SEC,https://www.sports-reference.com/cfb/schools/tennessee/2005.html,SR,DB,5,,,,,,,,,,,,,,,,,,,,,,28,7,35,3.0,1.0,0,0,,0,2,0,0,0,1,,,,,,,,,6.0,65.0,5.0
40,Chad Greenway,2003,Iowa,Big Ten,https://www.sports-reference.com/cfb/schools/iowa/2003.html,SO,LB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,1,16,16.0,0,,,,,3.0,13.0,10.0
41,Chad Greenway,2004,Iowa,Big Ten,https://www.sports-reference.com/cfb/schools/iowa/2004.html,JR,LB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3,54,18.0,1,,,,,,1,9,9.0,0,,,,,2.0,8.0,10.0
42,Chad Greenway,2005,Iowa,Big Ten,https://www.sports-reference.com/cfb/schools/iowa/2005.html,SR,LB,12,,,,,,,,,,,,,,,,,,,,,,92,64,156,10.0,2.0,1,16,16.0,0,,,,,,,,,,,,,,5.0,37.0,7.0
43,Bobby Carpenter,2004,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2004.html,JR,LB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,4.3,0,,,,,,,,,,,,,,4.0,26.0,8.0
44,Bobby Carpenter,2005,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2005.html,SR,LB,11,,,,,,,,,,,,,,,,,,,,,,33,16,49,10.5,8.0,0,0,,0,2,0,0,0,0,,,,,,,,,2.0,8.0,10.0
45,Antonio Cromartie,2003,Florida State,ACC,https://www.sports-reference.com/cfb/schools/florida-state/2003.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71,71.0,1,,,,,,,,,,24,568,23.7,0,3.0,13.0,10.0
46,Antonio Cromartie,2004,Florida State,ACC,https://www.sports-reference.com/cfb/schools/florida-state/2004.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,10.0,1,,,61,1,,,,,,19,435,22.9,0,3.0,14.0,9.0
47,Tamba Hali,2004,Penn State,Big Ten,https://www.sports-reference.com/cfb/schools/penn-state/2004.html,JR,DL,11,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,5.0,0,,,,,,,,,,,,,,7.0,80.0,4.0
48,Tamba Hali,2005,Penn State,Big Ten,https://www.sports-reference.com/cfb/schools/penn-state/2005.html,SR,DL,12,,,,,,,,,,,,,,,,,,,,,,27,38,65,17.0,11.0,0,0,,0,4,0,0,0,1,,,,,,,,,1.0,3.0,11.0
49,Laurence Maroney,2003,Minnesota,Big Ten,https://www.sports-reference.com/cfb/schools/minnesota/2003.html,FR,RB,13,,,,,,,,,,162,1121,6.9,10,1,11,11.0,0,163,1132,6.9,10,,,,,,,,,,,,,,,,,,,16,413,25.8,1,3.0,13.0,10.0
50,Laurence Maroney,2004,Minnesota,Big Ten,https://www.sports-reference.com/cfb/schools/minnesota/2004.html,SO,RB,12,,,,,,,,,,217,1348,6.2,12,3,16,5.3,0,220,1364,6.2,12,,,,,,,,,,,,,,,,,,,8,158,19.8,0,5.0,37.0,7.0
51,Laurence Maroney,2005,Minnesota,Big Ten,https://www.sports-reference.com/cfb/schools/minnesota/2005.html,JR,RB,11,0,1,0.0,0,0.0,0.0,0,0,0.0,281,1464,5.2,10,17,170,10.0,1,298,1634,5.5,11,,,,,,,,,,,,,,,,,,,4,96,24.0,0,5.0,37.0,7.0
52,Manny Lawson,2002,North Carolina State,ACC,https://www.sports-reference.com/cfb/schools/north-carolina-state/2002.html,FR,LB,14,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,3,43,14.3,0,,,,,3.0,13.0,11.0
53,Manny Lawson,2003,North Carolina State,ACC,https://www.sports-reference.com/cfb/schools/north-carolina-state/2003.html,SO,DL,13,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,1,15,15.0,1,,,,,5.0,38.0,8.0
54,Manny Lawson,2005,North Carolina State,ACC,https://www.sports-reference.com/cfb/schools/north-carolina-state/2005.html,SR,DL,12,,,,,,,,,,,,,,,,,,,,,,33,25,58,19.5,10.5,0,0,,0,,,,,,1,6,6.0,0,,,,,5.0,37.0,7.0
55,Santonio Holmes,2003,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2003.html,SO,WR,12,,,,,,,,,,1,-1,-1.0,0,32,549,17.2,7,33,548,16.6,7,,,,,,,,,,,,,,,7,30,4.3,0,,,,,2.0,6.0,11.0
56,Santonio Holmes,2004,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2004.html,JR,WR,12,,,,,,,,,,2,19,9.5,0,55,769,14.0,7,57,788,13.8,7,,,,,,,,,,,,,,,20,214,10.7,1,8,186,23.3,0,4.0,26.0,8.0
57,Santonio Holmes,2005,Ohio State,Big Ten,https://www.sports-reference.com/cfb/schools/ohio-state/2005.html,SR,WR,12,,,,,,,,,,,,,,53,977,18.4,11,53,977,18.4,11,,,,,,,,,,,,,,,11,141,12.8,0,11,239,21.7,0,2.0,8.0,10.0
58,John McCargo,2004,North Carolina State,ACC,https://www.sports-reference.com/cfb/schools/north-carolina-state/2004.html,SO,RB,11,,,,,,,,,,1,1,1.0,0,,,,,1,1,1.0,0,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,63.0,5.0
59,John McCargo,2005,North Carolina State,ACC,https://www.sports-reference.com/cfb/schools/north-carolina-state/2005.html,JR,DL,7,,,,,,,,,,0,0,,0,0,0,,0,0,0,,0,10,14,24,9.0,0.5,0,0,,0,0,0,0,0,0,,,,,,,,,5.0,37.0,7.0
60,DeAngelo Williams,2002,Memphis,CUSA,https://www.sports-reference.com/cfb/schools/memphis/2002.html,FR,RB,10,,,,,,,,,,103,684,6.6,5,5,51,10.2,0,108,735,6.8,5,,,,,,,,,,,,,,,,,,,18,420,23.3,0,9.0,95.0,3.0
61,DeAngelo Williams,2003,Memphis,CUSA,https://www.sports-reference.com/cfb/schools/memphis/2003.html,SO,RB,11,,,,,,,,,,243,1430,5.9,10,35,384,11.0,3,278,1814,6.5,13,,,,,,,,,,,,,,,,,,,13,299,23.0,0,4.0,25.0,9.0
62,DeAngelo Williams,2004,Memphis,CUSA,https://www.sports-reference.com/cfb/schools/memphis/2004.html,JR,RB,12,0,1,0.0,0,0.0,0.0,0,0,0.0,313,1948,6.2,22,18,210,11.7,1,331,2158,6.5,23,,,,,,,,,,,,,,,,,,,4,72,18.0,0,4.0,26.0,8.0
63,DeAngelo Williams,2005,Memphis,CUSA,https://www.sports-reference.com/cfb/schools/memphis/2005.html,SR,RB,11,0,1,0.0,0,0.0,0.0,0,0,0.0,310,1964,6.3,18,12,78,6.5,1,322,2042,6.3,19,,,,,,,,,,,,,,,,,,,2,33,16.5,0,5.0,37.0,7.0
64,Marcedes Lewis,2002,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2002.html,FR,TE,12,,,,,,,,,,,,,,6,51,8.5,1,6,51,8.5,1,,,,,,,,,,,,,,,,,,,2,1,0.5,0,5.0,36.0,8.0
65,Marcedes Lewis,2003,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2003.html,SO,TE,13,,,,,,,,,,,,,,30,377,12.6,3,30,377,12.6,3,,,,,,,,,,,,,,,,,,,,,,,7.0,67.0,6.0
66,Marcedes Lewis,2004,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2004.html,JR,TE,12,,,,,,,,,,,,,,32,402,12.6,7,32,402,12.6,7,,,,,,,,,,,,,,,,,,,,,,,6.0,55.0,6.0
67,Marcedes Lewis,2005,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2005.html,SR,TE,12,,,,,,,,,,,,,,58,741,12.8,10,58,741,12.8,10,,,,,,,,,,,,,,,,,,,,,,,2.0,8.0,10.0
68,Joseph Addai,2001,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2001.html,FR,RB,2,,,,,,,,,,8,27,3.4,0,,,,,8,27,3.4,0,,,,,,0,0,,0,,,,,,,,,,,,,,3.0,16.0,10.0
69,Joseph Addai,2002,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2002.html,FR,RB,12,,,,,,,,,,80,438,5.5,4,6,81,13.5,0,86,519,6.0,4,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,36.0,8.0
70,Joseph Addai,2003,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2003.html,SO,RB,12,,,,,,,,,,114,520,4.6,2,14,86,6.1,1,128,606,4.7,3,,,,,,0,0,,0,,,,,,,,,,,,,,1.0,1.0,13.0
71,Joseph Addai,2004,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2004.html,JR,RB,12,,,,,,,,,,101,680,6.7,3,26,294,11.3,4,127,974,7.7,7,,,,,,0,0,,0,,,,,,,,,,10,175,17.5,0,3.0,14.0,9.0
72,Joseph Addai,2005,LSU,SEC,https://www.sports-reference.com/cfb/schools/louisiana-state/2005.html,SR,RB,13,,,,,,,,,,187,911,4.9,9,20,180,9.0,1,207,1091,5.3,10,0,1,1,0.0,0.0,0,0,,0,,,,,,,,,,1,12,12.0,0,2.0,6.0,11.0
73,Kelly Jennings,2002,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2002.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0,,,,,,,,,,,,,,1.0,3.0,12.0
74,Kelly Jennings,2003,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2003.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,,,2.0,6.0,11.0
75,Kelly Jennings,2004,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2004.html,JR,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.5,0,,,,,,,,,,,,,,3.0,14.0,9.0
76,Kelly Jennings,2005,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2005.html,SR,DB,12,,,,,,,,,,,,,,,,,,,,,,24,8,32,3.0,1.0,3,36,12.0,0,,,,,,,,,,,,,,3.0,14.0,9.0
77,Mathias Kiwanuka,2002,Boston College,Big East,https://www.sports-reference.com/cfb/schools/boston-college/2002.html,,DL,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0,,,,,,,,,,,,,,4.0,23.0,9.0
78,Mathias Kiwanuka,2004,Boston College,Big East,https://www.sports-reference.com/cfb/schools/boston-college/2004.html,JR,DL,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,16.0,1,,,,,,,,,,,,,,3.0,14.0,9.0
79,Mathias Kiwanuka,2005,Boston College,ACC,https://www.sports-reference.com/cfb/schools/boston-college/2005.html,SR,DL,11,,,,,,,,,,,,,,,,,,,,,,34,17,51,16.5,9.5,0,0,,0,4,0,0,0,1,,,,,,,,,3.0,14.0,9.0
80,Demeco Ryans,2004,Alabama,SEC,https://www.sports-reference.com/cfb/schools/alabama/2004.html,JR,LB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0,,,,,,,,,,,,,,6.0,55.0,6.0
81,Demeco Ryans,2005,Alabama,SEC,https://www.sports-reference.com/cfb/schools/alabama/2005.html,SR,LB,12,,,,,,,,,,,,,,,,,,,,,,41,35,76,11.5,5.0,1,7,7.0,0,,,,,,,,,,,,,,2.0,8.0,10.0
82,D'Qwell Jackson,2003,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2003.html,SO,LB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,29.0,1,,,,,,,,,,,,,,3.0,13.0,10.0
83,D'Qwell Jackson,2004,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2004.html,JR,LB,11,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,18.0,0,,,,,,,,,,,,,,6.0,63.0,5.0
84,D'Qwell Jackson,2005,Maryland,ACC,https://www.sports-reference.com/cfb/schools/maryland/2005.html,SR,LB,10,,,,,,,,,,,,,,,,,,,,,,56,81,137,6.5,4.0,2,22,11.0,0,,,,,,,,,,,,,,6.0,65.0,5.0
85,Chad Jackson,2003,Florida,SEC,https://www.sports-reference.com/cfb/schools/florida/2003.html,FR,WR,13,,,,,,,,,,,,,,3,38,12.7,1,3,38,12.7,1,,,,,,,,,,,,,,,,,,,2,47,23.5,0,5.0,38.0,8.0
86,Chad Jackson,2004,Florida,SEC,https://www.sports-reference.com/cfb/schools/florida/2004.html,SO,WR,12,,,,,,,,,,1,1,1.0,0,29,648,22.3,6,30,649,21.6,6,,,,,,,,,,,,,,,5,17,3.4,0,7,135,19.3,0,5.0,37.0,7.0
87,Chad Jackson,2005,Florida,SEC,https://www.sports-reference.com/cfb/schools/florida/2005.html,JR,WR,12,,,,,,,,,,16,89,5.6,2,88,900,10.2,9,104,989,9.5,11,,,,,,,,,,,,,,,4,18,4.5,0,1,6,6.0,0,3.0,14.0,9.0
88,Thomas Howard,2002,UTEP,WAC,https://www.sports-reference.com/cfb/schools/texas-el-paso/2002.html,FR,DB,11,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,54,1,,,,,,1,0,0.0,0,10.0,107.0,2.0
89,Thomas Howard,2003,UTEP,WAC,https://www.sports-reference.com/cfb/schools/texas-el-paso/2003.html,SO,LB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,56.0,1,,,,,,,,,,,,,,11.0,110.0,2.0
90,Thomas Howard,2004,UTEP,WAC,https://www.sports-reference.com/cfb/schools/texas-el-paso/2004.html,JR,LB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,17.0,0,,,0,1,,,,,,,,,,4.0,26.0,8.0
91,Thomas Howard,2005,UTEP,CUSA,https://www.sports-reference.com/cfb/schools/texas-el-paso/2005.html,SR,LB,12,,,,,,,,,,,,,,,,,,,,,,47,38,85,7.0,3.0,1,20,20.0,0,,,,,,,,,,,,,,4.0,25.0,8.0
92,Daniel Bullocks,2003,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2003.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,5.5,0,,,,,,,,,,,,,,3.0,13.0,10.0
93,Daniel Bullocks,2004,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2004.html,JR,DB,11,,,,,,,,,,,,,,,,,,,,,,,,,,,5,187,37.4,0,,,10,1,,,,,,,,,,6.0,63.0,5.0
94,Daniel Bullocks,2005,Nebraska,Big 12,https://www.sports-reference.com/cfb/schools/nebraska/2005.html,SR,DB,12,,,,,,,,,,,,,,,,,,,,,,46,37,83,4.0,0.0,1,12,12.0,0,,,30,1,,1,16,16.0,0,,,,,4.0,25.0,8.0
95,Roman Harper,2003,Alabama,SEC,https://www.sports-reference.com/cfb/schools/alabama/2003.html,SO,DB,13,,,,,,,,,,,,,,1,11,11.0,0,1,11,11.0,0,,,,,,1,0,0.0,0,,,0,1,,,,,,,,,,9.0,93.0,4.0
96,Roman Harper,2004,Alabama,SEC,https://www.sports-reference.com/cfb/schools/alabama/2004.html,JR,DB,12,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,3,26,8.7,0,,,,,,,,,,,,,,6.0,55.0,6.0
97,Roman Harper,2005,Alabama,SEC,https://www.sports-reference.com/cfb/schools/alabama/2005.html,SR,DB,12,,,,,,,,,,,,,,,,,,0,0,,0,35,34,69,6.5,0.5,1,50,50.0,0,,,,,,,,,,,,,,2.0,8.0,10.0
98,Sinorice Moss,2002,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2002.html,,WR,12,,,,,,,,,,,,,,3,30,10.0,0,3,30,10.0,0,,,,,,0,0,,0,,,,,,,,,,,,,,1.0,3.0,12.0
99,Sinorice Moss,2003,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2003.html,SO,WR,13,,,,,,,,,,,,,,8,111,13.9,0,8,111,13.9,0,,,,,,0,0,,0,,,,,,,,,,1,24,24.0,0,2.0,6.0,11.0
100,Sinorice Moss,2004,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2004.html,JR,WR,11,,,,,,,,,,2,4,2.0,0,20,351,17.6,3,22,355,16.1,3,,,,,,0,0,,0,,,,,,1,19,19.0,0,,,,,3.0,14.0,9.0
101,Sinorice Moss,2005,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2005.html,SR,WR,12,,,,,,,,,,7,55,7.9,0,37,614,16.6,6,44,669,15.2,6,2,0,2,0.0,0.0,0,0,,0,,,,,,,,,0,5,88,17.6,0,3.0,14.0,9.0
102,Lendale White,2003,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2003.html,FR,RB,13,,,,,,,,,,141,754,5.3,13,6,15,2.5,1,147,769,5.2,14,,,,,,0,0,,0,,,,,,,,,,,,,,1.0,4.0,12.0
103,Lendale White,2004,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2004.html,SO,RB,13,,,,,,,,,,203,1103,5.4,15,11,97,8.8,2,214,1200,5.6,17,,,,,,0,0,,0,,,,,,,,,,,,,,0.0,1.0,13.0
104,Lendale White,2005,USC,Pac-10,https://www.sports-reference.com/cfb/schools/southern-california/2005.html,JR,RB,13,,,,,,,,,,197,1302,6.6,24,14,219,15.6,2,211,1521,7.2,26,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,1.0,2.0,12.0
105,Joe Klopfenstein,2003,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2003.html,SO,TE,11,,,,,,,,,,,,,,20,190,9.5,4,20,190,9.5,4,,,,,,0,0,,0,,,,,,,,,,,,,,7.0,70.0,5.0
106,Joe Klopfenstein,2004,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2004.html,JR,TE,13,,,,,,,,,,,,,,33,418,12.7,5,33,418,12.7,5,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,34.0,8.0
107,Joe Klopfenstein,2005,Colorado,Big 12,https://www.sports-reference.com/cfb/schools/colorado/2005.html,SR,TE,13,,,,,,,,,,,,,,33,468,14.2,4,33,468,14.2,4,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,6.0,58.0,7.0
108,Cedric Griffin,2002,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2002.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,0,1,,0,0,,0,0,0,,0,2.0,6.0,11.0
109,Cedric Griffin,2003,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2003.html,SO,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.0,0,,,,,,1,8,8.0,0,,,,,3.0,13.0,10.0
110,Cedric Griffin,2004,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2004.html,JR,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,14.5,0,,,,,,,,,,,,,,1.0,5.0,11.0
111,Cedric Griffin,2005,Texas,Big 12,https://www.sports-reference.com/cfb/schools/texas/2005.html,SR,DB,13,,,,,,,,,,,,,,,,,,,,,,44,27,71,0.0,0.0,0,0,,0,,,,,,0,11,,1,,,,,0.0,1.0,13.0
112,Kellen Clemens,2002,Oregon,Pac-10,https://www.sports-reference.com/cfb/schools/oregon/2002.html,FR,QB,5,23,40,57.5,201,5.0,4.9,2,1,111.2,8,9,1.1,0,,,,,8,9,1.1,0,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,53.0,7.0
113,Kellen Clemens,2003,Oregon,Pac-10,https://www.sports-reference.com/cfb/schools/oregon/2003.html,SO,QB,13,182,304,59.9,2400,7.9,7.7,18,9,139.8,78,108,1.4,2,1,13,13.0,0,79,121,1.5,2,,,,,,0,0,,0,,,,,,,,,,,,,,5.0,38.0,8.0
114,Kellen Clemens,2004,Oregon,Pac-10,https://www.sports-reference.com/cfb/schools/oregon/2004.html,JR,QB,11,223,372,59.9,2548,6.8,6.8,22,10,131.6,118,190,1.6,4,,,,,118,190,1.6,4,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,63.0,5.0
115,Kellen Clemens,2005,Oregon,Pac-10,https://www.sports-reference.com/cfb/schools/oregon/2005.html,SR,QB,8,185,289,64.0,2406,8.3,9.0,19,4,152.9,69,228,3.3,0,,,,,69,228,3.3,0,1,0,1,0.0,0.0,0,0,,0,,,,,,,,,,,,,,2.0,8.0,10.0
116,Greg Jennings,2002,Western Michigan,MAC,https://www.sports-reference.com/cfb/schools/western-michigan/2002.html,SO,WR,8,,,,,,,,,,1,15,15.0,0,10,138,13.8,0,11,153,13.9,0,,,,,,0,0,,0,,,,,,8,58,7.3,0,8,232,29.0,0,8.0,82.0,4.0
117,Greg Jennings,2003,Western Michigan,MAC,https://www.sports-reference.com/cfb/schools/western-michigan/2003.html,SO,WR,12,,,,,,,,,,4,15,3.8,0,56,1050,18.8,14,60,1065,17.8,14,,,,,,0,0,,0,,,,,,,,,,31,669,21.6,0,7.0,70.0,5.0
118,Greg Jennings,2004,Western Michigan,MAC,https://www.sports-reference.com/cfb/schools/western-michigan/2004.html,SR,PR,11,,,,,,,,,,3,12,4.0,0,74,1092,14.8,11,77,1104,14.3,11,,,,,,0,0,,0,,,,,,21,311,14.8,2,,,,,10.0,118.0,1.0
119,Greg Jennings,2005,Western Michigan,MAC,https://www.sports-reference.com/cfb/schools/western-michigan/2005.html,SR,WR,11,1,3,33.3,22,7.3,-1.0,1,1,138.3,10,50,5.0,0,98,1259,12.8,14,108,1309,12.1,14,2,0,2,0.0,0.0,0,0,,0,,,,,,20,172,8.6,0,2,20,10.0,0,4.0,31.0,7.0
120,Anthony Fasano,2003,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2003.html,SO,TE,11,,,,,,,,,,,,,,18,169,9.4,2,18,169,9.4,2,,,,,,0,0,,0,,,,,,,,,,,,,,7.0,70.0,5.0
121,Anthony Fasano,2004,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2004.html,JR,TE,11,,,,,,,,,,,,,,27,367,13.6,4,27,367,13.6,4,,,,,,0,0,,0,,,,,,,,,,,,,,6.0,55.0,6.0
122,Anthony Fasano,2005,Notre Dame,Ind,https://www.sports-reference.com/cfb/schools/notre-dame/2005.html,JR,TE,12,,,,,,,,,,,,,,47,576,12.3,2,47,576,12.3,2,2,1,3,0.0,0.0,0,0,,0,,,,,,,,,,,,,,3.0,14.0,9.0
123,Bernard Pollard,2004,Purdue,Big Ten,https://www.sports-reference.com/cfb/schools/purdue/2004.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,1,19,19.0,0,,,,,,2,36,18.0,0,,,,,5.0,37.0,7.0
124,Bernard Pollard,2005,Purdue,Big Ten,https://www.sports-reference.com/cfb/schools/purdue/2005.html,JR,DB,11,,,,,,,,,,,,,,,,,,,,,,64,28,92,1.5,0.0,3,0,0.0,0,,,,,,1,12,12.0,0,,,,,6.0,65.0,5.0
125,Devin Hester,2003,Miami (FL),Big East,https://www.sports-reference.com/cfb/schools/miami-fl/2003.html,FR,WR,10,,,,,,,,,,4,26,6.5,0,4,116,29.0,0,8,142,17.8,0,,,,,,0,0,,0,,,,,,,,,,18,517,28.7,1,2.0,6.0,11.0
126,Devin Hester,2004,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2004.html,SO,DB,12,,,,,,,,,,5,40,8.0,1,1,25,25.0,0,6,65,10.8,1,,,,,,4,28,7.0,0,,,0,1,,19,326,17.2,3,15,389,25.9,1,3.0,14.0,9.0
127,Devin Hester,2005,Miami (FL),ACC,https://www.sports-reference.com/cfb/schools/miami-fl/2005.html,JR,WR,10,,,,,,,,,,15,94,6.3,0,5,55,11.0,0,20,149,7.5,0,11,0,11,1.0,1.0,1,29,29.0,0,,,,,,22,312,14.2,1,7,113,16.1,0,3.0,14.0,9.0
128,Richard Marshall,2003,Fresno State,WAC,https://www.sports-reference.com/cfb/schools/fresno-state/2003.html,FR,DB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,3,83,27.7,0,,,,,,,,,,,,,,5.0,35.0,9.0
129,Richard Marshall,2004,Fresno State,WAC,https://www.sports-reference.com/cfb/schools/fresno-state/2004.html,SO,DB,12,,,,,,,,,,,,,,,,,,,,,,,,,,,3,205,68.3,0,,,,,,,,,,,,,,3.0,14.0,9.0
130,Richard Marshall,2005,Fresno State,WAC,https://www.sports-reference.com/cfb/schools/fresno-state/2005.html,JR,DB,13,,,,,,,,,,,,,,,,,,,,,,57,21,78,1.0,0.0,3,17,5.7,0,,,,,,,,,,14,316,22.6,0,5.0,34.0,8.0
131,Maurice Drew,2003,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2003.html,FR,RB,13,,,,,,,,,,135,582,4.3,5,15,104,6.9,0,150,686,4.6,5,,,,,,,,,,,,,,,,,,,20,533,26.7,2,7.0,67.0,6.0
132,Maurice Drew,2004,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2004.html,SO,RB,11,1,1,100.0,47,47.0,47.0,0,0,494.8,160,1007,6.3,8,18,262,14.6,3,178,1269,7.1,11,,,,,,,,,,,,,,,10,152,15.2,1,7,185,26.4,0,6.0,55.0,6.0
133,Maurice Drew,2005,UCLA,Pac-10,https://www.sports-reference.com/cfb/schools/ucla/2005.html,JR,RB,12,,,,,,,,,,186,914,4.9,13,31,453,14.6,4,217,1367,6.3,17,,,,,,,,,,,,,,,15,427,28.5,3,5,69,13.8,0,2.0,8.0,10.0
134,Tony Scheffler,2002,Western Michigan,MAC,https://www.sports-reference.com/cfb/schools/western-michigan/2002.html,SO,KR,12,,,,,,,,,,,,,,6,65,10.8,1,6,65,10.8,1,,,,,,0,0,,0,,,,,,,,,,7,100,14.3,0,8.0,82.0,4.0
